h_km,v_rel_m_s,d_cloud_cm,beta,beta_case,eps,dv_required_m_s,m_launch_g,m_incident_mg,Es_bulk_kJ_kg,Es_per_grain_J_kg,per_grain_frac_of_threshold,subcatastrophic,subcat_worst_threshold,N_grains,N_on_target,cost_Re_usd,cost_W_usd
1200,619,10,1.20069,INT-2 central,0.0295119,48.7241,6.28086,185.36,25.1192,135.847,0.00339618,True,True,6265.52,184.908,64.5861,19.4707
1200,619,10,1.16951,INT-2 low,0.0295119,48.7241,6.44829,190.302,25.7888,135.847,0.00339618,True,True,6432.54,189.837,66.3078,19.9897
1200,619,10,1.5,v5 nominal,0.0295119,48.7241,5.02756,148.373,20.1068,135.847,0.00339618,True,True,5015.27,148.01,51.6984,15.5854
1200,800,2,1.292,INT-2 central,0.527116,48.7241,0.25286,133.286,30.1698,226.908,0.0056727,True,False,252.242,132.961,2.60015,0.783865
1200,800,2,1.2416,INT-2 low,0.527116,48.7241,0.263123,138.696,31.3944,226.908,0.0056727,True,False,262.48,138.357,2.7057,0.815682
1200,800,2,1.5,v5 nominal,0.527116,48.7241,0.217796,114.804,25.9862,226.908,0.0056727,True,True,217.264,114.523,2.23959,0.675167
1200,800,5,1.292,INT-2 central,0.112924,48.7241,1.18032,133.286,30.1698,226.908,0.0056727,True,False,1177.43,132.961,12.1372,3.65898
1200,800,5,1.2416,INT-2 low,0.112924,48.7241,1.22823,138.696,31.3944,226.908,0.0056727,True,False,1225.23,138.357,12.6299,3.8075
1200,800,5,1.5,v5 nominal,0.112924,48.7241,1.01664,114.804,25.9862,226.908,0.0056727,True,True,1014.16,114.523,10.4541,3.1516
1200,800,10,1.292,INT-2 central,0.0295119,48.7241,4.51635,133.286,30.1698,226.908,0.0056727,True,False,4505.32,132.961,46.4416,14.0007
1200,800,10,1.2416,INT-2 low,0.0295119,48.7241,4.69967,138.696,31.3944,226.908,0.0056727,True,False,4688.19,138.357,48.3267,14.569
1200,800,10,1.5,v5 nominal,0.0295119,48.7241,3.89007,114.804,25.9862,226.908,0.0056727,True,True,3880.57,114.523,40.0016,12.0592
1200,1000,2,1.37838,INT-2 central,0.527116,48.7241,0.18961,99.9465,35.3489,354.544,0.00886359,True,False,189.147,99.7024,1.94976,0.587792
1200,1000,2,1.30739,INT-2 low,0.527116,48.7241,0.199905,105.373,37.2681,354.544,0.00886359,True,False,199.417,105.116,2.05563,0.619706
1200,1000,2,1.5,v5 nominal,0.527116,48.7241,0.174237,91.8428,32.4828,354.544,0.00886359,True,False,173.811,91.6185,1.79167,0.540133
1200,1000,5,1.37838,INT-2 central,0.112924,48.7241,0.885077,99.9465,35.3489,354.544,0.00886359,True,False,882.915,99.7024,9.10125,2.74374
1200,1000,5,1.30739,INT-2 low,0.112924,48.7241,0.933133,105.373,37.2681,354.544,0.00886359,True,False,930.854,105.116,9.59541,2.89271
1200,1000,5,1.5,v5 nominal,0.112924,48.7241,0.813315,91.8428,32.4828,354.544,0.00886359,True,False,811.328,91.6185,8.36332,2.52128
1200,1000,10,1.37838,INT-2 central,0.0295119,48.7241,3.38665,99.9465,35.3489,354.544,0.00886359,True,False,3378.37,99.7024,34.8249,10.4986
1200,1000,10,1.30739,INT-2 low,0.0295119,48.7241,3.57053,105.373,37.2681,354.544,0.00886359,True,False,3561.81,105.116,36.7157,11.0686
1200,1000,10,1.5,v5 nominal,0.0295119,48.7241,3.11206,91.8428,32.4828,354.544,0.00886359,True,False,3104.45,91.6185,32.0013,9.64738
