a_limit_g,n_stages,length_m,E_stored_kJ,eta_pct,m_cap_kg,B_peak_T,base_stress_MPa,canister_SF
20000.0,90,3.9600000000000004,40.32664243108504,19.89711112747443,26.884428287390026,6.232497149499062,29.922455069162968,9.223842073187233
50000.0,31,1.364,42.25960790900408,19.63219173025585,28.173071939336054,9.8720147695667,74.80613767290743,3.689536829274893
100000.0,15,0.66,40.476164484741716,19.814720211394356,26.98410965649448,13.34163874501024,149.61227534581485,1.8447684146374466
200000.0,13,0.5720000000000001,43.96125681636807,19.932319566952103,29.30750454424538,14.779797056077312,299.2245506916297,0.9223842073187233
