d_cloud_cm,sigma_cloud_mm,d_target_cm,d_grain_um,m_grain_mg,m_launch_mg,area_ratio,eps,peak_areal_density_kg_m2,N_grains_total,N_grains_on_target,poisson_cv,averaging_valid
5,10.2137,2,450,1.00245,500,6.25,0.380783,0.762828,498.779,189.926,0.0725617,True
5,10.2137,2,450,1.00245,3000,6.25,0.380783,4.57697,2992.67,1139.56,0.0296232,True
5,10.2137,2,450,1.00245,10000,6.25,0.380783,15.2566,9975.57,3798.52,0.0162253,True
5,10.2137,2,1000,11.0008,0.5,6.25,0.380783,0.000762828,0.0454512,0.017307,7.60132,False
5,10.2137,2,1000,11.0008,5,6.25,0.380783,0.00762828,0.454512,0.17307,2.40375,False
5,10.2137,2,1000,11.0008,50,6.25,0.380783,0.0762828,4.54512,1.7307,0.760132,False
5,10.2137,2,1000,11.0008,500,6.25,0.380783,0.762828,45.4512,17.307,0.240375,False
5,10.2137,2,1000,11.0008,3000,6.25,0.380783,4.57697,272.707,103.842,0.0981326,True
5,10.2137,2,1000,11.0008,10000,6.25,0.380783,15.2566,909.024,346.14,0.0537494,True
5,10.2137,2,2000,88.0065,0.5,6.25,0.380783,0.000762828,0.0056814,0.00216338,21.4998,False
5,10.2137,2,2000,88.0065,5,6.25,0.380783,0.00762828,0.056814,0.0216338,6.79882,False
5,10.2137,2,2000,88.0065,50,6.25,0.380783,0.0762828,0.56814,0.216338,2.14998,False
5,10.2137,2,2000,88.0065,500,6.25,0.380783,0.762828,5.6814,2.16338,0.679882,False
5,10.2137,2,2000,88.0065,3000,6.25,0.380783,4.57697,34.0884,12.9803,0.277561,False
5,10.2137,2,2000,88.0065,10000,6.25,0.380783,15.2566,113.628,43.2676,0.152026,False
5,10.2137,5,50,0.0013751,0.5,1,0.949994,0.000762828,363.61,345.427,0.0538049,True
5,10.2137,5,50,0.0013751,5,1,0.949994,0.00762828,3636.1,3454.27,0.0170146,True
5,10.2137,5,50,0.0013751,50,1,0.949994,0.0762828,36361,34542.7,0.00538049,True
5,10.2137,5,50,0.0013751,500,1,0.949994,0.762828,363610,345427,0.00170146,True
5,10.2137,5,50,0.0013751,3000,1,0.949994,4.57697,2.18166e+06,2.07256e+06,0.000694618,True
5,10.2137,5,50,0.0013751,10000,1,0.949994,15.2566,7.27219e+06,6.90854e+06,0.000380458,True
5,10.2137,5,100,0.0110008,0.5,1,0.949994,0.000762828,45.4512,43.1784,0.152183,False
5,10.2137,5,100,0.0110008,5,1,0.949994,0.00762828,454.512,431.784,0.0481246,True
5,10.2137,5,100,0.0110008,50,1,0.949994,0.0762828,4545.12,4317.84,0.0152183,True
5,10.2137,5,100,0.0110008,500,1,0.949994,0.762828,45451.2,43178.4,0.00481246,True
5,10.2137,5,100,0.0110008,3000,1,0.949994,4.57697,272707,259070,0.00196468,True
5,10.2137,5,100,0.0110008,10000,1,0.949994,15.2566,909024,863568,0.0010761,True
5,10.2137,5,200,0.0880065,0.5,1,0.949994,0.000762828,5.6814,5.3973,0.430439,False
5,10.2137,5,200,0.0880065,5,1,0.949994,0.00762828,56.814,53.973,0.136117,False
5,10.2137,5,200,0.0880065,50,1,0.949994,0.0762828,568.14,539.73,0.0430439,True
5,10.2137,5,200,0.0880065,500,1,0.949994,0.762828,5681.4,5397.3,0.0136117,True
5,10.2137,5,200,0.0880065,3000,1,0.949994,4.57697,34088.4,32383.8,0.00555695,True
5,10.2137,5,200,0.0880065,10000,1,0.949994,15.2566,113628,107946,0.00304366,True
5,10.2137,5,450,1.00245,0.5,1,0.949994,0.000762828,0.498779,0.473837,1.45273,False
5,10.2137,5,450,1.00245,5,1,0.949994,0.00762828,4.98779,4.73837,0.459394,False
5,10.2137,5,450,1.00245,50,1,0.949994,0.0762828,49.8779,47.3837,0.145273,False
5,10.2137,5,450,1.00245,500,1,0.949994,0.762828,498.779,473.837,0.0459394,True
5,10.2137,5,450,1.00245,3000,1,0.949994,4.57697,2992.67,2843.02,0.0187547,True
5,10.2137,5,450,1.00245,10000,1,0.949994,15.2566,9975.57,9476.74,0.0102724,True
5,10.2137,5,1000,11.0008,0.5,1,0.949994,0.000762828,0.0454512,0.0431784,4.81246,False
5,10.2137,5,1000,11.0008,5,1,0.949994,0.00762828,0.454512,0.431784,1.52183,False
5,10.2137,5,1000,11.0008,50,1,0.949994,0.0762828,4.54512,4.31784,0.481246,False
5,10.2137,5,1000,11.0008,500,1,0.949994,0.762828,45.4512,43.1784,0.152183,False
5,10.2137,5,1000,11.0008,3000,1,0.949994,4.57697,272.707,259.07,0.0621285,True
5,10.2137,5,1000,11.0008,10000,1,0.949994,15.2566,909.024,863.568,0.0340292,True
5,10.2137,5,2000,88.0065,0.5,1,0.949994,0.000762828,0.0056814,0.0053973,13.6117,False
5,10.2137,5,2000,88.0065,5,1,0.949994,0.00762828,0.056814,0.053973,4.30439,False
5,10.2137,5,2000,88.0065,50,1,0.949994,0.0762828,0.56814,0.53973,1.36117,False
5,10.2137,5,2000,88.0065,500,1,0.949994,0.762828,5.6814,5.3973,0.430439,False
5,10.2137,5,2000,88.0065,3000,1,0.949994,4.57697,34.0884,32.3838,0.175726,False
5,10.2137,5,2000,88.0065,10000,1,0.949994,15.2566,113.628,107.946,0.0962491,True
5,10.2137,10,50,0.0013751,0.5,0.25,0.999994,0.000762828,363.61,363.607,0.0524425,True
5,10.2137,10,50,0.0013751,5,0.25,0.999994,0.00762828,3636.1,3636.07,0.0165838,True
5,10.2137,10,50,0.0013751,50,0.25,0.999994,0.0762828,36361,36360.7,0.00524425,True
5,10.2137,10,50,0.0013751,500,0.25,0.999994,0.762828,363610,363607,0.00165838,True
5,10.2137,10,50,0.0013751,3000,0.25,0.999994,4.57697,2.18166e+06,2.18164e+06,0.00067703,True
5,10.2137,10,50,0.0013751,10000,0.25,0.999994,15.2566,7.27219e+06,7.27215e+06,0.000370825,True
5,10.2137,10,100,0.0110008,0.5,0.25,0.999994,0.000762828,45.4512,45.4509,0.14833,False
5,10.2137,10,100,0.0110008,5,0.25,0.999994,0.00762828,454.512,454.509,0.046906,True
5,10.2137,10,100,0.0110008,50,0.25,0.999994,0.0762828,4545.12,4545.09,0.014833,True
5,10.2137,10,100,0.0110008,500,0.25,0.999994,0.762828,45451.2,45450.9,0.0046906,True
5,10.2137,10,100,0.0110008,3000,0.25,0.999994,4.57697,272707,272705,0.00191493,True
5,10.2137,10,100,0.0110008,10000,0.25,0.999994,15.2566,909024,909018,0.00104885,True
5,10.2137,10,200,0.0880065,0.5,0.25,0.999994,0.000762828,5.6814,5.68136,0.41954,False
5,10.2137,10,200,0.0880065,5,0.25,0.999994,0.00762828,56.814,56.8136,0.13267,False
5,10.2137,10,200,0.0880065,50,0.25,0.999994,0.0762828,568.14,568.136,0.041954,True
5,10.2137,10,200,0.0880065,500,0.25,0.999994,0.762828,5681.4,5681.36,0.013267,True
5,10.2137,10,200,0.0880065,3000,0.25,0.999994,4.57697,34088.4,34088.2,0.00541624,True
5,10.2137,10,200,0.0880065,10000,0.25,0.999994,15.2566,113628,113627,0.0029666,True
5,10.2137,10,450,1.00245,0.5,0.25,0.999994,0.000762828,0.498779,0.498775,1.41595,False
5,10.2137,10,450,1.00245,5,0.25,0.999994,0.00762828,4.98779,4.98775,0.447762,False
5,10.2137,10,450,1.00245,50,0.25,0.999994,0.0762828,49.8779,49.8775,0.141595,False
5,10.2137,10,450,1.00245,500,0.25,0.999994,0.762828,498.779,498.775,0.0447762,True
5,10.2137,10,450,1.00245,3000,0.25,0.999994,4.57697,2992.67,2992.65,0.0182798,True
5,10.2137,10,450,1.00245,10000,0.25,0.999994,15.2566,9975.57,9975.51,0.0100123,True
5,10.2137,10,1000,11.0008,0.5,0.25,0.999994,0.000762828,0.0454512,0.0454509,4.6906,False
5,10.2137,10,1000,11.0008,5,0.25,0.999994,0.00762828,0.454512,0.454509,1.4833,False
5,10.2137,10,1000,11.0008,50,0.25,0.999994,0.0762828,4.54512,4.54509,0.46906,False
5,10.2137,10,1000,11.0008,500,0.25,0.999994,0.762828,45.4512,45.4509,0.14833,False
5,10.2137,10,1000,11.0008,3000,0.25,0.999994,4.57697,272.707,272.705,0.0605554,True
5,10.2137,10,1000,11.0008,10000,0.25,0.999994,15.2566,909.024,909.018,0.0331676,True
5,10.2137,10,2000,88.0065,0.5,0.25,0.999994,0.000762828,0.0056814,0.00568136,13.267,False
5,10.2137,10,2000,88.0065,5,0.25,0.999994,0.00762828,0.056814,0.0568136,4.1954,False
5,10.2137,10,2000,88.0065,50,0.25,0.999994,0.0762828,0.56814,0.568136,1.3267,False
5,10.2137,10,2000,88.0065,500,0.25,0.999994,0.762828,5.6814,5.68136,0.41954,False
5,10.2137,10,2000,88.0065,3000,0.25,0.999994,4.57697,34.0884,34.0882,0.171277,False
5,10.2137,10,2000,88.0065,10000,0.25,0.999994,15.2566,113.628,113.627,0.0938121,True
10,20.4273,0.5,50,0.0013751,0.5,400,0.00746107,0.000190707,363.61,2.71292,0.60713,False
10,20.4273,0.5,50,0.0013751,5,400,0.00746107,0.00190707,3636.1,27.1292,0.191991,False
10,20.4273,0.5,50,0.0013751,50,400,0.00746107,0.0190707,36361,271.292,0.060713,True
10,20.4273,0.5,50,0.0013751,500,400,0.00746107,0.190707,363610,2712.92,0.0191991,True
10,20.4273,0.5,50,0.0013751,3000,400,0.00746107,1.14424,2.18166e+06,16277.5,0.00783802,True
10,20.4273,0.5,50,0.0013751,10000,400,0.00746107,3.81414,7.27219e+06,54258.3,0.00429306,True
10,20.4273,0.5,100,0.0110008,0.5,400,0.00746107,0.000190707,45.4512,0.339115,1.71722,False
10,20.4273,0.5,100,0.0110008,5,400,0.00746107,0.00190707,454.512,3.39115,0.543034,False
10,20.4273,0.5,100,0.0110008,50,400,0.00746107,0.0190707,4545.12,33.9115,0.171722,False
10,20.4273,0.5,100,0.0110008,500,400,0.00746107,0.190707,45451.2,339.115,0.0543034,True
10,20.4273,0.5,100,0.0110008,3000,400,0.00746107,1.14424,272707,2034.69,0.0221693,True
10,20.4273,0.5,100,0.0110008,10000,400,0.00746107,3.81414,909024,6782.29,0.0121426,True
10,20.4273,0.5,200,0.0880065,0.5,400,0.00746107,0.000190707,5.6814,0.0423893,4.85704,False
10,20.4273,0.5,200,0.0880065,5,400,0.00746107,0.00190707,56.814,0.423893,1.53593,False
10,20.4273,0.5,200,0.0880065,50,400,0.00746107,0.0190707,568.14,4.23893,0.485704,False
10,20.4273,0.5,200,0.0880065,500,400,0.00746107,0.190707,5681.4,42.3893,0.153593,False
10,20.4273,0.5,200,0.0880065,3000,400,0.00746107,1.14424,34088.4,254.336,0.0627041,True
10,20.4273,0.5,200,0.0880065,10000,400,0.00746107,3.81414,113628,847.787,0.0343445,True
10,20.4273,0.5,450,1.00245,0.5,400,0.00746107,0.000190707,0.498779,0.00372142,16.3925,False
10,20.4273,0.5,450,1.00245,5,400,0.00746107,0.00190707,4.98779,0.0372142,5.18377,False
10,20.4273,0.5,450,1.00245,50,400,0.00746107,0.0190707,49.8779,0.372142,1.63925,False
10,20.4273,0.5,450,1.00245,500,400,0.00746107,0.190707,498.779,3.72142,0.518377,False
10,20.4273,0.5,450,1.00245,3000,400,0.00746107,1.14424,2992.67,22.3285,0.211626,False
10,20.4273,0.5,450,1.00245,10000,400,0.00746107,3.81414,9975.57,74.4284,0.115913,False
10,20.4273,0.5,1000,11.0008,0.5,400,0.00746107,0.000190707,0.0454512,0.000339115,54.3034,False
10,20.4273,0.5,1000,11.0008,5,400,0.00746107,0.00190707,0.454512,0.00339115,17.1722,False
10,20.4273,0.5,1000,11.0008,50,400,0.00746107,0.0190707,4.54512,0.0339115,5.43034,False
10,20.4273,0.5,1000,11.0008,500,400,0.00746107,0.190707,45.4512,0.339115,1.71722,False
10,20.4273,0.5,1000,11.0008,3000,400,0.00746107,1.14424,272.707,2.03469,0.701053,False
10,20.4273,0.5,1000,11.0008,10000,400,0.00746107,3.81414,909.024,6.78229,0.383983,False
10,20.4273,0.5,2000,88.0065,0.5,400,0.00746107,0.000190707,0.0056814,4.23893e-05,153.593,False
10,20.4273,0.5,2000,88.0065,5,400,0.00746107,0.00190707,0.056814,0.000423893,48.5704,False
10,20.4273,0.5,2000,88.0065,50,400,0.00746107,0.0190707,0.56814,0.00423893,15.3593,False
10,20.4273,0.5,2000,88.0065,500,400,0.00746107,0.190707,5.6814,0.0423893,4.85704,False
10,20.4273,0.5,2000,88.0065,3000,400,0.00746107,1.14424,34.0884,0.254336,1.98288,False
10,20.4273,0.5,2000,88.0065,10000,400,0.00746107,3.81414,113.628,0.847787,1.08607,False
10,20.4273,1,50,0.0013751,0.5,100,0.0295119,0.000190707,363.61,10.7308,0.30527,False
10,20.4273,1,50,0.0013751,5,100,0.0295119,0.00190707,3636.1,107.308,0.0965347,True
10,20.4273,1,50,0.0013751,50,100,0.0295119,0.0190707,36361,1073.08,0.030527,True
10,20.4273,1,50,0.0013751,500,100,0.0295119,0.190707,363610,10730.8,0.00965347,True
10,20.4273,1,50,0.0013751,3000,100,0.0295119,1.14424,2.18166e+06,64384.9,0.00394101,True
10,20.4273,1,50,0.0013751,10000,100,0.0295119,3.81414,7.27219e+06,214616,0.00215858,True
10,20.4273,1,100,0.0110008,0.5,100,0.0295119,0.000190707,45.4512,1.34135,0.863433,False
10,20.4273,1,100,0.0110008,5,100,0.0295119,0.00190707,454.512,13.4135,0.273041,False
10,20.4273,1,100,0.0110008,50,100,0.0295119,0.0190707,4545.12,134.135,0.0863433,True
10,20.4273,1,100,0.0110008,500,100,0.0295119,0.190707,45451.2,1341.35,0.0273041,True
10,20.4273,1,100,0.0110008,3000,100,0.0295119,1.14424,272707,8048.12,0.0111469,True
10,20.4273,1,100,0.0110008,10000,100,0.0295119,3.81414,909024,26827.1,0.00610539,True
10,20.4273,1,200,0.0880065,0.5,100,0.0295119,0.000190707,5.6814,0.167669,2.44216,False
10,20.4273,1,200,0.0880065,5,100,0.0295119,0.00190707,56.814,1.67669,0.772278,False
10,20.4273,1,200,0.0880065,50,100,0.0295119,0.0190707,568.14,16.7669,0.244216,False
10,20.4273,1,200,0.0880065,500,100,0.0295119,0.190707,5681.4,167.669,0.0772278,True
10,20.4273,1,200,0.0880065,3000,100,0.0295119,1.14424,34088.4,1006.01,0.0315281,True
10,20.4273,1,200,0.0880065,10000,100,0.0295119,3.81414,113628,3353.38,0.0172687,True
10,20.4273,1,450,1.00245,0.5,100,0.0295119,0.000190707,0.498779,0.0147199,8.24228,False
10,20.4273,1,450,1.00245,5,100,0.0295119,0.00190707,4.98779,0.147199,2.60644,False
10,20.4273,1,450,1.00245,50,100,0.0295119,0.0190707,49.8779,1.47199,0.824228,False
10,20.4273,1,450,1.00245,500,100,0.0295119,0.190707,498.779,14.7199,0.260644,False
10,20.4273,1,450,1.00245,3000,100,0.0295119,1.14424,2992.67,88.3195,0.106407,False
10,20.4273,1,450,1.00245,10000,100,0.0295119,3.81414,9975.57,294.398,0.0582817,True
10,20.4273,1,1000,11.0008,0.5,100,0.0295119,0.000190707,0.0454512,0.00134135,27.3041,False
10,20.4273,1,1000,11.0008,5,100,0.0295119,0.00190707,0.454512,0.0134135,8.63433,False
10,20.4273,1,1000,11.0008,50,100,0.0295119,0.0190707,4.54512,0.134135,2.73041,False
10,20.4273,1,1000,11.0008,500,100,0.0295119,0.190707,45.4512,1.34135,0.863433,False
10,20.4273,1,1000,11.0008,3000,100,0.0295119,1.14424,272.707,8.04812,0.352495,False
10,20.4273,1,1000,11.0008,10000,100,0.0295119,3.81414,909.024,26.8271,0.193069,False
10,20.4273,1,2000,88.0065,0.5,100,0.0295119,0.000190707,0.0056814,0.000167669,77.2278,False
10,20.4273,1,2000,88.0065,5,100,0.0295119,0.00190707,0.056814,0.00167669,24.4216,False
10,20.4273,1,2000,88.0065,50,100,0.0295119,0.0190707,0.56814,0.0167669,7.72278,False
10,20.4273,1,2000,88.0065,500,100,0.0295119,0.190707,5.6814,0.167669,2.44216,False
10,20.4273,1,2000,88.0065,3000,100,0.0295119,1.14424,34.0884,1.00601,0.997006,False
10,20.4273,1,2000,88.0065,10000,100,0.0295119,3.81414,113.628,3.35338,0.546083,False
10,20.4273,2,50,0.0013751,0.5,25,0.112924,0.000190707,363.61,41.0603,0.156059,False
10,20.4273,2,50,0.0013751,5,25,0.112924,0.00190707,3636.1,410.603,0.0493502,True
10,20.4273,2,50,0.0013751,50,25,0.112924,0.0190707,36361,4106.03,0.0156059,True
10,20.4273,2,50,0.0013751,500,25,0.112924,0.190707,363610,41060.3,0.00493502,True
10,20.4273,2,50,0.0013751,3000,25,0.112924,1.14424,2.18166e+06,246362,0.00201471,True
10,20.4273,2,50,0.0013751,10000,25,0.112924,3.81414,7.27219e+06,821206,0.0011035,True
10,20.4273,2,100,0.0110008,0.5,25,0.112924,0.000190707,45.4512,5.13253,0.441402,False
10,20.4273,2,100,0.0110008,5,25,0.112924,0.00190707,454.512,51.3253,0.139583,False
10,20.4273,2,100,0.0110008,50,25,0.112924,0.0190707,4545.12,513.253,0.0441402,True
10,20.4273,2,100,0.0110008,500,25,0.112924,0.190707,45451.2,5132.53,0.0139583,True
10,20.4273,2,100,0.0110008,3000,25,0.112924,1.14424,272707,30795.2,0.00569847,True
10,20.4273,2,100,0.0110008,10000,25,0.112924,3.81414,909024,102651,0.00312118,True
10,20.4273,2,200,0.0880065,0.5,25,0.112924,0.000190707,5.6814,0.641567,1.24847,False
10,20.4273,2,200,0.0880065,5,25,0.112924,0.00190707,56.814,6.41567,0.394802,False
10,20.4273,2,200,0.0880065,50,25,0.112924,0.0190707,568.14,64.1567,0.124847,False
10,20.4273,2,200,0.0880065,500,25,0.112924,0.190707,5681.4,641.567,0.0394802,True
10,20.4273,2,200,0.0880065,3000,25,0.112924,1.14424,34088.4,3849.4,0.0161177,True
10,20.4273,2,200,0.0880065,10000,25,0.112924,3.81414,113628,12831.3,0.00882804,True
10,20.4273,2,450,1.00245,0.5,25,0.112924,0.000190707,0.498779,0.0563241,4.2136,False
10,20.4273,2,450,1.00245,5,25,0.112924,0.00190707,4.98779,0.563241,1.33246,False
10,20.4273,2,450,1.00245,50,25,0.112924,0.0190707,49.8779,5.63241,0.42136,False
10,20.4273,2,450,1.00245,500,25,0.112924,0.190707,498.779,56.3241,0.133246,False
10,20.4273,2,450,1.00245,3000,25,0.112924,1.14424,2992.67,337.945,0.0543973,True
10,20.4273,2,450,1.00245,10000,25,0.112924,3.81414,9975.57,1126.48,0.0297946,True
10,20.4273,2,1000,11.0008,0.5,25,0.112924,0.000190707,0.0454512,0.00513253,13.9583,False
10,20.4273,2,1000,11.0008,5,25,0.112924,0.00190707,0.454512,0.0513253,4.41402,False
10,20.4273,2,1000,11.0008,50,25,0.112924,0.0190707,4.54512,0.513253,1.39583,False
10,20.4273,2,1000,11.0008,500,25,0.112924,0.190707,45.4512,5.13253,0.441402,False
10,20.4273,2,1000,11.0008,3000,25,0.112924,1.14424,272.707,30.7952,0.180202,False
10,20.4273,2,1000,11.0008,10000,25,0.112924,3.81414,909.024,102.651,0.0987004,True
10,20.4273,2,2000,88.0065,0.5,25,0.112924,0.000190707,0.0056814,0.000641567,39.4802,False
10,20.4273,2,2000,88.0065,5,25,0.112924,0.00190707,0.056814,0.00641567,12.4847,False
10,20.4273,2,2000,88.0065,50,25,0.112924,0.0190707,0.56814,0.0641567,3.94802,False
10,20.4273,2,2000,88.0065,500,25,0.112924,0.190707,5.6814,0.641567,1.24847,False
10,20.4273,2,2000,88.0065,3000,25,0.112924,1.14424,34.0884,3.8494,0.509687,False
10,20.4273,2,2000,88.0065,10000,25,0.112924,3.81414,113.628,12.8313,0.279167,False
10,20.4273,5,50,0.0013751,0.5,4,0.527116,0.000190707,363.61,191.664,0.072232,True
10,20.4273,5,50,0.0013751,5,4,0.527116,0.00190707,3636.1,1916.64,0.0228418,True
10,20.4273,5,50,0.0013751,50,4,0.527116,0.0190707,36361,19166.4,0.0072232,True
10,20.4273,5,50,0.0013751,500,4,0.527116,0.190707,363610,191664,0.00228418,True
10,20.4273,5,50,0.0013751,3000,4,0.527116,1.14424,2.18166e+06,1.14999e+06,0.000932511,True
10,20.4273,5,50,0.0013751,10000,4,0.527116,3.81414,7.27219e+06,3.83329e+06,0.000510757,True
10,20.4273,5,100,0.0110008,0.5,4,0.527116,0.000190707,45.4512,23.958,0.204303,False
10,20.4273,5,100,0.0110008,5,4,0.527116,0.00190707,454.512,239.58,0.0646062,True
10,20.4273,5,100,0.0110008,50,4,0.527116,0.0190707,4545.12,2395.8,0.0204303,True
10,20.4273,5,100,0.0110008,500,4,0.527116,0.190707,45451.2,23958,0.00646062,True
10,20.4273,5,100,0.0110008,3000,4,0.527116,1.14424,272707,143748,0.00263754,True
10,20.4273,5,100,0.0110008,10000,4,0.527116,3.81414,909024,479161,0.00144464,True
10,20.4273,5,200,0.0880065,0.5,4,0.527116,0.000190707,5.6814,2.99475,0.577856,False
10,20.4273,5,200,0.0880065,5,4,0.527116,0.00190707,56.814,29.9475,0.182734,False
10,20.4273,5,200,0.0880065,50,4,0.527116,0.0190707,568.14,299.475,0.0577856,True
10,20.4273,5,200,0.0880065,500,4,0.527116,0.190707,5681.4,2994.75,0.0182734,True
10,20.4273,5,200,0.0880065,3000,4,0.527116,1.14424,34088.4,17968.5,0.00746008,True
10,20.4273,5,200,0.0880065,10000,4,0.527116,3.81414,113628,59895.1,0.00408606,True
10,20.4273,5,450,1.00245,0.5,4,0.527116,0.000190707,0.498779,0.262914,1.95026,False
10,20.4273,5,450,1.00245,5,4,0.527116,0.00190707,4.98779,2.62914,0.616727,False
10,20.4273,5,450,1.00245,50,4,0.527116,0.0190707,49.8779,26.2914,0.195026,False
10,20.4273,5,450,1.00245,500,4,0.527116,0.190707,498.779,262.914,0.0616727,True
10,20.4273,5,450,1.00245,3000,4,0.527116,1.14424,2992.67,1577.48,0.0251778,True
10,20.4273,5,450,1.00245,10000,4,0.527116,3.81414,9975.57,5258.28,0.0137904,True
10,20.4273,5,1000,11.0008,0.5,4,0.527116,0.000190707,0.0454512,0.023958,6.46062,False
10,20.4273,5,1000,11.0008,5,4,0.527116,0.00190707,0.454512,0.23958,2.04303,False
10,20.4273,5,1000,11.0008,50,4,0.527116,0.0190707,4.54512,2.3958,0.646062,False
10,20.4273,5,1000,11.0008,500,4,0.527116,0.190707,45.4512,23.958,0.204303,False
10,20.4273,5,1000,11.0008,3000,4,0.527116,1.14424,272.707,143.748,0.0834063,True
10,20.4273,5,1000,11.0008,10000,4,0.527116,3.81414,909.024,479.161,0.0456835,True
10,20.4273,5,2000,88.0065,0.5,4,0.527116,0.000190707,0.0056814,0.00299475,18.2734,False
10,20.4273,5,2000,88.0065,5,4,0.527116,0.00190707,0.056814,0.0299475,5.77856,False
10,20.4273,5,2000,88.0065,50,4,0.527116,0.0190707,0.56814,0.299475,1.82734,False
10,20.4273,5,2000,88.0065,500,4,0.527116,0.190707,5.6814,2.99475,0.577856,False
10,20.4273,5,2000,88.0065,3000,4,0.527116,1.14424,34.0884,17.9685,0.235909,False
10,20.4273,5,2000,88.0065,10000,4,0.527116,3.81414,113.628,59.8951,0.129212,False
10,20.4273,10,50,0.0013751,0.5,1,0.949994,0.000190707,363.61,345.427,0.0538049,True
10,20.4273,10,50,0.0013751,5,1,0.949994,0.00190707,3636.1,3454.27,0.0170146,True
10,20.4273,10,50,0.0013751,50,1,0.949994,0.0190707,36361,34542.7,0.00538049,True
10,20.4273,10,50,0.0013751,500,1,0.949994,0.190707,363610,345427,0.00170146,True
10,20.4273,10,50,0.0013751,3000,1,0.949994,1.14424,2.18166e+06,2.07256e+06,0.000694618,True
10,20.4273,10,50,0.0013751,10000,1,0.949994,3.81414,7.27219e+06,6.90854e+06,0.000380458,True
10,20.4273,10,100,0.0110008,0.5,1,0.949994,0.000190707,45.4512,43.1784,0.152183,False
10,20.4273,10,100,0.0110008,5,1,0.949994,0.00190707,454.512,431.784,0.0481246,True
10,20.4273,10,100,0.0110008,50,1,0.949994,0.0190707,4545.12,4317.84,0.0152183,True
10,20.4273,10,100,0.0110008,500,1,0.949994,0.190707,45451.2,43178.4,0.00481246,True
10,20.4273,10,100,0.0110008,3000,1,0.949994,1.14424,272707,259070,0.00196468,True
10,20.4273,10,100,0.0110008,10000,1,0.949994,3.81414,909024,863568,0.0010761,True
10,20.4273,10,200,0.0880065,0.5,1,0.949994,0.000190707,5.6814,5.3973,0.430439,False
10,20.4273,10,200,0.0880065,5,1,0.949994,0.00190707,56.814,53.973,0.136117,False
10,20.4273,10,200,0.0880065,50,1,0.949994,0.0190707,568.14,539.73,0.0430439,True
10,20.4273,10,200,0.0880065,500,1,0.949994,0.190707,5681.4,5397.3,0.0136117,True
10,20.4273,10,200,0.0880065,3000,1,0.949994,1.14424,34088.4,32383.8,0.00555695,True
10,20.4273,10,200,0.0880065,10000,1,0.949994,3.81414,113628,107946,0.00304366,True
10,20.4273,10,450,1.00245,0.5,1,0.949994,0.000190707,0.498779,0.473837,1.45273,False
10,20.4273,10,450,1.00245,5,1,0.949994,0.00190707,4.98779,4.73837,0.459394,False
10,20.4273,10,450,1.00245,50,1,0.949994,0.0190707,49.8779,47.3837,0.145273,False
10,20.4273,10,450,1.00245,500,1,0.949994,0.190707,498.779,473.837,0.0459394,True
10,20.4273,10,450,1.00245,3000,1,0.949994,1.14424,2992.67,2843.02,0.0187547,True
10,20.4273,10,450,1.00245,10000,1,0.949994,3.81414,9975.57,9476.74,0.0102724,True
10,20.4273,10,1000,11.0008,0.5,1,0.949994,0.000190707,0.0454512,0.0431784,4.81246,False
10,20.4273,10,1000,11.0008,5,1,0.949994,0.00190707,0.454512,0.431784,1.52183,False
10,20.4273,10,1000,11.0008,50,1,0.949994,0.0190707,4.54512,4.31784,0.481246,False
10,20.4273,10,1000,11.0008,500,1,0.949994,0.190707,45.4512,43.1784,0.152183,False
10,20.4273,10,1000,11.0008,3000,1,0.949994,1.14424,272.707,259.07,0.0621285,True
10,20.4273,10,1000,11.0008,10000,1,0.949994,3.81414,909.024,863.568,0.0340292,True
10,20.4273,10,2000,88.0065,0.5,1,0.949994,0.000190707,0.0056814,0.0053973,13.6117,False
10,20.4273,10,2000,88.0065,5,1,0.949994,0.00190707,0.056814,0.053973,4.30439,False
10,20.4273,10,2000,88.0065,50,1,0.949994,0.0190707,0.56814,0.53973,1.36117,False
10,20.4273,10,2000,88.0065,500,1,0.949994,0.190707,5.6814,5.3973,0.430439,False
10,20.4273,10,2000,88.0065,3000,1,0.949994,1.14424,34.0884,32.3838,0.175726,False
10,20.4273,10,2000,88.0065,10000,1,0.949994,3.81414,113.628,107.946,0.0962491,True
20,40.8547,0.5,50,0.0013751,0.5,1600,0.00187051,4.76767e-05,363.61,0.680135,1.21256,False
20,40.8547,0.5,50,0.0013751,5,1600,0.00187051,0.000476767,3636.1,6.80135,0.383444,False
20,40.8547,0.5,50,0.0013751,50,1600,0.00187051,0.00476767,36361,68.0135,0.121256,False
20,40.8547,0.5,50,0.0013751,500,1600,0.00187051,0.0476767,363610,680.135,0.0383444,True
20,40.8547,0.5,50,0.0013751,3000,1600,0.00187051,0.28606,2.18166e+06,4080.81,0.0156541,True
20,40.8547,0.5,50,0.0013751,10000,1600,0.00187051,0.953535,7.27219e+06,13602.7,0.00857408,True
20,40.8547,0.5,100,0.0110008,0.5,1600,0.00187051,4.76767e-05,45.4512,0.0850169,3.42963,False
20,40.8547,0.5,100,0.0110008,5,1600,0.00187051,0.000476767,454.512,0.850169,1.08454,False
20,40.8547,0.5,100,0.0110008,50,1600,0.00187051,0.00476767,4545.12,8.50169,0.342963,False
20,40.8547,0.5,100,0.0110008,500,1600,0.00187051,0.0476767,45451.2,85.0169,0.108454,False
