d_cloud_cm,sigma_cloud_mm,d_target_cm,d_grain_um,m_grain_mg,m_launch_mg,area_ratio,eps,peak_areal_density_kg_m2,N_grains_total,N_grains_on_target,poisson_cv,averaging_valid
20,40.8547,0.5,100,0.0110008,3000,1600,0.00187051,0.28606,272707,510.101,0.0442763,True
20,40.8547,0.5,100,0.0110008,10000,1600,0.00187051,0.953535,909024,1700.34,0.0242512,True
20,40.8547,0.5,200,0.0880065,0.5,1600,0.00187051,4.76767e-05,5.6814,0.0106271,9.70046,False
20,40.8547,0.5,200,0.0880065,5,1600,0.00187051,0.000476767,56.814,0.106271,3.06756,False
20,40.8547,0.5,200,0.0880065,50,1600,0.00187051,0.00476767,568.14,1.06271,0.970046,False
20,40.8547,0.5,200,0.0880065,500,1600,0.00187051,0.0476767,5681.4,10.6271,0.306756,False
20,40.8547,0.5,200,0.0880065,3000,1600,0.00187051,0.28606,34088.4,63.7627,0.125232,False
20,40.8547,0.5,200,0.0880065,10000,1600,0.00187051,0.953535,113628,212.542,0.0685926,True
20,40.8547,0.5,450,1.00245,0.5,1600,0.00187051,4.76767e-05,0.498779,0.00093297,32.7391,False
20,40.8547,0.5,450,1.00245,5,1600,0.00187051,0.000476767,4.98779,0.0093297,10.353,False
20,40.8547,0.5,450,1.00245,50,1600,0.00187051,0.00476767,49.8779,0.093297,3.27391,False
20,40.8547,0.5,450,1.00245,500,1600,0.00187051,0.0476767,498.779,0.93297,1.0353,False
20,40.8547,0.5,450,1.00245,3000,1600,0.00187051,0.28606,2992.67,5.59782,0.422659,False
20,40.8547,0.5,450,1.00245,10000,1600,0.00187051,0.953535,9975.57,18.6594,0.2315,False
20,40.8547,0.5,1000,11.0008,0.5,1600,0.00187051,4.76767e-05,0.0454512,8.50169e-05,108.454,False
20,40.8547,0.5,1000,11.0008,5,1600,0.00187051,0.000476767,0.454512,0.000850169,34.2963,False
20,40.8547,0.5,1000,11.0008,50,1600,0.00187051,0.00476767,4.54512,0.00850169,10.8454,False
20,40.8547,0.5,1000,11.0008,500,1600,0.00187051,0.0476767,45.4512,0.0850169,3.42963,False
20,40.8547,0.5,1000,11.0008,3000,1600,0.00187051,0.28606,272.707,0.510101,1.40014,False
20,40.8547,0.5,1000,11.0008,10000,1600,0.00187051,0.953535,909.024,1.70034,0.766889,False
20,40.8547,0.5,2000,88.0065,0.5,1600,0.00187051,4.76767e-05,0.0056814,1.06271e-05,306.756,False
20,40.8547,0.5,2000,88.0065,5,1600,0.00187051,0.000476767,0.056814,0.000106271,97.0046,False
20,40.8547,0.5,2000,88.0065,50,1600,0.00187051,0.00476767,0.56814,0.00106271,30.6756,False
20,40.8547,0.5,2000,88.0065,500,1600,0.00187051,0.0476767,5.6814,0.0106271,9.70046,False
20,40.8547,0.5,2000,88.0065,3000,1600,0.00187051,0.28606,34.0884,0.0637627,3.9602,False
20,40.8547,0.5,2000,88.0065,10000,1600,0.00187051,0.953535,113.628,0.212542,2.16909,False
20,40.8547,1,50,0.0013751,0.5,400,0.00746107,4.76767e-05,363.61,2.71292,0.60713,False
20,40.8547,1,50,0.0013751,5,400,0.00746107,0.000476767,3636.1,27.1292,0.191991,False
20,40.8547,1,50,0.0013751,50,400,0.00746107,0.00476767,36361,271.292,0.060713,True
20,40.8547,1,50,0.0013751,500,400,0.00746107,0.0476767,363610,2712.92,0.0191991,True
20,40.8547,1,50,0.0013751,3000,400,0.00746107,0.28606,2.18166e+06,16277.5,0.00783802,True
20,40.8547,1,50,0.0013751,10000,400,0.00746107,0.953535,7.27219e+06,54258.3,0.00429306,True
20,40.8547,1,100,0.0110008,0.5,400,0.00746107,4.76767e-05,45.4512,0.339115,1.71722,False
20,40.8547,1,100,0.0110008,5,400,0.00746107,0.000476767,454.512,3.39115,0.543034,False
20,40.8547,1,100,0.0110008,50,400,0.00746107,0.00476767,4545.12,33.9115,0.171722,False
20,40.8547,1,100,0.0110008,500,400,0.00746107,0.0476767,45451.2,339.115,0.0543034,True
20,40.8547,1,100,0.0110008,3000,400,0.00746107,0.28606,272707,2034.69,0.0221693,True
20,40.8547,1,100,0.0110008,10000,400,0.00746107,0.953535,909024,6782.29,0.0121426,True
20,40.8547,1,200,0.0880065,0.5,400,0.00746107,4.76767e-05,5.6814,0.0423893,4.85704,False
20,40.8547,1,200,0.0880065,5,400,0.00746107,0.000476767,56.814,0.423893,1.53593,False
20,40.8547,1,200,0.0880065,50,400,0.00746107,0.00476767,568.14,4.23893,0.485704,False
20,40.8547,1,200,0.0880065,500,400,0.00746107,0.0476767,5681.4,42.3893,0.153593,False
20,40.8547,1,200,0.0880065,3000,400,0.00746107,0.28606,34088.4,254.336,0.0627041,True
20,40.8547,1,200,0.0880065,10000,400,0.00746107,0.953535,113628,847.787,0.0343445,True
20,40.8547,1,450,1.00245,0.5,400,0.00746107,4.76767e-05,0.498779,0.00372142,16.3925,False
20,40.8547,1,450,1.00245,5,400,0.00746107,0.000476767,4.98779,0.0372142,5.18377,False
20,40.8547,1,450,1.00245,50,400,0.00746107,0.00476767,49.8779,0.372142,1.63925,False
20,40.8547,1,450,1.00245,500,400,0.00746107,0.0476767,498.779,3.72142,0.518377,False
20,40.8547,1,450,1.00245,3000,400,0.00746107,0.28606,2992.67,22.3285,0.211626,False
20,40.8547,1,450,1.00245,10000,400,0.00746107,0.953535,9975.57,74.4284,0.115913,False
20,40.8547,1,1000,11.0008,0.5,400,0.00746107,4.76767e-05,0.0454512,0.000339115,54.3034,False
20,40.8547,1,1000,11.0008,5,400,0.00746107,0.000476767,0.454512,0.00339115,17.1722,False
20,40.8547,1,1000,11.0008,50,400,0.00746107,0.00476767,4.54512,0.0339115,5.43034,False
20,40.8547,1,1000,11.0008,500,400,0.00746107,0.0476767,45.4512,0.339115,1.71722,False
20,40.8547,1,1000,11.0008,3000,400,0.00746107,0.28606,272.707,2.03469,0.701053,False
20,40.8547,1,1000,11.0008,10000,400,0.00746107,0.953535,909.024,6.78229,0.383983,False
20,40.8547,1,2000,88.0065,0.5,400,0.00746107,4.76767e-05,0.0056814,4.23893e-05,153.593,False
20,40.8547,1,2000,88.0065,5,400,0.00746107,0.000476767,0.056814,0.000423893,48.5704,False
20,40.8547,1,2000,88.0065,50,400,0.00746107,0.00476767,0.56814,0.00423893,15.3593,False
20,40.8547,1,2000,88.0065,500,400,0.00746107,0.0476767,5.6814,0.0423893,4.85704,False
20,40.8547,1,2000,88.0065,3000,400,0.00746107,0.28606,34.0884,0.254336,1.98288,False
20,40.8547,1,2000,88.0065,10000,400,0.00746107,0.953535,113.628,0.847787,1.08607,False
20,40.8547,2,50,0.0013751,0.5,100,0.0295119,4.76767e-05,363.61,10.7308,0.30527,False
20,40.8547,2,50,0.0013751,5,100,0.0295119,0.000476767,3636.1,107.308,0.0965347,True
20,40.8547,2,50,0.0013751,50,100,0.0295119,0.00476767,36361,1073.08,0.030527,True
20,40.8547,2,50,0.0013751,500,100,0.0295119,0.0476767,363610,10730.8,0.00965347,True
20,40.8547,2,50,0.0013751,3000,100,0.0295119,0.28606,2.18166e+06,64384.9,0.00394101,True
20,40.8547,2,50,0.0013751,10000,100,0.0295119,0.953535,7.27219e+06,214616,0.00215858,True
20,40.8547,2,100,0.0110008,0.5,100,0.0295119,4.76767e-05,45.4512,1.34135,0.863433,False
20,40.8547,2,100,0.0110008,5,100,0.0295119,0.000476767,454.512,13.4135,0.273041,False
20,40.8547,2,100,0.0110008,50,100,0.0295119,0.00476767,4545.12,134.135,0.0863433,True
20,40.8547,2,100,0.0110008,500,100,0.0295119,0.0476767,45451.2,1341.35,0.0273041,True
20,40.8547,2,100,0.0110008,3000,100,0.0295119,0.28606,272707,8048.12,0.0111469,True
20,40.8547,2,100,0.0110008,10000,100,0.0295119,0.953535,909024,26827.1,0.00610539,True
20,40.8547,2,200,0.0880065,0.5,100,0.0295119,4.76767e-05,5.6814,0.167669,2.44216,False
20,40.8547,2,200,0.0880065,5,100,0.0295119,0.000476767,56.814,1.67669,0.772278,False
20,40.8547,2,200,0.0880065,50,100,0.0295119,0.00476767,568.14,16.7669,0.244216,False
20,40.8547,2,200,0.0880065,500,100,0.0295119,0.0476767,5681.4,167.669,0.0772278,True
20,40.8547,2,200,0.0880065,3000,100,0.0295119,0.28606,34088.4,1006.01,0.0315281,True
20,40.8547,2,200,0.0880065,10000,100,0.0295119,0.953535,113628,3353.38,0.0172687,True
20,40.8547,2,450,1.00245,0.5,100,0.0295119,4.76767e-05,0.498779,0.0147199,8.24228,False
20,40.8547,2,450,1.00245,5,100,0.0295119,0.000476767,4.98779,0.147199,2.60644,False
20,40.8547,2,450,1.00245,50,100,0.0295119,0.00476767,49.8779,1.47199,0.824228,False
20,40.8547,2,450,1.00245,500,100,0.0295119,0.0476767,498.779,14.7199,0.260644,False
20,40.8547,2,450,1.00245,3000,100,0.0295119,0.28606,2992.67,88.3195,0.106407,False
20,40.8547,2,450,1.00245,10000,100,0.0295119,0.953535,9975.57,294.398,0.0582817,True
20,40.8547,2,1000,11.0008,0.5,100,0.0295119,4.76767e-05,0.0454512,0.00134135,27.3041,False
20,40.8547,2,1000,11.0008,5,100,0.0295119,0.000476767,0.454512,0.0134135,8.63433,False
20,40.8547,2,1000,11.0008,50,100,0.0295119,0.00476767,4.54512,0.134135,2.73041,False
20,40.8547,2,1000,11.0008,500,100,0.0295119,0.0476767,45.4512,1.34135,0.863433,False
20,40.8547,2,1000,11.0008,3000,100,0.0295119,0.28606,272.707,8.04812,0.352495,False
20,40.8547,2,1000,11.0008,10000,100,0.0295119,0.953535,909.024,26.8271,0.193069,False
20,40.8547,2,2000,88.0065,0.5,100,0.0295119,4.76767e-05,0.0056814,0.000167669,77.2278,False
20,40.8547,2,2000,88.0065,5,100,0.0295119,0.000476767,0.056814,0.00167669,24.4216,False
20,40.8547,2,2000,88.0065,50,100,0.0295119,0.00476767,0.56814,0.0167669,7.72278,False
20,40.8547,2,2000,88.0065,500,100,0.0295119,0.0476767,5.6814,0.167669,2.44216,False
20,40.8547,2,2000,88.0065,3000,100,0.0295119,0.28606,34.0884,1.00601,0.997006,False
20,40.8547,2,2000,88.0065,10000,100,0.0295119,0.953535,113.628,3.35338,0.546083,False
20,40.8547,5,50,0.0013751,0.5,16,0.170744,4.76767e-05,363.61,62.0841,0.126914,False
20,40.8547,5,50,0.0013751,5,16,0.170744,0.000476767,3636.1,620.841,0.0401338,True
20,40.8547,5,50,0.0013751,50,16,0.170744,0.00476767,36361,6208.41,0.0126914,True
20,40.8547,5,50,0.0013751,500,16,0.170744,0.0476767,363610,62084.1,0.00401338,True
20,40.8547,5,50,0.0013751,3000,16,0.170744,0.28606,2.18166e+06,372504,0.00163845,True
20,40.8547,5,50,0.0013751,10000,16,0.170744,0.953535,7.27219e+06,1.24168e+06,0.000897418,True
20,40.8547,5,100,0.0110008,0.5,16,0.170744,4.76767e-05,45.4512,7.76051,0.358967,False
20,40.8547,5,100,0.0110008,5,16,0.170744,0.000476767,454.512,77.6051,0.113515,False
20,40.8547,5,100,0.0110008,50,16,0.170744,0.00476767,4545.12,776.051,0.0358967,True
20,40.8547,5,100,0.0110008,500,16,0.170744,0.0476767,45451.2,7760.51,0.0113515,True
20,40.8547,5,100,0.0110008,3000,16,0.170744,0.28606,272707,46563.1,0.00463425,True
20,40.8547,5,100,0.0110008,10000,16,0.170744,0.953535,909024,155210,0.00253828,True
20,40.8547,5,200,0.0880065,0.5,16,0.170744,4.76767e-05,5.6814,0.970064,1.01531,False
20,40.8547,5,200,0.0880065,5,16,0.170744,0.000476767,56.814,9.70064,0.32107,False
20,40.8547,5,200,0.0880065,50,16,0.170744,0.00476767,568.14,97.0064,0.101531,False
20,40.8547,5,200,0.0880065,500,16,0.170744,0.0476767,5681.4,970.064,0.032107,True
20,40.8547,5,200,0.0880065,3000,16,0.170744,0.28606,34088.4,5820.38,0.0131076,True
20,40.8547,5,200,0.0880065,10000,16,0.170744,0.953535,113628,19401.3,0.00717935,True
20,40.8547,5,450,1.00245,0.5,16,0.170744,4.76767e-05,0.498779,0.0851633,3.42668,False
20,40.8547,5,450,1.00245,5,16,0.170744,0.000476767,4.98779,0.851633,1.08361,False
20,40.8547,5,450,1.00245,50,16,0.170744,0.00476767,49.8779,8.51633,0.342668,False
20,40.8547,5,450,1.00245,500,16,0.170744,0.0476767,498.779,85.1633,0.108361,False
20,40.8547,5,450,1.00245,3000,16,0.170744,0.28606,2992.67,510.98,0.0442383,True
20,40.8547,5,450,1.00245,10000,16,0.170744,0.953535,9975.57,1703.27,0.0242303,True
20,40.8547,5,1000,11.0008,0.5,16,0.170744,4.76767e-05,0.0454512,0.00776051,11.3515,False
20,40.8547,5,1000,11.0008,5,16,0.170744,0.000476767,0.454512,0.0776051,3.58967,False
20,40.8547,5,1000,11.0008,50,16,0.170744,0.00476767,4.54512,0.776051,1.13515,False
20,40.8547,5,1000,11.0008,500,16,0.170744,0.0476767,45.4512,7.76051,0.358967,False
20,40.8547,5,1000,11.0008,3000,16,0.170744,0.28606,272.707,46.5631,0.146548,False
20,40.8547,5,1000,11.0008,10000,16,0.170744,0.953535,909.024,155.21,0.0802675,True
20,40.8547,5,2000,88.0065,0.5,16,0.170744,4.76767e-05,0.0056814,0.000970064,32.107,False
20,40.8547,5,2000,88.0065,5,16,0.170744,0.000476767,0.056814,0.00970064,10.1531,False
20,40.8547,5,2000,88.0065,50,16,0.170744,0.00476767,0.56814,0.0970064,3.2107,False
20,40.8547,5,2000,88.0065,500,16,0.170744,0.0476767,5.6814,0.970064,1.01531,False
20,40.8547,5,2000,88.0065,3000,16,0.170744,0.28606,34.0884,5.82038,0.4145,False
20,40.8547,5,2000,88.0065,10000,16,0.170744,0.953535,113.628,19.4013,0.227031,False
20,40.8547,10,50,0.0013751,0.5,4,0.527116,4.76767e-05,363.61,191.664,0.072232,True
20,40.8547,10,50,0.0013751,5,4,0.527116,0.000476767,3636.1,1916.64,0.0228418,True
20,40.8547,10,50,0.0013751,50,4,0.527116,0.00476767,36361,19166.4,0.0072232,True
20,40.8547,10,50,0.0013751,500,4,0.527116,0.0476767,363610,191664,0.00228418,True
20,40.8547,10,50,0.0013751,3000,4,0.527116,0.28606,2.18166e+06,1.14999e+06,0.000932511,True
20,40.8547,10,50,0.0013751,10000,4,0.527116,0.953535,7.27219e+06,3.83329e+06,0.000510757,True
20,40.8547,10,100,0.0110008,0.5,4,0.527116,4.76767e-05,45.4512,23.958,0.204303,False
20,40.8547,10,100,0.0110008,5,4,0.527116,0.000476767,454.512,239.58,0.0646062,True
20,40.8547,10,100,0.0110008,50,4,0.527116,0.00476767,4545.12,2395.8,0.0204303,True
20,40.8547,10,100,0.0110008,500,4,0.527116,0.0476767,45451.2,23958,0.00646062,True
20,40.8547,10,100,0.0110008,3000,4,0.527116,0.28606,272707,143748,0.00263754,True
20,40.8547,10,100,0.0110008,10000,4,0.527116,0.953535,909024,479161,0.00144464,True
20,40.8547,10,200,0.0880065,0.5,4,0.527116,4.76767e-05,5.6814,2.99475,0.577856,False
20,40.8547,10,200,0.0880065,5,4,0.527116,0.000476767,56.814,29.9475,0.182734,False
20,40.8547,10,200,0.0880065,50,4,0.527116,0.00476767,568.14,299.475,0.0577856,True
20,40.8547,10,200,0.0880065,500,4,0.527116,0.0476767,5681.4,2994.75,0.0182734,True
20,40.8547,10,200,0.0880065,3000,4,0.527116,0.28606,34088.4,17968.5,0.00746008,True
20,40.8547,10,200,0.0880065,10000,4,0.527116,0.953535,113628,59895.1,0.00408606,True
20,40.8547,10,450,1.00245,0.5,4,0.527116,4.76767e-05,0.498779,0.262914,1.95026,False
20,40.8547,10,450,1.00245,5,4,0.527116,0.000476767,4.98779,2.62914,0.616727,False
20,40.8547,10,450,1.00245,50,4,0.527116,0.00476767,49.8779,26.2914,0.195026,False
20,40.8547,10,450,1.00245,500,4,0.527116,0.0476767,498.779,262.914,0.0616727,True
20,40.8547,10,450,1.00245,3000,4,0.527116,0.28606,2992.67,1577.48,0.0251778,True
20,40.8547,10,450,1.00245,10000,4,0.527116,0.953535,9975.57,5258.28,0.0137904,True
20,40.8547,10,1000,11.0008,0.5,4,0.527116,4.76767e-05,0.0454512,0.023958,6.46062,False
20,40.8547,10,1000,11.0008,5,4,0.527116,0.000476767,0.454512,0.23958,2.04303,False
20,40.8547,10,1000,11.0008,50,4,0.527116,0.00476767,4.54512,2.3958,0.646062,False
20,40.8547,10,1000,11.0008,500,4,0.527116,0.0476767,45.4512,23.958,0.204303,False
20,40.8547,10,1000,11.0008,3000,4,0.527116,0.28606,272.707,143.748,0.0834063,True
20,40.8547,10,1000,11.0008,10000,4,0.527116,0.953535,909.024,479.161,0.0456835,True
20,40.8547,10,2000,88.0065,0.5,4,0.527116,4.76767e-05,0.0056814,0.00299475,18.2734,False
20,40.8547,10,2000,88.0065,5,4,0.527116,0.000476767,0.056814,0.0299475,5.77856,False
20,40.8547,10,2000,88.0065,50,4,0.527116,0.00476767,0.56814,0.299475,1.82734,False
20,40.8547,10,2000,88.0065,500,4,0.527116,0.0476767,5.6814,2.99475,0.577856,False
20,40.8547,10,2000,88.0065,3000,4,0.527116,0.28606,34.0884,17.9685,0.235909,False
20,40.8547,10,2000,88.0065,10000,4,0.527116,0.953535,113.628,59.8951,0.129212,False
