d_debris_cm,h_km,beta,miss_budget,sigma_miss_m,material,launch,n_engagements_life,C_platform,m_on_target_g,mass_penalty,m_shot_g,n_kicks,n_shots,cost_material,cost_launch,cost_energy,cost_platform,cost_per_object,cost_per_kg
1,700,2.5,"design (R=10 m, 200 µrad)",0.0058,W (upper),3000 dedicated,100000,5e+07,0.0987486,16.8444,1.66336,1,1.11111,0.184818,5.54455,2.45886e-05,500,505.729,357730
1,700,2.5,"design (R=10 m, 200 µrad)",0.0058,W (upper),3000 dedicated,100000,5e+08,0.0987486,16.8444,1.66336,1,1.11111,0.184818,5.54455,2.45886e-05,5000,5005.73,3.54083e+06
1,700,2.5,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,1000,5e+07,0.0987486,16.8444,1.66336,1,1.11111,0.184818,12.9373,2.45886e-05,50000,50013.1,3.5377e+07
1,700,2.5,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,1000,5e+08,0.0987486,16.8444,1.66336,1,1.11111,0.184818,12.9373,2.45886e-05,500000,500013,3.53687e+08
1,700,2.5,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,10000,5e+07,0.0987486,16.8444,1.66336,1,1.11111,0.184818,12.9373,2.45886e-05,5000,5013.12,3.54606e+06
1,700,2.5,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,10000,5e+08,0.0987486,16.8444,1.66336,1,1.11111,0.184818,12.9373,2.45886e-05,50000,50013.1,3.5377e+07
1,700,2.5,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,100000,5e+07,0.0987486,16.8444,1.66336,1,1.11111,0.184818,12.9373,2.45886e-05,500,513.122,362960
1,700,2.5,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,100000,5e+08,0.0987486,16.8444,1.66336,1,1.11111,0.184818,12.9373,2.45886e-05,5000,5013.12,3.54606e+06
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,1000,5e+07,0.0987486,200.29,19.7784,1,1.11111,160.051,65.928,0.000292373,50000,50226,3.55276e+07
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,1000,5e+08,0.0987486,200.29,19.7784,1,1.11111,160.051,65.928,0.000292373,500000,500226,3.53837e+08
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,10000,5e+07,0.0987486,200.29,19.7784,1,1.11111,160.051,65.928,0.000292373,5000,5225.98,3.69662e+06
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,10000,5e+08,0.0987486,200.29,19.7784,1,1.11111,160.051,65.928,0.000292373,50000,50226,3.55276e+07
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,100000,5e+07,0.0987486,200.29,19.7784,1,1.11111,160.051,65.928,0.000292373,500,725.98,513525
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,100000,5e+08,0.0987486,200.29,19.7784,1,1.11111,160.051,65.928,0.000292373,5000,5225.98,3.69662e+06
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,1000,5e+07,0.0987486,200.29,19.7784,1,1.11111,160.051,153.832,0.000292373,50000,50313.9,3.55898e+07
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,1000,5e+08,0.0987486,200.29,19.7784,1,1.11111,160.051,153.832,0.000292373,500000,500314,3.539e+08
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,10000,5e+07,0.0987486,200.29,19.7784,1,1.11111,160.051,153.832,0.000292373,5000,5313.88,3.7588e+06
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,10000,5e+08,0.0987486,200.29,19.7784,1,1.11111,160.051,153.832,0.000292373,50000,50313.9,3.55898e+07
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,100000,5e+07,0.0987486,200.29,19.7784,1,1.11111,160.051,153.832,0.000292373,500,813.884,575705
1,700,2.5,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,100000,5e+08,0.0987486,200.29,19.7784,1,1.11111,160.051,153.832,0.000292373,5000,5313.88,3.7588e+06
1,700,2.5,20 mm budget,0.02,Re (2025 avg),3000 dedicated,1000,5e+07,0.0987486,200.29,19.7784,1,1.11111,54.6323,65.928,0.000292373,50000,50120.6,3.5453e+07
1,700,2.5,20 mm budget,0.02,Re (2025 avg),3000 dedicated,1000,5e+08,0.0987486,200.29,19.7784,1,1.11111,54.6323,65.928,0.000292373,500000,500121,3.53763e+08
1,700,2.5,20 mm budget,0.02,Re (2025 avg),3000 dedicated,10000,5e+07,0.0987486,200.29,19.7784,1,1.11111,54.6323,65.928,0.000292373,5000,5120.56,3.62206e+06
1,700,2.5,20 mm budget,0.02,Re (2025 avg),3000 dedicated,10000,5e+08,0.0987486,200.29,19.7784,1,1.11111,54.6323,65.928,0.000292373,50000,50120.6,3.5453e+07
1,700,2.5,20 mm budget,0.02,Re (2025 avg),3000 dedicated,100000,5e+07,0.0987486,200.29,19.7784,1,1.11111,54.6323,65.928,0.000292373,500,620.561,438957
1,700,2.5,20 mm budget,0.02,Re (2025 avg),3000 dedicated,100000,5e+08,0.0987486,200.29,19.7784,1,1.11111,54.6323,65.928,0.000292373,5000,5120.56,3.62206e+06
1,700,2.5,20 mm budget,0.02,Re (2025 avg),7000 rideshare,1000,5e+07,0.0987486,200.29,19.7784,1,1.11111,54.6323,153.832,0.000292373,50000,50208.5,3.55152e+07
1,700,2.5,20 mm budget,0.02,Re (2025 avg),7000 rideshare,1000,5e+08,0.0987486,200.29,19.7784,1,1.11111,54.6323,153.832,0.000292373,500000,500208,3.53825e+08
1,700,2.5,20 mm budget,0.02,Re (2025 avg),7000 rideshare,10000,5e+07,0.0987486,200.29,19.7784,1,1.11111,54.6323,153.832,0.000292373,5000,5208.46,3.68424e+06
1,700,2.5,20 mm budget,0.02,Re (2025 avg),7000 rideshare,10000,5e+08,0.0987486,200.29,19.7784,1,1.11111,54.6323,153.832,0.000292373,50000,50208.5,3.55152e+07
1,700,2.5,20 mm budget,0.02,Re (2025 avg),7000 rideshare,100000,5e+07,0.0987486,200.29,19.7784,1,1.11111,54.6323,153.832,0.000292373,500,708.465,501136
1,700,2.5,20 mm budget,0.02,Re (2025 avg),7000 rideshare,100000,5e+08,0.0987486,200.29,19.7784,1,1.11111,54.6323,153.832,0.000292373,5000,5208.46,3.68424e+06
1,700,2.5,20 mm budget,0.02,W (upper),3000 dedicated,1000,5e+07,0.0987486,200.29,19.7784,1,1.11111,2.1976,65.928,0.000292373,50000,50068.1,3.5416e+07
1,700,2.5,20 mm budget,0.02,W (upper),3000 dedicated,1000,5e+08,0.0987486,200.29,19.7784,1,1.11111,2.1976,65.928,0.000292373,500000,500068,3.53726e+08
1,700,2.5,20 mm budget,0.02,W (upper),3000 dedicated,10000,5e+07,0.0987486,200.29,19.7784,1,1.11111,2.1976,65.928,0.000292373,5000,5068.13,3.58497e+06
1,700,2.5,20 mm budget,0.02,W (upper),3000 dedicated,10000,5e+08,0.0987486,200.29,19.7784,1,1.11111,2.1976,65.928,0.000292373,50000,50068.1,3.5416e+07
1,700,2.5,20 mm budget,0.02,W (upper),3000 dedicated,100000,5e+07,0.0987486,200.29,19.7784,1,1.11111,2.1976,65.928,0.000292373,500,568.126,401867
1,700,2.5,20 mm budget,0.02,W (upper),3000 dedicated,100000,5e+08,0.0987486,200.29,19.7784,1,1.11111,2.1976,65.928,0.000292373,5000,5068.13,3.58497e+06
1,700,2.5,20 mm budget,0.02,W (upper),7000 rideshare,1000,5e+07,0.0987486,200.29,19.7784,1,1.11111,2.1976,153.832,0.000292373,50000,50156,3.54781e+07
1,700,2.5,20 mm budget,0.02,W (upper),7000 rideshare,1000,5e+08,0.0987486,200.29,19.7784,1,1.11111,2.1976,153.832,0.000292373,500000,500156,3.53788e+08
1,700,2.5,20 mm budget,0.02,W (upper),7000 rideshare,10000,5e+07,0.0987486,200.29,19.7784,1,1.11111,2.1976,153.832,0.000292373,5000,5156.03,3.64715e+06
1,700,2.5,20 mm budget,0.02,W (upper),7000 rideshare,10000,5e+08,0.0987486,200.29,19.7784,1,1.11111,2.1976,153.832,0.000292373,50000,50156,3.54781e+07
1,700,2.5,20 mm budget,0.02,W (upper),7000 rideshare,100000,5e+07,0.0987486,200.29,19.7784,1,1.11111,2.1976,153.832,0.000292373,500,656.03,464046
1,700,2.5,20 mm budget,0.02,W (upper),7000 rideshare,100000,5e+08,0.0987486,200.29,19.7784,1,1.11111,2.1976,153.832,0.000292373,5000,5156.03,3.64715e+06
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),3000 dedicated,1000,5e+07,0.0987486,5007.26,494.46,1,1.11111,4001.28,1648.2,0.00730933,50000,55649.5,3.9364e+07
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),3000 dedicated,1000,5e+08,0.0987486,5007.26,494.46,1,1.11111,4001.28,1648.2,0.00730933,500000,505649,3.57674e+08
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),3000 dedicated,10000,5e+07,0.0987486,5007.26,494.46,1,1.11111,4001.28,1648.2,0.00730933,5000,10649.5,7.53297e+06
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),3000 dedicated,10000,5e+08,0.0987486,5007.26,494.46,1,1.11111,4001.28,1648.2,0.00730933,50000,55649.5,3.9364e+07
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),3000 dedicated,100000,5e+07,0.0987486,5007.26,494.46,1,1.11111,4001.28,1648.2,0.00730933,500,6149.49,4.34987e+06
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),3000 dedicated,100000,5e+08,0.0987486,5007.26,494.46,1,1.11111,4001.28,1648.2,0.00730933,5000,10649.5,7.53297e+06
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),7000 rideshare,1000,5e+07,0.0987486,5007.26,494.46,1,1.11111,4001.28,3845.8,0.00730933,50000,57847.1,4.09184e+07
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),7000 rideshare,1000,5e+08,0.0987486,5007.26,494.46,1,1.11111,4001.28,3845.8,0.00730933,500000,507847,3.59228e+08
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),7000 rideshare,10000,5e+07,0.0987486,5007.26,494.46,1,1.11111,4001.28,3845.8,0.00730933,5000,12847.1,9.08746e+06
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),7000 rideshare,10000,5e+08,0.0987486,5007.26,494.46,1,1.11111,4001.28,3845.8,0.00730933,50000,57847.1,4.09184e+07
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),7000 rideshare,100000,5e+07,0.0987486,5007.26,494.46,1,1.11111,4001.28,3845.8,0.00730933,500,8347.09,5.90436e+06
1,700,2.5,100 mm budget,0.1,Re (2026-07-22 spot),7000 rideshare,100000,5e+08,0.0987486,5007.26,494.46,1,1.11111,4001.28,3845.8,0.00730933,5000,12847.1,9.08746e+06
1,700,2.5,100 mm budget,0.1,Re (2025 avg),3000 dedicated,1000,5e+07,0.0987486,5007.26,494.46,1,1.11111,1365.81,1648.2,0.00730933,50000,53014,3.74997e+07
1,700,2.5,100 mm budget,0.1,Re (2025 avg),3000 dedicated,1000,5e+08,0.0987486,5007.26,494.46,1,1.11111,1365.81,1648.2,0.00730933,500000,503014,3.5581e+08
1,700,2.5,100 mm budget,0.1,Re (2025 avg),3000 dedicated,10000,5e+07,0.0987486,5007.26,494.46,1,1.11111,1365.81,1648.2,0.00730933,5000,8014.02,5.66876e+06
1,700,2.5,100 mm budget,0.1,Re (2025 avg),3000 dedicated,10000,5e+08,0.0987486,5007.26,494.46,1,1.11111,1365.81,1648.2,0.00730933,50000,53014,3.74997e+07
1,700,2.5,100 mm budget,0.1,Re (2025 avg),3000 dedicated,100000,5e+07,0.0987486,5007.26,494.46,1,1.11111,1365.81,1648.2,0.00730933,500,3514.02,2.48566e+06
1,700,2.5,100 mm budget,0.1,Re (2025 avg),3000 dedicated,100000,5e+08,0.0987486,5007.26,494.46,1,1.11111,1365.81,1648.2,0.00730933,5000,8014.02,5.66876e+06
1,700,2.5,100 mm budget,0.1,Re (2025 avg),7000 rideshare,1000,5e+07,0.0987486,5007.26,494.46,1,1.11111,1365.81,3845.8,0.00730933,50000,55211.6,3.90542e+07
1,700,2.5,100 mm budget,0.1,Re (2025 avg),7000 rideshare,1000,5e+08,0.0987486,5007.26,494.46,1,1.11111,1365.81,3845.8,0.00730933,500000,505212,3.57364e+08
1,700,2.5,100 mm budget,0.1,Re (2025 avg),7000 rideshare,10000,5e+07,0.0987486,5007.26,494.46,1,1.11111,1365.81,3845.8,0.00730933,5000,10211.6,7.22324e+06
1,700,2.5,100 mm budget,0.1,Re (2025 avg),7000 rideshare,10000,5e+08,0.0987486,5007.26,494.46,1,1.11111,1365.81,3845.8,0.00730933,50000,55211.6,3.90542e+07
1,700,2.5,100 mm budget,0.1,Re (2025 avg),7000 rideshare,100000,5e+07,0.0987486,5007.26,494.46,1,1.11111,1365.81,3845.8,0.00730933,500,5711.62,4.04014e+06
1,700,2.5,100 mm budget,0.1,Re (2025 avg),7000 rideshare,100000,5e+08,0.0987486,5007.26,494.46,1,1.11111,1365.81,3845.8,0.00730933,5000,10211.6,7.22324e+06
1,700,2.5,100 mm budget,0.1,W (upper),3000 dedicated,1000,5e+07,0.0987486,5007.26,494.46,1,1.11111,54.94,1648.2,0.00730933,50000,51703.1,3.65725e+07
1,700,2.5,100 mm budget,0.1,W (upper),3000 dedicated,1000,5e+08,0.0987486,5007.26,494.46,1,1.11111,54.94,1648.2,0.00730933,500000,501703,3.54882e+08
1,700,2.5,100 mm budget,0.1,W (upper),3000 dedicated,10000,5e+07,0.0987486,5007.26,494.46,1,1.11111,54.94,1648.2,0.00730933,5000,6703.15,4.74151e+06
1,700,2.5,100 mm budget,0.1,W (upper),3000 dedicated,10000,5e+08,0.0987486,5007.26,494.46,1,1.11111,54.94,1648.2,0.00730933,50000,51703.1,3.65725e+07
1,700,2.5,100 mm budget,0.1,W (upper),3000 dedicated,100000,5e+07,0.0987486,5007.26,494.46,1,1.11111,54.94,1648.2,0.00730933,500,2203.15,1.55841e+06
1,700,2.5,100 mm budget,0.1,W (upper),3000 dedicated,100000,5e+08,0.0987486,5007.26,494.46,1,1.11111,54.94,1648.2,0.00730933,5000,6703.15,4.74151e+06
1,700,2.5,100 mm budget,0.1,W (upper),7000 rideshare,1000,5e+07,0.0987486,5007.26,494.46,1,1.11111,54.94,3845.8,0.00730933,50000,53900.7,3.8127e+07
1,700,2.5,100 mm budget,0.1,W (upper),7000 rideshare,1000,5e+08,0.0987486,5007.26,494.46,1,1.11111,54.94,3845.8,0.00730933,500000,503901,3.56437e+08
1,700,2.5,100 mm budget,0.1,W (upper),7000 rideshare,10000,5e+07,0.0987486,5007.26,494.46,1,1.11111,54.94,3845.8,0.00730933,5000,8900.75,6.29599e+06
1,700,2.5,100 mm budget,0.1,W (upper),7000 rideshare,10000,5e+08,0.0987486,5007.26,494.46,1,1.11111,54.94,3845.8,0.00730933,50000,53900.7,3.8127e+07
1,700,2.5,100 mm budget,0.1,W (upper),7000 rideshare,100000,5e+07,0.0987486,5007.26,494.46,1,1.11111,54.94,3845.8,0.00730933,500,4400.75,3.11289e+06
1,700,2.5,100 mm budget,0.1,W (upper),7000 rideshare,100000,5e+08,0.0987486,5007.26,494.46,1,1.11111,54.94,3845.8,0.00730933,5000,8900.75,6.29599e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),3000 dedicated,1000,5e+07,0.241665,16.8444,4.07071,1,1.11111,32.9411,13.569,6.0175e-05,50000,50046.5,3.54007e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),3000 dedicated,1000,5e+08,0.241665,16.8444,4.07071,1,1.11111,32.9411,13.569,6.0175e-05,500000,500047,3.53711e+08
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),3000 dedicated,10000,5e+07,0.241665,16.8444,4.07071,1,1.11111,32.9411,13.569,6.0175e-05,5000,5046.51,3.56968e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),3000 dedicated,10000,5e+08,0.241665,16.8444,4.07071,1,1.11111,32.9411,13.569,6.0175e-05,50000,50046.5,3.54007e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),3000 dedicated,100000,5e+07,0.241665,16.8444,4.07071,1,1.11111,32.9411,13.569,6.0175e-05,500,546.51,386577
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),3000 dedicated,100000,5e+08,0.241665,16.8444,4.07071,1,1.11111,32.9411,13.569,6.0175e-05,5000,5046.51,3.56968e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),7000 rideshare,1000,5e+07,0.241665,16.8444,4.07071,1,1.11111,32.9411,31.661,6.0175e-05,50000,50064.6,3.54135e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),7000 rideshare,1000,5e+08,0.241665,16.8444,4.07071,1,1.11111,32.9411,31.661,6.0175e-05,500000,500065,3.53723e+08
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),7000 rideshare,10000,5e+07,0.241665,16.8444,4.07071,1,1.11111,32.9411,31.661,6.0175e-05,5000,5064.6,3.58247e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),7000 rideshare,10000,5e+08,0.241665,16.8444,4.07071,1,1.11111,32.9411,31.661,6.0175e-05,50000,50064.6,3.54135e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),7000 rideshare,100000,5e+07,0.241665,16.8444,4.07071,1,1.11111,32.9411,31.661,6.0175e-05,500,564.602,399374
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2026-07-22 spot),7000 rideshare,100000,5e+08,0.241665,16.8444,4.07071,1,1.11111,32.9411,31.661,6.0175e-05,5000,5064.6,3.58247e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),3000 dedicated,1000,5e+07,0.241665,16.8444,4.07071,1,1.11111,11.2442,13.569,6.0175e-05,50000,50024.8,3.53853e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),3000 dedicated,1000,5e+08,0.241665,16.8444,4.07071,1,1.11111,11.2442,13.569,6.0175e-05,500000,500025,3.53695e+08
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),3000 dedicated,10000,5e+07,0.241665,16.8444,4.07071,1,1.11111,11.2442,13.569,6.0175e-05,5000,5024.81,3.55433e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),3000 dedicated,10000,5e+08,0.241665,16.8444,4.07071,1,1.11111,11.2442,13.569,6.0175e-05,50000,50024.8,3.53853e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),3000 dedicated,100000,5e+07,0.241665,16.8444,4.07071,1,1.11111,11.2442,13.569,6.0175e-05,500,524.813,371229
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),3000 dedicated,100000,5e+08,0.241665,16.8444,4.07071,1,1.11111,11.2442,13.569,6.0175e-05,5000,5024.81,3.55433e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),7000 rideshare,1000,5e+07,0.241665,16.8444,4.07071,1,1.11111,11.2442,31.661,6.0175e-05,50000,50042.9,3.53981e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),7000 rideshare,1000,5e+08,0.241665,16.8444,4.07071,1,1.11111,11.2442,31.661,6.0175e-05,500000,500043,3.53708e+08
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),7000 rideshare,10000,5e+07,0.241665,16.8444,4.07071,1,1.11111,11.2442,31.661,6.0175e-05,5000,5042.91,3.56713e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),7000 rideshare,10000,5e+08,0.241665,16.8444,4.07071,1,1.11111,11.2442,31.661,6.0175e-05,50000,50042.9,3.53981e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),7000 rideshare,100000,5e+07,0.241665,16.8444,4.07071,1,1.11111,11.2442,31.661,6.0175e-05,500,542.905,384027
1,800,1,"design (R=10 m, 200 µrad)",0.0058,Re (2025 avg),7000 rideshare,100000,5e+08,0.241665,16.8444,4.07071,1,1.11111,11.2442,31.661,6.0175e-05,5000,5042.91,3.56713e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),3000 dedicated,1000,5e+07,0.241665,16.8444,4.07071,1,1.11111,0.452301,13.569,6.0175e-05,50000,50014,3.53777e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),3000 dedicated,1000,5e+08,0.241665,16.8444,4.07071,1,1.11111,0.452301,13.569,6.0175e-05,500000,500014,3.53688e+08
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),3000 dedicated,10000,5e+07,0.241665,16.8444,4.07071,1,1.11111,0.452301,13.569,6.0175e-05,5000,5014.02,3.54669e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),3000 dedicated,10000,5e+08,0.241665,16.8444,4.07071,1,1.11111,0.452301,13.569,6.0175e-05,50000,50014,3.53777e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),3000 dedicated,100000,5e+07,0.241665,16.8444,4.07071,1,1.11111,0.452301,13.569,6.0175e-05,500,514.021,363596
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),3000 dedicated,100000,5e+08,0.241665,16.8444,4.07071,1,1.11111,0.452301,13.569,6.0175e-05,5000,5014.02,3.54669e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,1000,5e+07,0.241665,16.8444,4.07071,1,1.11111,0.452301,31.661,6.0175e-05,50000,50032.1,3.53905e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,1000,5e+08,0.241665,16.8444,4.07071,1,1.11111,0.452301,31.661,6.0175e-05,500000,500032,3.537e+08
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,10000,5e+07,0.241665,16.8444,4.07071,1,1.11111,0.452301,31.661,6.0175e-05,5000,5032.11,3.55949e+06
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,10000,5e+08,0.241665,16.8444,4.07071,1,1.11111,0.452301,31.661,6.0175e-05,50000,50032.1,3.53905e+07
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,100000,5e+07,0.241665,16.8444,4.07071,1,1.11111,0.452301,31.661,6.0175e-05,500,532.113,376393
1,800,1,"design (R=10 m, 200 µrad)",0.0058,W (upper),7000 rideshare,100000,5e+08,0.241665,16.8444,4.07071,1,1.11111,0.452301,31.661,6.0175e-05,5000,5032.11,3.55949e+06
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,1000,5e+07,0.241665,200.29,48.4032,1,1.11111,391.689,161.344,0.000715517,50000,50553,3.5759e+07
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,1000,5e+08,0.241665,200.29,48.4032,1,1.11111,391.689,161.344,0.000715517,500000,500553,3.54069e+08
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,10000,5e+07,0.241665,200.29,48.4032,1,1.11111,391.689,161.344,0.000715517,5000,5553.03,3.92797e+06
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,10000,5e+08,0.241665,200.29,48.4032,1,1.11111,391.689,161.344,0.000715517,50000,50553,3.5759e+07
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,100000,5e+07,0.241665,200.29,48.4032,1,1.11111,391.689,161.344,0.000715517,500,1053.03,744869
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),3000 dedicated,100000,5e+08,0.241665,200.29,48.4032,1,1.11111,391.689,161.344,0.000715517,5000,5553.03,3.92797e+06
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,1000,5e+07,0.241665,200.29,48.4032,1,1.11111,391.689,376.469,0.000715517,50000,50768.2,3.59111e+07
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,1000,5e+08,0.241665,200.29,48.4032,1,1.11111,391.689,376.469,0.000715517,500000,500768,3.54221e+08
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,10000,5e+07,0.241665,200.29,48.4032,1,1.11111,391.689,376.469,0.000715517,5000,5768.16,4.08014e+06
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,10000,5e+08,0.241665,200.29,48.4032,1,1.11111,391.689,376.469,0.000715517,50000,50768.2,3.59111e+07
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,100000,5e+07,0.241665,200.29,48.4032,1,1.11111,391.689,376.469,0.000715517,500,1268.16,897039
1,800,1,20 mm budget,0.02,Re (2026-07-22 spot),7000 rideshare,100000,5e+08,0.241665,200.29,48.4032,1,1.11111,391.689,376.469,0.000715517,5000,5768.16,4.08014e+06
1,800,1,20 mm budget,0.02,Re (2025 avg),3000 dedicated,1000,5e+07,0.241665,200.29,48.4032,1,1.11111,133.7,161.344,0.000715517,50000,50295,3.55765e+07
1,800,1,20 mm budget,0.02,Re (2025 avg),3000 dedicated,1000,5e+08,0.241665,200.29,48.4032,1,1.11111,133.7,161.344,0.000715517,500000,500295,3.53886e+08
1,800,1,20 mm budget,0.02,Re (2025 avg),3000 dedicated,10000,5e+07,0.241665,200.29,48.4032,1,1.11111,133.7,161.344,0.000715517,5000,5295.04,3.74548e+06
1,800,1,20 mm budget,0.02,Re (2025 avg),3000 dedicated,10000,5e+08,0.241665,200.29,48.4032,1,1.11111,133.7,161.344,0.000715517,50000,50295,3.55765e+07
1,800,1,20 mm budget,0.02,Re (2025 avg),3000 dedicated,100000,5e+07,0.241665,200.29,48.4032,1,1.11111,133.7,161.344,0.000715517,500,795.045,562379
1,800,1,20 mm budget,0.02,Re (2025 avg),3000 dedicated,100000,5e+08,0.241665,200.29,48.4032,1,1.11111,133.7,161.344,0.000715517,5000,5295.04,3.74548e+06
1,800,1,20 mm budget,0.02,Re (2025 avg),7000 rideshare,1000,5e+07,0.241665,200.29,48.4032,1,1.11111,133.7,376.469,0.000715517,50000,50510.2,3.57286e+07
1,800,1,20 mm budget,0.02,Re (2025 avg),7000 rideshare,1000,5e+08,0.241665,200.29,48.4032,1,1.11111,133.7,376.469,0.000715517,500000,500510,3.54039e+08
1,800,1,20 mm budget,0.02,Re (2025 avg),7000 rideshare,10000,5e+07,0.241665,200.29,48.4032,1,1.11111,133.7,376.469,0.000715517,5000,5510.17,3.89765e+06
1,800,1,20 mm budget,0.02,Re (2025 avg),7000 rideshare,10000,5e+08,0.241665,200.29,48.4032,1,1.11111,133.7,376.469,0.000715517,50000,50510.2,3.57286e+07
1,800,1,20 mm budget,0.02,Re (2025 avg),7000 rideshare,100000,5e+07,0.241665,200.29,48.4032,1,1.11111,133.7,376.469,0.000715517,500,1010.17,714549
1,800,1,20 mm budget,0.02,Re (2025 avg),7000 rideshare,100000,5e+08,0.241665,200.29,48.4032,1,1.11111,133.7,376.469,0.000715517,5000,5510.17,3.89765e+06
