h_km,beta,v_rel_m_s,Es_c_kJ_kg,m_p_g,Es_kJ_kg,catastrophic,M_eff_kg,N_gt_1cm_SBM,N_gt_1mm_SBM,ejecta_g_gault,crater_volume_mm3,ejecta_g_energy_bound,ejecta_frac_of_target,KE_J
700,2.5,1500,40,0.0407503,32.428,False,6.11254e-05,0.18183,9.32537,0.611254,91.6881,0.247558,0.175111,45.8441
700,2.5,2000,30,0.0305627,43.2374,True,0.00144428,1.94867,99.9398,0.611254,122.251,0.330077,0.233482,61.1254
700,2.5,2000,50,0.0305627,43.2374,False,6.11254e-05,0.18183,9.32537,0.611254,122.251,0.330077,0.233482,61.1254
700,2.5,2000,40,0.0305627,43.2374,True,0.00144428,1.94867,99.9398,0.611254,122.251,0.330077,0.233482,61.1254
800,1,400,30,0.373976,21.1627,False,0.000149591,0.355777,18.2464,1.49591,59.8362,0.161558,0.114279,29.9181
800,1,400,50,0.373976,21.1627,False,0.000149591,0.355777,18.2464,1.49591,59.8362,0.161558,0.114279,29.9181
800,1,400,40,0.373976,21.1627,False,0.000149591,0.355777,18.2464,1.49591,59.8362,0.161558,0.114279,29.9181
800,1,619,30,0.241665,32.7493,True,0.00165538,2.15861,110.707,1.49591,92.5966,0.250011,0.176846,46.2983
800,1,619,50,0.241665,32.7493,False,0.000149591,0.355777,18.2464,1.49591,92.5966,0.250011,0.176846,46.2983
800,1,619,40,0.241665,32.7493,False,0.000149591,0.355777,18.2464,1.49591,92.5966,0.250011,0.176846,46.2983
800,1,800,30,0.186988,42.3255,True,0.0016007,2.10491,107.953,1.49591,119.672,0.323116,0.228558,59.8362
800,1,800,50,0.186988,42.3255,False,0.000149591,0.355777,18.2464,1.49591,119.672,0.323116,0.228558,59.8362
800,1,800,40,0.186988,42.3255,True,0.0016007,2.10491,107.953,1.49591,119.672,0.323116,0.228558,59.8362
800,1,1000,30,0.149591,52.9068,True,0.00156331,2.06792,106.056,1.49591,149.591,0.403895,0.285697,74.7953
800,1,1000,50,0.149591,52.9068,True,0.00156331,2.06792,106.056,1.49591,149.591,0.403895,0.285697,74.7953
800,1,1000,40,0.149591,52.9068,True,0.00156331,2.06792,106.056,1.49591,149.591,0.403895,0.285697,74.7953
800,1,1500,30,0.0997271,79.3603,True,0.00151344,2.01825,103.508,1.49591,224.386,0.605842,0.428545,112.193
800,1,1500,50,0.0997271,79.3603,True,0.00151344,2.01825,103.508,1.49591,224.386,0.605842,0.428545,112.193
800,1,1500,40,0.0997271,79.3603,True,0.00151344,2.01825,103.508,1.49591,224.386,0.605842,0.428545,112.193
800,1,2000,30,0.0747953,105.814,True,0.00148851,1.99326,102.227,1.49591,299.181,0.807789,0.571394,149.591
800,1,2000,50,0.0747953,105.814,True,0.00148851,1.99326,102.227,1.49591,299.181,0.807789,0.571394,149.591
800,1,2000,40,0.0747953,105.814,True,0.00148851,1.99326,102.227,1.49591,299.181,0.807789,0.571394,149.591
800,1.5,400,30,0.249318,14.1085,False,9.97271e-05,0.262488,13.462,0.997271,39.8908,0.107705,0.0761859,19.9454
800,1.5,400,50,0.249318,14.1085,False,9.97271e-05,0.262488,13.462,0.997271,39.8908,0.107705,0.0761859,19.9454
800,1.5,400,40,0.249318,14.1085,False,9.97271e-05,0.262488,13.462,0.997271,39.8908,0.107705,0.0761859,19.9454
800,1.5,619,30,0.16111,21.8329,False,9.97271e-05,0.262488,13.462,0.997271,61.731,0.166674,0.117898,30.8655
800,1.5,619,50,0.16111,21.8329,False,9.97271e-05,0.262488,13.462,0.997271,61.731,0.166674,0.117898,30.8655
800,1.5,619,40,0.16111,21.8329,False,9.97271e-05,0.262488,13.462,0.997271,61.731,0.166674,0.117898,30.8655
800,1.5,800,30,0.124659,28.217,False,9.97271e-05,0.262488,13.462,0.997271,79.7816,0.21541,0.152372,39.8908
800,1.5,800,50,0.124659,28.217,False,9.97271e-05,0.262488,13.462,0.997271,79.7816,0.21541,0.152372,39.8908
800,1.5,800,40,0.124659,28.217,False,9.97271e-05,0.262488,13.462,0.997271,79.7816,0.21541,0.152372,39.8908
800,1.5,1000,30,0.0997271,35.2712,True,0.00151344,2.01825,103.508,0.997271,99.7271,0.269263,0.190465,49.8635
800,1.5,1000,50,0.0997271,35.2712,False,9.97271e-05,0.262488,13.462,0.997271,99.7271,0.269263,0.190465,49.8635
800,1.5,1000,40,0.0997271,35.2712,False,9.97271e-05,0.262488,13.462,0.997271,99.7271,0.269263,0.190465,49.8635
800,1.5,1500,30,0.0664847,52.9068,True,0.0014802,1.98491,101.798,0.997271,149.591,0.403895,0.285697,74.7953
800,1.5,1500,50,0.0664847,52.9068,True,0.0014802,1.98491,101.798,0.997271,149.591,0.403895,0.285697,74.7953
800,1.5,1500,40,0.0664847,52.9068,True,0.0014802,1.98491,101.798,0.997271,149.591,0.403895,0.285697,74.7953
800,1.5,2000,30,0.0498635,70.5425,True,0.00146358,1.96817,100.94,0.997271,199.454,0.538526,0.380929,99.7271
800,1.5,2000,50,0.0498635,70.5425,True,0.00146358,1.96817,100.94,0.997271,199.454,0.538526,0.380929,99.7271
800,1.5,2000,40,0.0498635,70.5425,True,0.00146358,1.96817,100.94,0.997271,199.454,0.538526,0.380929,99.7271
800,2.5,400,30,0.149591,8.4651,False,5.98362e-05,0.178946,9.17747,0.598362,23.9345,0.0646231,0.0457115,11.9672
800,2.5,400,50,0.149591,8.4651,False,5.98362e-05,0.178946,9.17747,0.598362,23.9345,0.0646231,0.0457115,11.9672
800,2.5,400,40,0.149591,8.4651,False,5.98362e-05,0.178946,9.17747,0.598362,23.9345,0.0646231,0.0457115,11.9672
800,2.5,619,30,0.096666,13.0997,False,5.98362e-05,0.178946,9.17747,0.598362,37.0386,0.100004,0.0707386,18.5193
800,2.5,619,50,0.096666,13.0997,False,5.98362e-05,0.178946,9.17747,0.598362,37.0386,0.100004,0.0707386,18.5193
800,2.5,619,40,0.096666,13.0997,False,5.98362e-05,0.178946,9.17747,0.598362,37.0386,0.100004,0.0707386,18.5193
800,2.5,800,30,0.0747953,16.9302,False,5.98362e-05,0.178946,9.17747,0.598362,47.869,0.129246,0.091423,23.9345
800,2.5,800,50,0.0747953,16.9302,False,5.98362e-05,0.178946,9.17747,0.598362,47.869,0.129246,0.091423,23.9345
800,2.5,800,40,0.0747953,16.9302,False,5.98362e-05,0.178946,9.17747,0.598362,47.869,0.129246,0.091423,23.9345
800,2.5,1000,30,0.0598362,21.1627,False,5.98362e-05,0.178946,9.17747,0.598362,59.8362,0.161558,0.114279,29.9181
800,2.5,1000,50,0.0598362,21.1627,False,5.98362e-05,0.178946,9.17747,0.598362,59.8362,0.161558,0.114279,29.9181
800,2.5,1000,40,0.0598362,21.1627,False,5.98362e-05,0.178946,9.17747,0.598362,59.8362,0.161558,0.114279,29.9181
800,2.5,1500,30,0.0398908,31.7441,True,0.00145361,1.9581,100.424,0.598362,89.7544,0.242337,0.171418,44.8772
800,2.5,1500,50,0.0398908,31.7441,False,5.98362e-05,0.178946,9.17747,0.598362,89.7544,0.242337,0.171418,44.8772
800,2.5,1500,40,0.0398908,31.7441,False,5.98362e-05,0.178946,9.17747,0.598362,89.7544,0.242337,0.171418,44.8772
800,2.5,2000,30,0.0299181,42.3255,True,0.00144363,1.94802,99.9063,0.598362,119.672,0.323116,0.228558,59.8362
800,2.5,2000,50,0.0299181,42.3255,False,5.98362e-05,0.178946,9.17747,0.598362,119.672,0.323116,0.228558,59.8362
800,2.5,2000,40,0.0299181,42.3255,True,0.00144363,1.94802,99.9063,0.598362,119.672,0.323116,0.228558,59.8362
900,1,400,30,0.366198,20.7226,False,0.000146479,0.350213,17.9611,1.46479,58.5918,0.158198,0.111902,29.2959
900,1,400,50,0.366198,20.7226,False,0.000146479,0.350213,17.9611,1.46479,58.5918,0.158198,0.111902,29.2959
900,1,400,40,0.366198,20.7226,False,0.000146479,0.350213,17.9611,1.46479,58.5918,0.158198,0.111902,29.2959
900,1,619,30,0.236639,32.0682,True,0.00165036,2.15369,110.454,1.46479,90.6707,0.244811,0.173168,45.3354
900,1,619,50,0.236639,32.0682,False,0.000146479,0.350213,17.9611,1.46479,90.6707,0.244811,0.173168,45.3354
900,1,619,40,0.236639,32.0682,False,0.000146479,0.350213,17.9611,1.46479,90.6707,0.244811,0.173168,45.3354
900,1,800,30,0.183099,41.4452,True,0.00159682,2.10107,107.756,1.46479,117.184,0.316395,0.223804,58.5918
900,1,800,50,0.183099,41.4452,False,0.000146479,0.350213,17.9611,1.46479,117.184,0.316395,0.223804,58.5918
900,1,800,40,0.183099,41.4452,True,0.00159682,2.10107,107.756,1.46479,117.184,0.316395,0.223804,58.5918
900,1,1000,30,0.146479,51.8065,True,0.0015602,2.06483,105.897,1.46479,146.479,0.395494,0.279755,73.2397
900,1,1000,50,0.146479,51.8065,True,0.0015602,2.06483,105.897,1.46479,146.479,0.395494,0.279755,73.2397
900,1,1000,40,0.146479,51.8065,True,0.0015602,2.06483,105.897,1.46479,146.479,0.395494,0.279755,73.2397
900,1,1500,30,0.0976529,77.7097,True,0.00151137,2.01617,103.402,1.46479,219.719,0.593242,0.419633,109.86
900,1,1500,50,0.0976529,77.7097,True,0.00151137,2.01617,103.402,1.46479,219.719,0.593242,0.419633,109.86
900,1,1500,40,0.0976529,77.7097,True,0.00151137,2.01617,103.402,1.46479,219.719,0.593242,0.419633,109.86
900,1,2000,30,0.0732397,103.613,True,0.00148696,1.9917,102.147,1.46479,292.959,0.790989,0.55951,146.479
900,1,2000,50,0.0732397,103.613,True,0.00148696,1.9917,102.147,1.46479,292.959,0.790989,0.55951,146.479
900,1,2000,40,0.0732397,103.613,True,0.00148696,1.9917,102.147,1.46479,292.959,0.790989,0.55951,146.479
900,1.5,400,30,0.244132,13.8151,False,9.76529e-05,0.258383,13.2515,0.976529,39.0612,0.105465,0.0746013,19.5306
900,1.5,400,50,0.244132,13.8151,False,9.76529e-05,0.258383,13.2515,0.976529,39.0612,0.105465,0.0746013,19.5306
900,1.5,400,40,0.244132,13.8151,False,9.76529e-05,0.258383,13.2515,0.976529,39.0612,0.105465,0.0746013,19.5306
900,1.5,619,30,0.157759,21.3788,False,9.76529e-05,0.258383,13.2515,0.976529,60.4472,0.163207,0.115446,30.2236
900,1.5,619,50,0.157759,21.3788,False,9.76529e-05,0.258383,13.2515,0.976529,60.4472,0.163207,0.115446,30.2236
900,1.5,619,40,0.157759,21.3788,False,9.76529e-05,0.258383,13.2515,0.976529,60.4472,0.163207,0.115446,30.2236
900,1.5,800,30,0.122066,27.6301,False,9.76529e-05,0.258383,13.2515,0.976529,78.1223,0.21093,0.149203,39.0612
900,1.5,800,50,0.122066,27.6301,False,9.76529e-05,0.258383,13.2515,0.976529,78.1223,0.21093,0.149203,39.0612
900,1.5,800,40,0.122066,27.6301,False,9.76529e-05,0.258383,13.2515,0.976529,78.1223,0.21093,0.149203,39.0612
900,1.5,1000,30,0.0976529,34.5377,True,0.00151137,2.01617,103.402,0.976529,97.6529,0.263663,0.186503,48.8265
900,1.5,1000,50,0.0976529,34.5377,False,9.76529e-05,0.258383,13.2515,0.976529,97.6529,0.263663,0.186503,48.8265
900,1.5,1000,40,0.0976529,34.5377,False,9.76529e-05,0.258383,13.2515,0.976529,97.6529,0.263663,0.186503,48.8265
900,1.5,1500,30,0.065102,51.8065,True,0.00147882,1.98352,101.727,0.976529,146.479,0.395494,0.279755,73.2397
900,1.5,1500,50,0.065102,51.8065,True,0.00147882,1.98352,101.727,0.976529,146.479,0.395494,0.279755,73.2397
900,1.5,1500,40,0.065102,51.8065,True,0.00147882,1.98352,101.727,0.976529,146.479,0.395494,0.279755,73.2397
900,1.5,2000,30,0.0488265,69.0753,True,0.00146254,1.96712,100.886,0.976529,195.306,0.527326,0.373007,97.6529
900,1.5,2000,50,0.0488265,69.0753,True,0.00146254,1.96712,100.886,0.976529,195.306,0.527326,0.373007,97.6529
900,1.5,2000,40,0.0488265,69.0753,True,0.00146254,1.96712,100.886,0.976529,195.306,0.527326,0.373007,97.6529
900,2.5,400,30,0.146479,8.28904,False,5.85918e-05,0.176148,9.03394,0.585918,23.4367,0.0632791,0.0447608,11.7184
900,2.5,400,50,0.146479,8.28904,False,5.85918e-05,0.176148,9.03394,0.585918,23.4367,0.0632791,0.0447608,11.7184
900,2.5,400,40,0.146479,8.28904,False,5.85918e-05,0.176148,9.03394,0.585918,23.4367,0.0632791,0.0447608,11.7184
900,2.5,619,30,0.0946555,12.8273,False,5.85918e-05,0.176148,9.03394,0.585918,36.2683,0.0979244,0.0692673,18.1341
900,2.5,619,50,0.0946555,12.8273,False,5.85918e-05,0.176148,9.03394,0.585918,36.2683,0.0979244,0.0692673,18.1341
900,2.5,619,40,0.0946555,12.8273,False,5.85918e-05,0.176148,9.03394,0.585918,36.2683,0.0979244,0.0692673,18.1341
900,2.5,800,30,0.0732397,16.5781,False,5.85918e-05,0.176148,9.03394,0.585918,46.8734,0.126558,0.0895216,23.4367
900,2.5,800,50,0.0732397,16.5781,False,5.85918e-05,0.176148,9.03394,0.585918,46.8734,0.126558,0.0895216,23.4367
900,2.5,800,40,0.0732397,16.5781,False,5.85918e-05,0.176148,9.03394,0.585918,46.8734,0.126558,0.0895216,23.4367
900,2.5,1000,30,0.0585918,20.7226,False,5.85918e-05,0.176148,9.03394,0.585918,58.5918,0.158198,0.111902,29.2959
900,2.5,1000,50,0.0585918,20.7226,False,5.85918e-05,0.176148,9.03394,0.585918,58.5918,0.158198,0.111902,29.2959
900,2.5,1000,40,0.0585918,20.7226,False,5.85918e-05,0.176148,9.03394,0.585918,58.5918,0.158198,0.111902,29.2959
900,2.5,1500,30,0.0390612,31.0839,True,0.00145278,1.95726,100.381,0.585918,87.8876,0.237297,0.167853,43.9438
900,2.5,1500,50,0.0390612,31.0839,False,5.85918e-05,0.176148,9.03394,0.585918,87.8876,0.237297,0.167853,43.9438
900,2.5,1500,40,0.0390612,31.0839,False,5.85918e-05,0.176148,9.03394,0.585918,87.8876,0.237297,0.167853,43.9438
900,2.5,2000,30,0.0292959,41.4452,True,0.00144301,1.94739,99.874,0.585918,117.184,0.316395,0.223804,58.5918
900,2.5,2000,50,0.0292959,41.4452,False,5.85918e-05,0.176148,9.03394,0.585918,117.184,0.316395,0.223804,58.5918
900,2.5,2000,40,0.0292959,41.4452,True,0.00144301,1.94739,99.874,0.585918,117.184,0.316395,0.223804,58.5918
1000,1,400,30,0.358686,20.2975,False,0.000143475,0.344811,17.684,1.43475,57.3898,0.154953,0.109606,28.6949
1000,1,400,50,0.358686,20.2975,False,0.000143475,0.344811,17.684,1.43475,57.3898,0.154953,0.109606,28.6949
1000,1,400,40,0.358686,20.2975,False,0.000143475,0.344811,17.684,1.43475,57.3898,0.154953,0.109606,28.6949
1000,1,619,30,0.231784,31.4104,True,0.0016455,2.14894,110.211,1.43475,88.8108,0.239789,0.169616,44.4054
1000,1,619,50,0.231784,31.4104,False,0.000143475,0.344811,17.684,1.43475,88.8108,0.239789,0.169616,44.4054
1000,1,619,40,0.231784,31.4104,False,0.000143475,0.344811,17.684,1.43475,88.8108,0.239789,0.169616,44.4054
1000,1,800,30,0.179343,40.595,True,0.00159306,2.09737,107.566,1.43475,114.78,0.309905,0.219213,57.3898
1000,1,800,50,0.179343,40.595,False,0.000143475,0.344811,17.684,1.43475,114.78,0.309905,0.219213,57.3898
1000,1,800,40,0.179343,40.595,True,0.00159306,2.09737,107.566,1.43475,114.78,0.309905,0.219213,57.3898
1000,1,1000,30,0.143475,50.7437,True,0.00155719,2.06185,105.744,1.43475,143.475,0.387381,0.274016,71.7373
1000,1,1000,50,0.143475,50.7437,True,0.00155719,2.06185,105.744,1.43475,143.475,0.387381,0.274016,71.7373
1000,1,1000,40,0.143475,50.7437,True,0.00155719,2.06185,105.744,1.43475,143.475,0.387381,0.274016,71.7373
1000,1,1500,30,0.0956497,76.1156,True,0.00150937,2.01417,103.299,1.43475,215.212,0.581072,0.411024,107.606
1000,1,1500,50,0.0956497,76.1156,True,0.00150937,2.01417,103.299,1.43475,215.212,0.581072,0.411024,107.606
1000,1,1500,40,0.0956497,76.1156,True,0.00150937,2.01417,103.299,1.43475,215.212,0.581072,0.411024,107.606
1000,1,2000,30,0.0717373,101.487,True,0.00148545,1.99019,102.069,1.43475,286.949,0.774763,0.548032,143.475
1000,1,2000,50,0.0717373,101.487,True,0.00148545,1.99019,102.069,1.43475,286.949,0.774763,0.548032,143.475
1000,1,2000,40,0.0717373,101.487,True,0.00148545,1.99019,102.069,1.43475,286.949,0.774763,0.548032,143.475
1000,1.5,400,30,0.239124,13.5317,False,9.56497e-05,0.254397,13.0471,0.956497,38.2599,0.103302,0.073071,19.1299
1000,1.5,400,50,0.239124,13.5317,False,9.56497e-05,0.254397,13.0471,0.956497,38.2599,0.103302,0.073071,19.1299
1000,1.5,400,40,0.239124,13.5317,False,9.56497e-05,0.254397,13.0471,0.956497,38.2599,0.103302,0.073071,19.1299
1000,1.5,619,30,0.154523,20.9403,False,9.56497e-05,0.254397,13.0471,0.956497,59.2072,0.159859,0.113077,29.6036
1000,1.5,619,50,0.154523,20.9403,False,9.56497e-05,0.254397,13.0471,0.956497,59.2072,0.159859,0.113077,29.6036
1000,1.5,619,40,0.154523,20.9403,False,9.56497e-05,0.254397,13.0471,0.956497,59.2072,0.159859,0.113077,29.6036
1000,1.5,800,30,0.119562,27.0633,False,9.56497e-05,0.254397,13.0471,0.956497,76.5198,0.206603,0.146142,38.2599
1000,1.5,800,50,0.119562,27.0633,False,9.56497e-05,0.254397,13.0471,0.956497,76.5198,0.206603,0.146142,38.2599
1000,1.5,800,40,0.119562,27.0633,False,9.56497e-05,0.254397,13.0471,0.956497,76.5198,0.206603,0.146142,38.2599
1000,1.5,1000,30,0.0956497,33.8292,True,0.00150937,2.01417,103.299,0.956497,95.6497,0.258254,0.182677,47.8249
1000,1.5,1000,50,0.0956497,33.8292,False,9.56497e-05,0.254397,13.0471,0.956497,95.6497,0.258254,0.182677,47.8249
1000,1.5,1000,40,0.0956497,33.8292,False,9.56497e-05,0.254397,13.0471,0.956497,95.6497,0.258254,0.182677,47.8249
1000,1.5,1500,30,0.0637665,50.7437,True,0.00147748,1.98217,101.658,0.956497,143.475,0.387381,0.274016,71.7373
1000,1.5,1500,50,0.0637665,50.7437,True,0.00147748,1.98217,101.658,0.956497,143.475,0.387381,0.274016,71.7373
1000,1.5,1500,40,0.0637665,50.7437,True,0.00147748,1.98217,101.658,0.956497,143.475,0.387381,0.274016,71.7373
1000,1.5,2000,30,0.0478249,67.6583,True,0.00146154,1.96611,100.834,0.956497,191.299,0.516508,0.365355,95.6497
1000,1.5,2000,50,0.0478249,67.6583,True,0.00146154,1.96611,100.834,0.956497,191.299,0.516508,0.365355,95.6497
1000,1.5,2000,40,0.0478249,67.6583,True,0.00146154,1.96611,100.834,0.956497,191.299,0.516508,0.365355,95.6497
1000,2.5,400,30,0.143475,8.119,False,5.73898e-05,0.173431,8.8946,0.573898,22.9559,0.061981,0.0438426,11.478
1000,2.5,400,50,0.143475,8.119,False,5.73898e-05,0.173431,8.8946,0.573898,22.9559,0.061981,0.0438426,11.478
1000,2.5,400,40,0.143475,8.119,False,5.73898e-05,0.173431,8.8946,0.573898,22.9559,0.061981,0.0438426,11.478
1000,2.5,619,30,0.0927138,12.5642,False,5.73898e-05,0.173431,8.8946,0.573898,35.5243,0.0959156,0.0678464,17.7622
1000,2.5,619,50,0.0927138,12.5642,False,5.73898e-05,0.173431,8.8946,0.573898,35.5243,0.0959156,0.0678464,17.7622
1000,2.5,619,40,0.0927138,12.5642,False,5.73898e-05,0.173431,8.8946,0.573898,35.5243,0.0959156,0.0678464,17.7622
1000,2.5,800,30,0.0717373,16.238,False,5.73898e-05,0.173431,8.8946,0.573898,45.9119,0.123962,0.0876852,22.9559
1000,2.5,800,50,0.0717373,16.238,False,5.73898e-05,0.173431,8.8946,0.573898,45.9119,0.123962,0.0876852,22.9559
1000,2.5,800,40,0.0717373,16.238,False,5.73898e-05,0.173431,8.8946,0.573898,45.9119,0.123962,0.0876852,22.9559
1000,2.5,1000,30,0.0573898,20.2975,False,5.73898e-05,0.173431,8.8946,0.573898,57.3898,0.154953,0.109606,28.6949
1000,2.5,1000,50,0.0573898,20.2975,False,5.73898e-05,0.173431,8.8946,0.573898,57.3898,0.154953,0.109606,28.6949
1000,2.5,1000,40,0.0573898,20.2975,False,5.73898e-05,0.173431,8.8946,0.573898,57.3898,0.154953,0.109606,28.6949
1000,2.5,1500,30,0.0382599,30.4462,True,0.00145198,1.95645,100.339,0.573898,86.0847,0.232429,0.16441,43.0424
1000,2.5,1500,50,0.0382599,30.4462,False,5.73898e-05,0.173431,8.8946,0.573898,86.0847,0.232429,0.16441,43.0424
1000,2.5,1500,40,0.0382599,30.4462,False,5.73898e-05,0.173431,8.8946,0.573898,86.0847,0.232429,0.16441,43.0424
1000,2.5,2000,30,0.0286949,40.595,True,0.00144241,1.94678,99.8428,0.573898,114.78,0.309905,0.219213,57.3898
1000,2.5,2000,50,0.0286949,40.595,False,5.73898e-05,0.173431,8.8946,0.573898,114.78,0.309905,0.219213,57.3898
1000,2.5,2000,40,0.0286949,40.595,True,0.00144241,1.94678,99.8428,0.573898,114.78,0.309905,0.219213,57.3898
1100,1,400,30,0.351428,19.8867,False,0.000140571,0.339564,17.4149,1.40571,56.2284,0.151817,0.107388,28.1142
1100,1,400,50,0.351428,19.8867,False,0.000140571,0.339564,17.4149,1.40571,56.2284,0.151817,0.107388,28.1142
1100,1,400,40,0.351428,19.8867,False,0.000140571,0.339564,17.4149,1.40571,56.2284,0.151817,0.107388,28.1142
1100,1,619,30,0.227094,30.7747,True,0.00164081,2.14434,109.975,1.40571,87.0135,0.234936,0.166184,43.5068
1100,1,619,50,0.227094,30.7747,False,0.000140571,0.339564,17.4149,1.40571,87.0135,0.234936,0.166184,43.5068
1100,1,619,40,0.227094,30.7747,False,0.000140571,0.339564,17.4149,1.40571,87.0135,0.234936,0.166184,43.5068
1100,1,800,30,0.175714,39.7735,True,0.00158943,2.09378,107.382,1.40571,112.457,0.303634,0.214777,56.2284
1100,1,800,50,0.175714,39.7735,False,0.000140571,0.339564,17.4149,1.40571,112.457,0.303634,0.214777,56.2284
1100,1,800,40,0.175714,39.7735,False,0.000140571,0.339564,17.4149,1.40571,112.457,0.303634,0.214777,56.2284
1100,1,1000,30,0.140571,49.7169,True,0.00155429,2.05896,105.596,1.40571,140.571,0.379542,0.268471,70.2855
1100,1,1000,50,0.140571,49.7169,False,0.000140571,0.339564,17.4149,1.40571,140.571,0.379542,0.268471,70.2855
1100,1,1000,40,0.140571,49.7169,True,0.00155429,2.05896,105.596,1.40571,140.571,0.379542,0.268471,70.2855
1100,1,1500,30,0.0937141,74.5753,True,0.00150743,2.01223,103.2,1.40571,210.857,0.569313,0.402707,105.428
1100,1,1500,50,0.0937141,74.5753,True,0.00150743,2.01223,103.2,1.40571,210.857,0.569313,0.402707,105.428
1100,1,1500,40,0.0937141,74.5753,True,0.00150743,2.01223,103.2,1.40571,210.857,0.569313,0.402707,105.428
1100,1,2000,30,0.0702855,99.4337,True,0.001484,1.98873,101.994,1.40571,281.142,0.759084,0.536942,140.571
1100,1,2000,50,0.0702855,99.4337,True,0.001484,1.98873,101.994,1.40571,281.142,0.759084,0.536942,140.571
1100,1,2000,40,0.0702855,99.4337,True,0.001484,1.98873,101.994,1.40571,281.142,0.759084,0.536942,140.571
1100,1.5,400,30,0.234285,13.2578,False,9.37141e-05,0.250526,12.8485,0.937141,37.4856,0.101211,0.0715923,18.7428
1100,1.5,400,50,0.234285,13.2578,False,9.37141e-05,0.250526,12.8485,0.937141,37.4856,0.101211,0.0715923,18.7428
1100,1.5,400,40,0.234285,13.2578,False,9.37141e-05,0.250526,12.8485,0.937141,37.4856,0.101211,0.0715923,18.7428
1100,1.5,619,30,0.151396,20.5165,False,9.37141e-05,0.250526,12.8485,0.937141,58.009,0.156624,0.110789,29.0045
1100,1.5,619,50,0.151396,20.5165,False,9.37141e-05,0.250526,12.8485,0.937141,58.009,0.156624,0.110789,29.0045
1100,1.5,619,40,0.151396,20.5165,False,9.37141e-05,0.250526,12.8485,0.937141,58.009,0.156624,0.110789,29.0045
1100,1.5,800,30,0.117143,26.5157,False,9.37141e-05,0.250526,12.8485,0.937141,74.9713,0.202422,0.143185,37.4856
1100,1.5,800,50,0.117143,26.5157,False,9.37141e-05,0.250526,12.8485,0.937141,74.9713,0.202422,0.143185,37.4856
1100,1.5,800,40,0.117143,26.5157,False,9.37141e-05,0.250526,12.8485,0.937141,74.9713,0.202422,0.143185,37.4856
1100,1.5,1000,30,0.0937141,33.1446,True,0.00150743,2.01223,103.2,0.937141,93.7141,0.253028,0.178981,46.857
1100,1.5,1000,50,0.0937141,33.1446,False,9.37141e-05,0.250526,12.8485,0.937141,93.7141,0.253028,0.178981,46.857
1100,1.5,1000,40,0.0937141,33.1446,False,9.37141e-05,0.250526,12.8485,0.937141,93.7141,0.253028,0.178981,46.857
1100,1.5,1500,30,0.062476,49.7169,True,0.00147619,1.98088,101.591,0.937141,140.571,0.379542,0.268471,70.2855
1100,1.5,1500,50,0.062476,49.7169,False,9.37141e-05,0.250526,12.8485,0.937141,140.571,0.379542,0.268471,70.2855
1100,1.5,1500,40,0.062476,49.7169,True,0.00147619,1.98088,101.591,0.937141,140.571,0.379542,0.268471,70.2855
1100,1.5,2000,30,0.046857,66.2891,True,0.00146057,1.96514,100.784,0.937141,187.428,0.506056,0.357961,93.7141
1100,1.5,2000,50,0.046857,66.2891,True,0.00146057,1.96514,100.784,0.937141,187.428,0.506056,0.357961,93.7141
1100,1.5,2000,40,0.046857,66.2891,True,0.00146057,1.96514,100.784,0.937141,187.428,0.506056,0.357961,93.7141
1100,2.5,400,30,0.140571,7.9547,False,5.62284e-05,0.170792,8.75925,0.562284,22.4914,0.0607267,0.0429554,11.2457
1100,2.5,400,50,0.140571,7.9547,False,5.62284e-05,0.170792,8.75925,0.562284,22.4914,0.0607267,0.0429554,11.2457
1100,2.5,400,40,0.140571,7.9547,False,5.62284e-05,0.170792,8.75925,0.562284,22.4914,0.0607267,0.0429554,11.2457
1100,2.5,619,30,0.0908375,12.3099,False,5.62284e-05,0.170792,8.75925,0.562284,34.8054,0.0939746,0.0664734,17.4027
1100,2.5,619,50,0.0908375,12.3099,False,5.62284e-05,0.170792,8.75925,0.562284,34.8054,0.0939746,0.0664734,17.4027
1100,2.5,619,40,0.0908375,12.3099,False,5.62284e-05,0.170792,8.75925,0.562284,34.8054,0.0939746,0.0664734,17.4027
1100,2.5,800,30,0.0702855,15.9094,False,5.62284e-05,0.170792,8.75925,0.562284,44.9828,0.121453,0.0859107,22.4914
1100,2.5,800,50,0.0702855,15.9094,False,5.62284e-05,0.170792,8.75925,0.562284,44.9828,0.121453,0.0859107,22.4914
1100,2.5,800,40,0.0702855,15.9094,False,5.62284e-05,0.170792,8.75925,0.562284,44.9828,0.121453,0.0859107,22.4914
1100,2.5,1000,30,0.0562284,19.8867,False,5.62284e-05,0.170792,8.75925,0.562284,56.2284,0.151817,0.107388,28.1142
1100,2.5,1000,50,0.0562284,19.8867,False,5.62284e-05,0.170792,8.75925,0.562284,56.2284,0.151817,0.107388,28.1142
1100,2.5,1000,40,0.0562284,19.8867,False,5.62284e-05,0.170792,8.75925,0.562284,56.2284,0.151817,0.107388,28.1142
1100,2.5,1500,30,0.0374856,29.8301,False,5.62284e-05,0.170792,8.75925,0.562284,84.3427,0.227725,0.161083,42.1713
1100,2.5,1500,50,0.0374856,29.8301,False,5.62284e-05,0.170792,8.75925,0.562284,84.3427,0.227725,0.161083,42.1713
