h_km,beta,v_rel_m_s,d_debris_cm,m_t_g,m_p_min_g,m_p_design_g,f_h_g_per_g,f_h_v4_direct_g_per_g,f_ratio_v4_over_v5,Es_kJ_kg,Es_below_threshold,d_grain_Re_mm_if_single,d_grain_W_mm_if_single
600,2.5,800,1,1.41372,0.0390385,0.0780769,0.0552281,0.141969,2.57059,17.673,True,1.92176,1.97863
600,2.5,800,2,11.3097,0.312308,0.624615,0.0552281,0.141969,2.57059,17.673,True,3.84352,3.95726
600,2.5,800,5,176.715,4.87981,9.75961,0.0552281,0.141969,2.57059,17.673,True,9.6088,9.89315
600,2.5,800,10,1413.72,39.0385,78.0769,0.0552281,0.141969,2.57059,17.673,True,19.2176,19.7863
600,2.5,1000,0.5,0.176715,0.00390385,0.00780769,0.0441825,0.113575,2.57059,22.0912,True,0.892002,0.918398
600,2.5,1000,1,1.41372,0.0312308,0.0624615,0.0441825,0.113575,2.57059,22.0912,True,1.784,1.8368
600,2.5,1000,2,11.3097,0.249846,0.499692,0.0441825,0.113575,2.57059,22.0912,True,3.56801,3.67359
600,2.5,1000,5,176.715,3.90385,7.80769,0.0441825,0.113575,2.57059,22.0912,True,8.92002,9.18398
600,2.5,1000,10,1413.72,31.2308,62.4615,0.0441825,0.113575,2.57059,22.0912,True,17.84,18.368
700,1,400,0.5,0.176715,0.0238771,0.0477542,0.270234,0.841065,3.11236,21.6187,True,1.63128,1.67955
700,1,400,1,1.41372,0.191017,0.382034,0.270234,0.841065,3.11236,21.6187,True,3.26256,3.35911
700,1,400,2,11.3097,1.52814,3.05627,0.270234,0.841065,3.11236,21.6187,True,6.52513,6.71822
700,1,400,5,176.715,23.8771,47.7542,0.270234,0.841065,3.11236,21.6187,True,16.3128,16.7955
700,1,400,10,1413.72,191.017,382.034,0.270234,0.841065,3.11236,21.6187,True,32.6256,33.5911
700,1,619,0.5,0.176715,0.0154295,0.0308589,0.174626,0.543499,3.11236,33.4549,True,1.41032,1.45206
700,1,619,1,1.41372,0.123436,0.246872,0.174626,0.543499,3.11236,33.4549,True,2.82065,2.90412
700,1,619,2,11.3097,0.987486,1.97497,0.174626,0.543499,3.11236,33.4549,True,5.64129,5.80823
700,1,619,5,176.715,15.4295,30.8589,0.174626,0.543499,3.11236,33.4549,True,14.1032,14.5206
700,1,619,10,1413.72,123.436,246.872,0.174626,0.543499,3.11236,33.4549,True,28.2065,29.0412
700,1,800,0.5,0.176715,0.0119386,0.0238771,0.135117,0.420532,3.11236,43.2374,False,1.29475,1.33306
700,1,800,1,1.41372,0.0955084,0.191017,0.135117,0.420532,3.11236,43.2374,False,2.5895,2.66613
700,1,800,2,11.3097,0.764068,1.52814,0.135117,0.420532,3.11236,43.2374,False,5.179,5.33225
700,1,800,5,176.715,11.9386,23.8771,0.135117,0.420532,3.11236,43.2374,False,12.9475,13.3306
700,1,800,10,1413.72,95.5084,191.017,0.135117,0.420532,3.11236,43.2374,False,25.895,26.6613
700,1,1000,0.5,0.176715,0.00955084,0.0191017,0.108093,0.336426,3.11236,54.0467,False,1.20194,1.23751
700,1,1000,1,1.41372,0.0764068,0.152814,0.108093,0.336426,3.11236,54.0467,False,2.40388,2.47501
700,1,1000,2,11.3097,0.611254,1.22251,0.108093,0.336426,3.11236,54.0467,False,4.80776,4.95003
700,1,1000,5,176.715,9.55084,19.1017,0.108093,0.336426,3.11236,54.0467,False,12.0194,12.3751
700,1,1000,10,1413.72,76.4068,152.814,0.108093,0.336426,3.11236,54.0467,False,24.0388,24.7501
700,1.5,400,0.5,0.176715,0.0159181,0.0318361,0.180156,0.56071,3.11236,14.4125,True,1.42506,1.46723
700,1.5,400,1,1.41372,0.127345,0.254689,0.180156,0.56071,3.11236,14.4125,True,2.85011,2.93445
700,1.5,400,2,11.3097,1.01876,2.03751,0.180156,0.56071,3.11236,14.4125,True,5.70022,5.8689
700,1.5,400,5,176.715,15.9181,31.8361,0.180156,0.56071,3.11236,14.4125,True,14.2506,14.6723
700,1.5,400,10,1413.72,127.345,254.689,0.180156,0.56071,3.11236,14.4125,True,28.5011,29.3445
700,1.5,619,0.5,0.176715,0.0102863,0.0205726,0.116417,0.362333,3.11236,22.3033,True,1.23203,1.26849
700,1.5,619,1,1.41372,0.0822905,0.164581,0.116417,0.362333,3.11236,22.3033,True,2.46406,2.53698
700,1.5,619,2,11.3097,0.658324,1.31665,0.116417,0.362333,3.11236,22.3033,True,4.92812,5.07396
700,1.5,619,5,176.715,10.2863,20.5726,0.116417,0.362333,3.11236,22.3033,True,12.3203,12.6849
700,1.5,619,10,1413.72,82.2905,164.581,0.116417,0.362333,3.11236,22.3033,True,24.6406,25.3698
700,1.5,800,0.5,0.176715,0.00795904,0.0159181,0.0900779,0.280355,3.11236,28.8249,True,1.13107,1.16454
700,1.5,800,1,1.41372,0.0636723,0.127345,0.0900779,0.280355,3.11236,28.8249,True,2.26214,2.32908
700,1.5,800,2,11.3097,0.509378,1.01876,0.0900779,0.280355,3.11236,28.8249,True,4.52427,4.65815
700,1.5,800,5,176.715,7.95904,15.9181,0.0900779,0.280355,3.11236,28.8249,True,11.3107,11.6454
700,1.5,800,10,1413.72,63.6723,127.345,0.0900779,0.280355,3.11236,28.8249,True,22.6214,23.2908
700,1.5,1000,0.5,0.176715,0.00636723,0.0127345,0.0720623,0.224284,3.11236,36.0311,True,1.04999,1.08106
700,1.5,1000,1,1.41372,0.0509378,0.101876,0.0720623,0.224284,3.11236,36.0311,True,2.09998,2.16212
700,1.5,1000,2,11.3097,0.407503,0.815005,0.0720623,0.224284,3.11236,36.0311,True,4.19996,4.32425
700,1.5,1000,5,176.715,6.36723,12.7345,0.0720623,0.224284,3.11236,36.0311,True,10.4999,10.8106
700,1.5,1000,10,1413.72,50.9378,101.876,0.0720623,0.224284,3.11236,36.0311,True,20.9998,21.6212
700,2,400,0.5,0.176715,0.0119386,0.0238771,0.135117,0.420532,3.11236,10.8093,True,1.29475,1.33306
700,2,400,1,1.41372,0.0955084,0.191017,0.135117,0.420532,3.11236,10.8093,True,2.5895,2.66613
700,2,400,2,11.3097,0.764068,1.52814,0.135117,0.420532,3.11236,10.8093,True,5.179,5.33225
700,2,400,5,176.715,11.9386,23.8771,0.135117,0.420532,3.11236,10.8093,True,12.9475,13.3306
700,2,400,10,1413.72,95.5084,191.017,0.135117,0.420532,3.11236,10.8093,True,25.895,26.6613
700,2,619,0.5,0.176715,0.00771474,0.0154295,0.087313,0.271749,3.11236,16.7275,True,1.11937,1.1525
700,2,619,1,1.41372,0.0617179,0.123436,0.087313,0.271749,3.11236,16.7275,True,2.23875,2.305
700,2,619,2,11.3097,0.493743,0.987486,0.087313,0.271749,3.11236,16.7275,True,4.4775,4.61
700,2,619,5,176.715,7.71474,15.4295,0.087313,0.271749,3.11236,16.7275,True,11.1937,11.525
700,2,619,10,1413.72,61.7179,123.436,0.087313,0.271749,3.11236,16.7275,True,22.3875,23.05
700,2,800,0.5,0.176715,0.00596928,0.0119386,0.0675584,0.210266,3.11236,21.6187,True,1.02764,1.05805
700,2,800,1,1.41372,0.0477542,0.0955084,0.0675584,0.210266,3.11236,21.6187,True,2.05529,2.11611
700,2,800,2,11.3097,0.382034,0.764068,0.0675584,0.210266,3.11236,21.6187,True,4.11057,4.23221
700,2,800,5,176.715,5.96928,11.9386,0.0675584,0.210266,3.11236,21.6187,True,10.2764,10.5805
700,2,800,10,1413.72,47.7542,95.5084,0.0675584,0.210266,3.11236,21.6187,True,20.5529,21.1611
700,2,1000,0.5,0.176715,0.00477542,0.00955084,0.0540467,0.168213,3.11236,27.0234,True,0.953979,0.982209
700,2,1000,1,1.41372,0.0382034,0.0764068,0.0540467,0.168213,3.11236,27.0234,True,1.90796,1.96442
700,2,1000,2,11.3097,0.305627,0.611254,0.0540467,0.168213,3.11236,27.0234,True,3.81592,3.92884
700,2,1000,5,176.715,4.77542,9.55084,0.0540467,0.168213,3.11236,27.0234,True,9.53979,9.82209
700,2,1000,10,1413.72,38.2034,76.4068,0.0540467,0.168213,3.11236,27.0234,True,19.0796,19.6442
700,2.5,400,0.5,0.176715,0.00955084,0.0191017,0.108093,0.336426,3.11236,8.64748,True,1.20194,1.23751
700,2.5,400,1,1.41372,0.0764068,0.152814,0.108093,0.336426,3.11236,8.64748,True,2.40388,2.47501
700,2.5,400,2,11.3097,0.611254,1.22251,0.108093,0.336426,3.11236,8.64748,True,4.80776,4.95003
700,2.5,400,5,176.715,9.55084,19.1017,0.108093,0.336426,3.11236,8.64748,True,12.0194,12.3751
700,2.5,400,10,1413.72,76.4068,152.814,0.108093,0.336426,3.11236,8.64748,True,24.0388,24.7501
700,2.5,619,0.5,0.176715,0.00617179,0.0123436,0.0698504,0.2174,3.11236,13.382,True,1.03914,1.06989
700,2.5,619,1,1.41372,0.0493743,0.0987486,0.0698504,0.2174,3.11236,13.382,True,2.07827,2.13977
700,2.5,619,2,11.3097,0.394995,0.789989,0.0698504,0.2174,3.11236,13.382,True,4.15654,4.27954
700,2.5,619,5,176.715,6.17179,12.3436,0.0698504,0.2174,3.11236,13.382,True,10.3914,10.6989
700,2.5,619,10,1413.72,49.3743,98.7486,0.0698504,0.2174,3.11236,13.382,True,20.7827,21.3977
700,2.5,800,0.5,0.176715,0.00477542,0.00955084,0.0540467,0.168213,3.11236,17.295,True,0.953979,0.982209
700,2.5,800,1,1.41372,0.0382034,0.0764068,0.0540467,0.168213,3.11236,17.295,True,1.90796,1.96442
700,2.5,800,2,11.3097,0.305627,0.611254,0.0540467,0.168213,3.11236,17.295,True,3.81592,3.92884
700,2.5,800,5,176.715,4.77542,9.55084,0.0540467,0.168213,3.11236,17.295,True,9.53979,9.82209
700,2.5,800,10,1413.72,38.2034,76.4068,0.0540467,0.168213,3.11236,17.295,True,19.0796,19.6442
700,2.5,1000,0.5,0.176715,0.00382034,0.00764068,0.0432374,0.13457,3.11236,21.6187,True,0.885596,0.911803
700,2.5,1000,1,1.41372,0.0305627,0.0611254,0.0432374,0.13457,3.11236,21.6187,True,1.77119,1.82361
700,2.5,1000,2,11.3097,0.244502,0.489003,0.0432374,0.13457,3.11236,21.6187,True,3.54238,3.64721
700,2.5,1000,5,176.715,3.82034,7.64068,0.0432374,0.13457,3.11236,21.6187,True,8.85596,9.11803
700,2.5,1000,10,1413.72,30.5627,61.1254,0.0432374,0.13457,3.11236,21.6187,True,17.7119,18.2361
800,1,400,0.5,0.176715,0.0233735,0.0467471,0.264534,0.968993,3.66301,21.1627,True,1.61973,1.66766
800,1,400,1,1.41372,0.186988,0.373976,0.264534,0.968993,3.66301,21.1627,True,3.23946,3.33533
800,1,400,2,11.3097,1.49591,2.99181,0.264534,0.968993,3.66301,21.1627,True,6.47893,6.67065
800,1,400,5,176.715,23.3735,46.7471,0.264534,0.968993,3.66301,21.1627,True,16.1973,16.6766
800,1,400,10,1413.72,186.988,373.976,0.264534,0.968993,3.66301,21.1627,True,32.3946,33.3533
800,1,619,0.5,0.176715,0.0151041,0.0302081,0.170943,0.626167,3.66301,32.7493,True,1.40034,1.44178
800,1,619,1,1.41372,0.120832,0.241665,0.170943,0.626167,3.66301,32.7493,True,2.80068,2.88355
800,1,619,2,11.3097,0.96666,1.93332,0.170943,0.626167,3.66301,32.7493,True,5.60135,5.76711
800,1,619,5,176.715,15.1041,30.2081,0.170943,0.626167,3.66301,32.7493,True,14.0034,14.4178
800,1,619,10,1413.72,120.832,241.665,0.170943,0.626167,3.66301,32.7493,True,28.0068,28.8355
800,1,800,0.5,0.176715,0.0116868,0.0233735,0.132267,0.484496,3.66301,42.3255,False,1.28558,1.32363
800,1,800,1,1.41372,0.0934941,0.186988,0.132267,0.484496,3.66301,42.3255,False,2.57116,2.64725
800,1,800,2,11.3097,0.747953,1.49591,0.132267,0.484496,3.66301,42.3255,False,5.14233,5.2945
800,1,800,5,176.715,11.6868,23.3735,0.132267,0.484496,3.66301,42.3255,False,12.8558,13.2363
800,1,800,10,1413.72,93.4941,186.988,0.132267,0.484496,3.66301,42.3255,False,25.7116,26.4725
800,1,1000,0.5,0.176715,0.00934941,0.0186988,0.105814,0.387597,3.66301,52.9068,False,1.19343,1.22874
800,1,1000,1,1.41372,0.0747953,0.149591,0.105814,0.387597,3.66301,52.9068,False,2.38686,2.45749
800,1,1000,2,11.3097,0.598362,1.19672,0.105814,0.387597,3.66301,52.9068,False,4.77372,4.91498
800,1,1000,5,176.715,9.34941,18.6988,0.105814,0.387597,3.66301,52.9068,False,11.9343,12.2874
800,1,1000,10,1413.72,74.7953,149.591,0.105814,0.387597,3.66301,52.9068,False,23.8686,24.5749
800,1.5,400,0.5,0.176715,0.0155824,0.0311647,0.176356,0.645995,3.66301,14.1085,True,1.41497,1.45684
800,1.5,400,1,1.41372,0.124659,0.249318,0.176356,0.645995,3.66301,14.1085,True,2.82993,2.91368
800,1.5,400,2,11.3097,0.997271,1.99454,0.176356,0.645995,3.66301,14.1085,True,5.65987,5.82735
800,1.5,400,5,176.715,15.5824,31.1647,0.176356,0.645995,3.66301,14.1085,True,14.1497,14.5684
800,1.5,400,10,1413.72,124.659,249.318,0.176356,0.645995,3.66301,14.1085,True,28.2993,29.1368
800,1.5,619,0.5,0.176715,0.0100694,0.0201387,0.113962,0.417444,3.66301,21.8329,True,1.22331,1.25951
800,1.5,619,1,1.41372,0.080555,0.16111,0.113962,0.417444,3.66301,21.8329,True,2.44662,2.51902
800,1.5,619,2,11.3097,0.64444,1.28888,0.113962,0.417444,3.66301,21.8329,True,4.89323,5.03803
800,1.5,619,5,176.715,10.0694,20.1387,0.113962,0.417444,3.66301,21.8329,True,12.2331,12.5951
800,1.5,619,10,1413.72,80.555,161.11,0.113962,0.417444,3.66301,21.8329,True,24.4662,25.1902
800,1.5,800,0.5,0.176715,0.00779118,0.0155824,0.0881781,0.322998,3.66301,28.217,True,1.12306,1.15629
800,1.5,800,1,1.41372,0.0623294,0.124659,0.0881781,0.322998,3.66301,28.217,True,2.24612,2.31259
800,1.5,800,2,11.3097,0.498635,0.997271,0.0881781,0.322998,3.66301,28.217,True,4.49224,4.62517
800,1.5,800,5,176.715,7.79118,15.5824,0.0881781,0.322998,3.66301,28.217,True,11.2306,11.5629
800,1.5,800,10,1413.72,62.3294,124.659,0.0881781,0.322998,3.66301,28.217,True,22.4612,23.1259
800,1.5,1000,0.5,0.176715,0.00623294,0.0124659,0.0705425,0.258398,3.66301,35.2712,True,1.04256,1.07341
800,1.5,1000,1,1.41372,0.0498635,0.0997271,0.0705425,0.258398,3.66301,35.2712,True,2.08511,2.14681
800,1.5,1000,2,11.3097,0.398908,0.797816,0.0705425,0.258398,3.66301,35.2712,True,4.17022,4.29363
800,1.5,1000,5,176.715,6.23294,12.4659,0.0705425,0.258398,3.66301,35.2712,True,10.4256,10.7341
800,1.5,1000,10,1413.72,49.8635,99.7271,0.0705425,0.258398,3.66301,35.2712,True,20.8511,21.4681
800,2,400,0.5,0.176715,0.0116868,0.0233735,0.132267,0.484496,3.66301,10.5814,True,1.28558,1.32363
800,2,400,1,1.41372,0.0934941,0.186988,0.132267,0.484496,3.66301,10.5814,True,2.57116,2.64725
800,2,400,2,11.3097,0.747953,1.49591,0.132267,0.484496,3.66301,10.5814,True,5.14233,5.2945
800,2,400,5,176.715,11.6868,23.3735,0.132267,0.484496,3.66301,10.5814,True,12.8558,13.2363
800,2,400,10,1413.72,93.4941,186.988,0.132267,0.484496,3.66301,10.5814,True,25.7116,26.4725
800,2,619,0.5,0.176715,0.00755203,0.0151041,0.0854715,0.313083,3.66301,16.3747,True,1.11145,1.14434
800,2,619,1,1.41372,0.0604162,0.120832,0.0854715,0.313083,3.66301,16.3747,True,2.2229,2.28868
800,2,619,2,11.3097,0.48333,0.96666,0.0854715,0.313083,3.66301,16.3747,True,4.4458,4.57736
800,2,619,5,176.715,7.55203,15.1041,0.0854715,0.313083,3.66301,16.3747,True,11.1145,11.4434
800,2,619,10,1413.72,60.4162,120.832,0.0854715,0.313083,3.66301,16.3747,True,22.229,22.8868
800,2,800,0.5,0.176715,0.00584338,0.0116868,0.0661336,0.242248,3.66301,21.1627,True,1.02037,1.05056
800,2,800,1,1.41372,0.0467471,0.0934941,0.0661336,0.242248,3.66301,21.1627,True,2.04073,2.10112
800,2,800,2,11.3097,0.373976,0.747953,0.0661336,0.242248,3.66301,21.1627,True,4.08147,4.20225
800,2,800,5,176.715,5.84338,11.6868,0.0661336,0.242248,3.66301,21.1627,True,10.2037,10.5056
800,2,800,10,1413.72,46.7471,93.4941,0.0661336,0.242248,3.66301,21.1627,True,20.4073,21.0112
800,2,1000,0.5,0.176715,0.00467471,0.00934941,0.0529068,0.193799,3.66301,26.4534,True,0.947225,0.975255
800,2,1000,1,1.41372,0.0373976,0.0747953,0.0529068,0.193799,3.66301,26.4534,True,1.89445,1.95051
800,2,1000,2,11.3097,0.299181,0.598362,0.0529068,0.193799,3.66301,26.4534,True,3.7889,3.90102
800,2,1000,5,176.715,4.67471,9.34941,0.0529068,0.193799,3.66301,26.4534,True,9.47225,9.75255
800,2,1000,10,1413.72,37.3976,74.7953,0.0529068,0.193799,3.66301,26.4534,True,18.9445,19.5051
800,2.5,400,0.5,0.176715,0.00934941,0.0186988,0.105814,0.387597,3.66301,8.4651,True,1.19343,1.22874
800,2.5,400,1,1.41372,0.0747953,0.149591,0.105814,0.387597,3.66301,8.4651,True,2.38686,2.45749
800,2.5,400,2,11.3097,0.598362,1.19672,0.105814,0.387597,3.66301,8.4651,True,4.77372,4.91498
800,2.5,400,5,176.715,9.34941,18.6988,0.105814,0.387597,3.66301,8.4651,True,11.9343,12.2874
800,2.5,400,10,1413.72,74.7953,149.591,0.105814,0.387597,3.66301,8.4651,True,23.8686,24.5749
800,2.5,619,0.5,0.176715,0.00604162,0.0120832,0.0683772,0.250467,3.66301,13.0997,True,1.03178,1.06231
800,2.5,619,1,1.41372,0.048333,0.096666,0.0683772,0.250467,3.66301,13.0997,True,2.06356,2.12462
800,2.5,619,2,11.3097,0.386664,0.773328,0.0683772,0.250467,3.66301,13.0997,True,4.12711,4.24924
800,2.5,619,5,176.715,6.04162,12.0832,0.0683772,0.250467,3.66301,13.0997,True,10.3178,10.6231
800,2.5,619,10,1413.72,48.333,96.666,0.0683772,0.250467,3.66301,13.0997,True,20.6356,21.2462
800,2.5,800,0.5,0.176715,0.00467471,0.00934941,0.0529068,0.193799,3.66301,16.9302,True,0.947225,0.975255
800,2.5,800,1,1.41372,0.0373976,0.0747953,0.0529068,0.193799,3.66301,16.9302,True,1.89445,1.95051
800,2.5,800,2,11.3097,0.299181,0.598362,0.0529068,0.193799,3.66301,16.9302,True,3.7889,3.90102
800,2.5,800,5,176.715,4.67471,9.34941,0.0529068,0.193799,3.66301,16.9302,True,9.47225,9.75255
800,2.5,800,10,1413.72,37.3976,74.7953,0.0529068,0.193799,3.66301,16.9302,True,18.9445,19.5051
800,2.5,1000,0.5,0.176715,0.00373976,0.00747953,0.0423255,0.155039,3.66301,21.1627,True,0.879326,0.905347
800,2.5,1000,1,1.41372,0.0299181,0.0598362,0.0423255,0.155039,3.66301,21.1627,True,1.75865,1.81069
800,2.5,1000,2,11.3097,0.239345,0.47869,0.0423255,0.155039,3.66301,21.1627,True,3.5173,3.62139
800,2.5,1000,5,176.715,3.73976,7.47953,0.0423255,0.155039,3.66301,21.1627,True,8.79326,9.05347
800,2.5,1000,10,1413.72,29.9181,59.8362,0.0423255,0.155039,3.66301,21.1627,True,17.5865,18.1069
900,1,400,0.5,0.176715,0.0228874,0.0457748,0.259032,1.09374,4.22242,20.7226,True,1.60842,1.65602
900,1,400,1,1.41372,0.183099,0.366198,0.259032,1.09374,4.22242,20.7226,True,3.21685,3.31204
900,1,400,2,11.3097,1.46479,2.92959,0.259032,1.09374,4.22242,20.7226,True,6.4337,6.62408
900,1,400,5,176.715,22.8874,45.7748,0.259032,1.09374,4.22242,20.7226,True,16.0842,16.5602
900,1,400,10,1413.72,183.099,366.198,0.259032,1.09374,4.22242,20.7226,True,32.1685,33.1204
900,1,619,0.5,0.176715,0.0147899,0.0295798,0.167388,0.70678,4.22242,32.0682,True,1.39056,1.43171
900,1,619,1,1.41372,0.118319,0.236639,0.167388,0.70678,4.22242,32.0682,True,2.78112,2.86342
900,1,619,2,11.3097,0.946555,1.89311,0.167388,0.70678,4.22242,32.0682,True,5.56225,5.72685
900,1,619,5,176.715,14.7899,29.5798,0.167388,0.70678,4.22242,32.0682,True,13.9056,14.3171
900,1,619,10,1413.72,118.319,236.639,0.167388,0.70678,4.22242,32.0682,True,27.8112,28.6342
900,1,800,0.5,0.176715,0.0114437,0.0228874,0.129516,0.546871,4.22242,41.4452,False,1.27661,1.31438
900,1,800,1,1.41372,0.0915496,0.183099,0.129516,0.546871,4.22242,41.4452,False,2.55321,2.62877
900,1,800,2,11.3097,0.732397,1.46479,0.129516,0.546871,4.22242,41.4452,False,5.10643,5.25754
900,1,800,5,176.715,11.4437,22.8874,0.129516,0.546871,4.22242,41.4452,False,12.7661,13.1438
900,1,800,10,1413.72,91.5496,183.099,0.129516,0.546871,4.22242,41.4452,False,25.5321,26.2877
900,1,1000,0.5,0.176715,0.00915496,0.0183099,0.103613,0.437497,4.22242,51.8065,False,1.1851,1.22017
900,1,1000,1,1.41372,0.0732397,0.146479,0.103613,0.437497,4.22242,51.8065,False,2.37019,2.44033
900,1,1000,2,11.3097,0.585918,1.17184,0.103613,0.437497,4.22242,51.8065,False,4.74039,4.88067
900,1,1000,5,176.715,9.15496,18.3099,0.103613,0.437497,4.22242,51.8065,False,11.851,12.2017
900,1,1000,10,1413.72,73.2397,146.479,0.103613,0.437497,4.22242,51.8065,False,23.7019,24.4033
900,1.5,400,0.5,0.176715,0.0152583,0.0305165,0.172688,0.729162,4.22242,13.8151,True,1.40509,1.44667
900,1.5,400,1,1.41372,0.122066,0.244132,0.172688,0.729162,4.22242,13.8151,True,2.81018,2.89333
900,1.5,400,2,11.3097,0.976529,1.95306,0.172688,0.729162,4.22242,13.8151,True,5.62035,5.78667
900,1.5,400,5,176.715,15.2583,30.5165,0.172688,0.729162,4.22242,13.8151,True,14.0509,14.4667
900,1.5,400,10,1413.72,122.066,244.132,0.172688,0.729162,4.22242,13.8151,True,28.1018,28.9333
900,1.5,619,0.5,0.176715,0.00985995,0.0197199,0.111592,0.471187,4.22242,21.3788,True,1.21477,1.25072
900,1.5,619,1,1.41372,0.0788796,0.157759,0.111592,0.471187,4.22242,21.3788,True,2.42954,2.50143
900,1.5,619,2,11.3097,0.631037,1.26207,0.111592,0.471187,4.22242,21.3788,True,4.85907,5.00286
900,1.5,619,5,176.715,9.85995,19.7199,0.111592,0.471187,4.22242,21.3788,True,12.1477,12.5072
900,1.5,619,10,1413.72,78.8796,157.759,0.111592,0.471187,4.22242,21.3788,True,24.2954,25.0143
900,1.5,800,0.5,0.176715,0.00762913,0.0152583,0.0863441,0.364581,4.22242,27.6301,True,1.11522,1.14822
900,1.5,800,1,1.41372,0.0610331,0.122066,0.0863441,0.364581,4.22242,27.6301,True,2.23044,2.29644
900,1.5,800,2,11.3097,0.488265,0.976529,0.0863441,0.364581,4.22242,27.6301,True,4.46088,4.59288
900,1.5,800,5,176.715,7.62913,15.2583,0.0863441,0.364581,4.22242,27.6301,True,11.1522,11.4822
900,1.5,800,10,1413.72,61.0331,122.066,0.0863441,0.364581,4.22242,27.6301,True,22.3044,22.9644
900,1.5,1000,0.5,0.176715,0.00610331,0.0122066,0.0690753,0.291665,4.22242,34.5377,True,1.03528,1.06591
900,1.5,1000,1,1.41372,0.0488265,0.0976529,0.0690753,0.291665,4.22242,34.5377,True,2.07056,2.13183
900,1.5,1000,2,11.3097,0.390612,0.781223,0.0690753,0.291665,4.22242,34.5377,True,4.14111,4.26365
900,1.5,1000,5,176.715,6.10331,12.2066,0.0690753,0.291665,4.22242,34.5377,True,10.3528,10.6591
900,1.5,1000,10,1413.72,48.8265,97.6529,0.0690753,0.291665,4.22242,34.5377,True,20.7056,21.3183
900,2,400,0.5,0.176715,0.0114437,0.0228874,0.129516,0.546871,4.22242,10.3613,True,1.27661,1.31438
900,2,400,1,1.41372,0.0915496,0.183099,0.129516,0.546871,4.22242,10.3613,True,2.55321,2.62877
900,2,400,2,11.3097,0.732397,1.46479,0.129516,0.546871,4.22242,10.3613,True,5.10643,5.25754
900,2,400,5,176.715,11.4437,22.8874,0.129516,0.546871,4.22242,10.3613,True,12.7661,13.1438
900,2,400,10,1413.72,91.5496,183.099,0.129516,0.546871,4.22242,10.3613,True,25.5321,26.2877
900,2,619,0.5,0.176715,0.00739496,0.0147899,0.0836938,0.35339,4.22242,16.0341,True,1.10369,1.13635
900,2,619,1,1.41372,0.0591597,0.118319,0.0836938,0.35339,4.22242,16.0341,True,2.20738,2.2727
900,2,619,2,11.3097,0.473278,0.946555,0.0836938,0.35339,4.22242,16.0341,True,4.41476,4.5454
900,2,619,5,176.715,7.39496,14.7899,0.0836938,0.35339,4.22242,16.0341,True,11.0369,11.3635
900,2,619,10,1413.72,59.1597,118.319,0.0836938,0.35339,4.22242,16.0341,True,22.0738,22.727
900,2,800,0.5,0.176715,0.00572185,0.0114437,0.0647581,0.273436,4.22242,20.7226,True,1.01324,1.04323
900,2,800,1,1.41372,0.0457748,0.0915496,0.0647581,0.273436,4.22242,20.7226,True,2.02649,2.08646
900,2,800,2,11.3097,0.366198,0.732397,0.0647581,0.273436,4.22242,20.7226,True,4.05298,4.17291
900,2,800,5,176.715,5.72185,11.4437,0.0647581,0.273436,4.22242,20.7226,True,10.1324,10.4323
900,2,800,10,1413.72,45.7748,91.5496,0.0647581,0.273436,4.22242,20.7226,True,20.2649,20.8646
900,2,1000,0.5,0.176715,0.00457748,0.00915496,0.0518065,0.218749,4.22242,25.9032,True,0.940612,0.968447
900,2,1000,1,1.41372,0.0366198,0.0732397,0.0518065,0.218749,4.22242,25.9032,True,1.88122,1.93689
900,2,1000,2,11.3097,0.292959,0.585918,0.0518065,0.218749,4.22242,25.9032,True,3.76245,3.87379
900,2,1000,5,176.715,4.57748,9.15496,0.0518065,0.218749,4.22242,25.9032,True,9.40612,9.68447
900,2,1000,10,1413.72,36.6198,73.2397,0.0518065,0.218749,4.22242,25.9032,True,18.8122,19.3689
900,2.5,400,0.5,0.176715,0.00915496,0.0183099,0.103613,0.437497,4.22242,8.28904,True,1.1851,1.22017
900,2.5,400,1,1.41372,0.0732397,0.146479,0.103613,0.437497,4.22242,8.28904,True,2.37019,2.44033
900,2.5,400,2,11.3097,0.585918,1.17184,0.103613,0.437497,4.22242,8.28904,True,4.74039,4.88067
900,2.5,400,5,176.715,9.15496,18.3099,0.103613,0.437497,4.22242,8.28904,True,11.851,12.2017
900,2.5,400,10,1413.72,73.2397,146.479,0.103613,0.437497,4.22242,8.28904,True,23.7019,24.4033
900,2.5,619,0.5,0.176715,0.00591597,0.0118319,0.0669551,0.282712,4.22242,12.8273,True,1.02457,1.05489
900,2.5,619,1,1.41372,0.0473278,0.0946555,0.0669551,0.282712,4.22242,12.8273,True,2.04915,2.10979
900,2.5,619,2,11.3097,0.378622,0.757244,0.0669551,0.282712,4.22242,12.8273,True,4.0983,4.21958
900,2.5,619,5,176.715,5.91597,11.8319,0.0669551,0.282712,4.22242,12.8273,True,10.2457,10.5489
900,2.5,619,10,1413.72,47.3278,94.6555,0.0669551,0.282712,4.22242,12.8273,True,20.4915,21.0979
900,2.5,800,0.5,0.176715,0.00457748,0.00915496,0.0518065,0.218749,4.22242,16.5781,True,0.940612,0.968447
900,2.5,800,1,1.41372,0.0366198,0.0732397,0.0518065,0.218749,4.22242,16.5781,True,1.88122,1.93689
900,2.5,800,2,11.3097,0.292959,0.585918,0.0518065,0.218749,4.22242,16.5781,True,3.76245,3.87379
