h_km,beta,v_rel_m_s,d_debris_cm,m_t_g,m_p_min_g,m_p_design_g,f_h_g_per_g,f_h_v4_direct_g_per_g,f_ratio_v4_over_v5,Es_kJ_kg,Es_below_threshold,d_grain_Re_mm_if_single,d_grain_W_mm_if_single
900,2.5,800,5,176.715,4.57748,9.15496,0.0518065,0.218749,4.22242,16.5781,True,9.40612,9.68447
900,2.5,800,10,1413.72,36.6198,73.2397,0.0518065,0.218749,4.22242,16.5781,True,18.8122,19.3689
900,2.5,1000,0.5,0.176715,0.00366198,0.00732397,0.0414452,0.174999,4.22242,20.7226,True,0.873187,0.899026
900,2.5,1000,1,1.41372,0.0292959,0.0585918,0.0414452,0.174999,4.22242,20.7226,True,1.74637,1.79805
900,2.5,1000,2,11.3097,0.234367,0.468734,0.0414452,0.174999,4.22242,20.7226,True,3.49275,3.59611
900,2.5,1000,5,176.715,3.66198,7.32397,0.0414452,0.174999,4.22242,20.7226,True,8.73187,8.99026
900,2.5,1000,10,1413.72,29.2959,58.5918,0.0414452,0.174999,4.22242,20.7226,True,17.4637,17.9805
1000,1,400,0.5,0.176715,0.0224179,0.0448358,0.253719,1.21542,4.79043,20.2975,True,1.59735,1.64462
1000,1,400,1,1.41372,0.179343,0.358686,0.253719,1.21542,4.79043,20.2975,True,3.1947,3.28924
1000,1,400,2,11.3097,1.43475,2.86949,0.253719,1.21542,4.79043,20.2975,True,6.3894,6.57847
1000,1,400,5,176.715,22.4179,44.8358,0.253719,1.21542,4.79043,20.2975,True,15.9735,16.4462
1000,1,400,10,1413.72,179.343,358.686,0.253719,1.21542,4.79043,20.2975,True,31.947,32.8924
1000,1,619,0.5,0.176715,0.0144865,0.0289731,0.163954,0.785411,4.79043,31.4104,True,1.38099,1.42185
1000,1,619,1,1.41372,0.115892,0.231784,0.163954,0.785411,4.79043,31.4104,True,2.76198,2.84371
1000,1,619,2,11.3097,0.927138,1.85428,0.163954,0.785411,4.79043,31.4104,True,5.52395,5.68742
1000,1,619,5,176.715,14.4865,28.9731,0.163954,0.785411,4.79043,31.4104,True,13.8099,14.2185
1000,1,619,10,1413.72,115.892,231.784,0.163954,0.785411,4.79043,31.4104,True,27.6198,28.4371
1000,1,800,0.5,0.176715,0.011209,0.0224179,0.126859,0.607711,4.79043,40.595,False,1.26782,1.30533
1000,1,800,1,1.41372,0.0896716,0.179343,0.126859,0.607711,4.79043,40.595,False,2.53564,2.61067
1000,1,800,2,11.3097,0.717373,1.43475,0.126859,0.607711,4.79043,40.595,False,5.07127,5.22134
1000,1,800,5,176.715,11.209,22.4179,0.126859,0.607711,4.79043,40.595,False,12.6782,13.0533
1000,1,800,10,1413.72,89.6716,179.343,0.126859,0.607711,4.79043,40.595,False,25.3564,26.1067
1000,1,1000,0.5,0.176715,0.00896716,0.0179343,0.101487,0.486169,4.79043,50.7437,False,1.17694,1.21177
1000,1,1000,1,1.41372,0.0717373,0.143475,0.101487,0.486169,4.79043,50.7437,False,2.35388,2.42353
1000,1,1000,2,11.3097,0.573898,1.1478,0.101487,0.486169,4.79043,50.7437,False,4.70775,4.84706
1000,1,1000,5,176.715,8.96716,17.9343,0.101487,0.486169,4.79043,50.7437,False,11.7694,12.1177
1000,1,1000,10,1413.72,71.7373,143.475,0.101487,0.486169,4.79043,50.7437,False,23.5388,24.2353
1000,1.5,400,0.5,0.176715,0.0149453,0.0298905,0.169146,0.810282,4.79043,13.5317,True,1.39541,1.43671
1000,1.5,400,1,1.41372,0.119562,0.239124,0.169146,0.810282,4.79043,13.5317,True,2.79083,2.87341
1000,1.5,400,2,11.3097,0.956497,1.91299,0.169146,0.810282,4.79043,13.5317,True,5.58166,5.74683
1000,1.5,400,5,176.715,14.9453,29.8905,0.169146,0.810282,4.79043,13.5317,True,13.9541,14.3671
1000,1.5,400,10,1413.72,119.562,239.124,0.169146,0.810282,4.79043,13.5317,True,27.9083,28.7341
1000,1.5,619,0.5,0.176715,0.00965768,0.0193154,0.109303,0.523607,4.79043,20.9403,True,1.2064,1.2421
1000,1.5,619,1,1.41372,0.0772615,0.154523,0.109303,0.523607,4.79043,20.9403,True,2.41281,2.48421
1000,1.5,619,2,11.3097,0.618092,1.23618,0.109303,0.523607,4.79043,20.9403,True,4.82562,4.96842
1000,1.5,619,5,176.715,9.65768,19.3154,0.109303,0.523607,4.79043,20.9403,True,12.064,12.421
1000,1.5,619,10,1413.72,77.2615,154.523,0.109303,0.523607,4.79043,20.9403,True,24.1281,24.8421
1000,1.5,800,0.5,0.176715,0.00747263,0.0149453,0.0845729,0.405141,4.79043,27.0633,True,1.10754,1.14031
1000,1.5,800,1,1.41372,0.0597811,0.119562,0.0845729,0.405141,4.79043,27.0633,True,2.21508,2.28063
1000,1.5,800,2,11.3097,0.478249,0.956497,0.0845729,0.405141,4.79043,27.0633,True,4.43016,4.56126
1000,1.5,800,5,176.715,7.47263,14.9453,0.0845729,0.405141,4.79043,27.0633,True,11.0754,11.4031
1000,1.5,800,10,1413.72,59.7811,119.562,0.0845729,0.405141,4.79043,27.0633,True,22.1508,22.8063
1000,1.5,1000,0.5,0.176715,0.00597811,0.0119562,0.0676583,0.324113,4.79043,33.8292,True,1.02815,1.05857
1000,1.5,1000,1,1.41372,0.0478249,0.0956497,0.0676583,0.324113,4.79043,33.8292,True,2.0563,2.11715
1000,1.5,1000,2,11.3097,0.382599,0.765198,0.0676583,0.324113,4.79043,33.8292,True,4.1126,4.2343
1000,1.5,1000,5,176.715,5.97811,11.9562,0.0676583,0.324113,4.79043,33.8292,True,10.2815,10.5857
1000,1.5,1000,10,1413.72,47.8249,95.6497,0.0676583,0.324113,4.79043,33.8292,True,20.563,21.1715
1000,2,400,0.5,0.176715,0.011209,0.0224179,0.126859,0.607711,4.79043,10.1487,True,1.26782,1.30533
1000,2,400,1,1.41372,0.0896716,0.179343,0.126859,0.607711,4.79043,10.1487,True,2.53564,2.61067
1000,2,400,2,11.3097,0.717373,1.43475,0.126859,0.607711,4.79043,10.1487,True,5.07127,5.22134
1000,2,400,5,176.715,11.209,22.4179,0.126859,0.607711,4.79043,10.1487,True,12.6782,13.0533
1000,2,400,10,1413.72,89.6716,179.343,0.126859,0.607711,4.79043,10.1487,True,25.3564,26.1067
1000,2,619,0.5,0.176715,0.00724326,0.0144865,0.081977,0.392705,4.79043,15.7052,True,1.09609,1.12853
1000,2,619,1,1.41372,0.0579461,0.115892,0.081977,0.392705,4.79043,15.7052,True,2.19218,2.25705
1000,2,619,2,11.3097,0.463569,0.927138,0.081977,0.392705,4.79043,15.7052,True,4.38436,4.5141
1000,2,619,5,176.715,7.24326,14.4865,0.081977,0.392705,4.79043,15.7052,True,10.9609,11.2853
1000,2,619,10,1413.72,57.9461,115.892,0.081977,0.392705,4.79043,15.7052,True,21.9218,22.5705
1000,2,800,0.5,0.176715,0.00560448,0.011209,0.0634297,0.303856,4.79043,20.2975,True,1.00627,1.03604
1000,2,800,1,1.41372,0.0448358,0.0896716,0.0634297,0.303856,4.79043,20.2975,True,2.01253,2.07209
1000,2,800,2,11.3097,0.358686,0.717373,0.0634297,0.303856,4.79043,20.2975,True,4.02507,4.14418
1000,2,800,5,176.715,5.60448,11.209,0.0634297,0.303856,4.79043,20.2975,True,10.0627,10.3604
1000,2,800,10,1413.72,44.8358,89.6716,0.0634297,0.303856,4.79043,20.2975,True,20.1253,20.7209
1000,2,1000,0.5,0.176715,0.00448358,0.00896716,0.0507437,0.243085,4.79043,25.3719,True,0.934136,0.961779
1000,2,1000,1,1.41372,0.0358686,0.0717373,0.0507437,0.243085,4.79043,25.3719,True,1.86827,1.92356
1000,2,1000,2,11.3097,0.286949,0.573898,0.0507437,0.243085,4.79043,25.3719,True,3.73654,3.84712
1000,2,1000,5,176.715,4.48358,8.96716,0.0507437,0.243085,4.79043,25.3719,True,9.34136,9.61779
1000,2,1000,10,1413.72,35.8686,71.7373,0.0507437,0.243085,4.79043,25.3719,True,18.6827,19.2356
1000,2.5,400,0.5,0.176715,0.00896716,0.0179343,0.101487,0.486169,4.79043,8.119,True,1.17694,1.21177
1000,2.5,400,1,1.41372,0.0717373,0.143475,0.101487,0.486169,4.79043,8.119,True,2.35388,2.42353
1000,2.5,400,2,11.3097,0.573898,1.1478,0.101487,0.486169,4.79043,8.119,True,4.70775,4.84706
1000,2.5,400,5,176.715,8.96716,17.9343,0.101487,0.486169,4.79043,8.119,True,11.7694,12.1177
1000,2.5,400,10,1413.72,71.7373,143.475,0.101487,0.486169,4.79043,8.119,True,23.5388,24.2353
1000,2.5,619,0.5,0.176715,0.00579461,0.0115892,0.0655816,0.314164,4.79043,12.5642,True,1.01752,1.04763
1000,2.5,619,1,1.41372,0.0463569,0.0927138,0.0655816,0.314164,4.79043,12.5642,True,2.03504,2.09526
1000,2.5,619,2,11.3097,0.370855,0.74171,0.0655816,0.314164,4.79043,12.5642,True,4.07008,4.19052
1000,2.5,619,5,176.715,5.79461,11.5892,0.0655816,0.314164,4.79043,12.5642,True,10.1752,10.4763
1000,2.5,619,10,1413.72,46.3569,92.7138,0.0655816,0.314164,4.79043,12.5642,True,20.3504,20.9526
1000,2.5,800,0.5,0.176715,0.00448358,0.00896716,0.0507437,0.243085,4.79043,16.238,True,0.934136,0.961779
1000,2.5,800,1,1.41372,0.0358686,0.0717373,0.0507437,0.243085,4.79043,16.238,True,1.86827,1.92356
1000,2.5,800,2,11.3097,0.286949,0.573898,0.0507437,0.243085,4.79043,16.238,True,3.73654,3.84712
1000,2.5,800,5,176.715,4.48358,8.96716,0.0507437,0.243085,4.79043,16.238,True,9.34136,9.61779
1000,2.5,800,10,1413.72,35.8686,71.7373,0.0507437,0.243085,4.79043,16.238,True,18.6827,19.2356
1000,2.5,1000,0.5,0.176715,0.00358686,0.00717373,0.040595,0.194468,4.79043,20.2975,True,0.867175,0.892836
1000,2.5,1000,1,1.41372,0.0286949,0.0573898,0.040595,0.194468,4.79043,20.2975,True,1.73435,1.78567
1000,2.5,1000,2,11.3097,0.229559,0.459119,0.040595,0.194468,4.79043,20.2975,True,3.4687,3.57135
1000,2.5,1000,5,176.715,3.58686,7.17373,0.040595,0.194468,4.79043,20.2975,True,8.67175,8.92836
1000,2.5,1000,10,1413.72,28.6949,57.3898,0.040595,0.194468,4.79043,20.2975,True,17.3435,17.8567
1100,1,400,0.5,0.176715,0.0219642,0.0439285,0.248584,1.33414,5.36694,19.8867,True,1.5865,1.63345
1100,1,400,1,1.41372,0.175714,0.351428,0.248584,1.33414,5.36694,19.8867,True,3.173,3.2669
1100,1,400,2,11.3097,1.40571,2.81142,0.248584,1.33414,5.36694,19.8867,True,6.34601,6.5338
1100,1,400,5,176.715,21.9642,43.9285,0.248584,1.33414,5.36694,19.8867,True,15.865,16.3345
1100,1,400,10,1413.72,175.714,351.428,0.248584,1.33414,5.36694,19.8867,True,31.73,32.669
1100,1,619,0.5,0.176715,0.0141934,0.0283867,0.160636,0.862124,5.36694,30.7747,True,1.37161,1.4122
1100,1,619,1,1.41372,0.113547,0.227094,0.160636,0.862124,5.36694,30.7747,True,2.74322,2.82439
1100,1,619,2,11.3097,0.908375,1.81675,0.160636,0.862124,5.36694,30.7747,True,5.48643,5.64879
1100,1,619,5,176.715,14.1934,28.3867,0.160636,0.862124,5.36694,30.7747,True,13.7161,14.122
1100,1,619,10,1413.72,113.547,227.094,0.160636,0.862124,5.36694,30.7747,True,27.4322,28.2439
1100,1,800,0.5,0.176715,0.0109821,0.0219642,0.124292,0.667068,5.36694,39.7735,True,1.25921,1.29647
1100,1,800,1,1.41372,0.0878569,0.175714,0.124292,0.667068,5.36694,39.7735,True,2.51841,2.59294
1100,1,800,2,11.3097,0.702855,1.40571,0.124292,0.667068,5.36694,39.7735,True,5.03683,5.18588
1100,1,800,5,176.715,10.9821,21.9642,0.124292,0.667068,5.36694,39.7735,True,12.5921,12.9647
1100,1,800,10,1413.72,87.8569,175.714,0.124292,0.667068,5.36694,39.7735,True,25.1841,25.9294
1100,1,1000,0.5,0.176715,0.00878569,0.0175714,0.0994337,0.533655,5.36694,49.7169,False,1.16894,1.20354
1100,1,1000,1,1.41372,0.0702855,0.140571,0.0994337,0.533655,5.36694,49.7169,False,2.33789,2.40707
1100,1,1000,2,11.3097,0.562284,1.12457,0.0994337,0.533655,5.36694,49.7169,False,4.67578,4.81414
1100,1,1000,5,176.715,8.78569,17.5714,0.0994337,0.533655,5.36694,49.7169,False,11.6894,12.0354
1100,1,1000,10,1413.72,70.2855,140.571,0.0994337,0.533655,5.36694,49.7169,False,23.3789,24.0707
1100,1.5,400,0.5,0.176715,0.0146428,0.0292856,0.165723,0.889424,5.36694,13.2578,True,1.38594,1.42695
1100,1.5,400,1,1.41372,0.117143,0.234285,0.165723,0.889424,5.36694,13.2578,True,2.77187,2.8539
1100,1.5,400,2,11.3097,0.937141,1.87428,0.165723,0.889424,5.36694,13.2578,True,5.54375,5.7078
1100,1.5,400,5,176.715,14.6428,29.2856,0.165723,0.889424,5.36694,13.2578,True,13.8594,14.2695
1100,1.5,400,10,1413.72,117.143,234.285,0.165723,0.889424,5.36694,13.2578,True,27.7187,28.539
1100,1.5,619,0.5,0.176715,0.00946224,0.0189245,0.107091,0.574749,5.36694,20.5165,True,1.19821,1.23367
1100,1.5,619,1,1.41372,0.075698,0.151396,0.107091,0.574749,5.36694,20.5165,True,2.39642,2.46734
1100,1.5,619,2,11.3097,0.605584,1.21117,0.107091,0.574749,5.36694,20.5165,True,4.79284,4.93467
1100,1.5,619,5,176.715,9.46224,18.9245,0.107091,0.574749,5.36694,20.5165,True,11.9821,12.3367
1100,1.5,619,10,1413.72,75.698,151.396,0.107091,0.574749,5.36694,20.5165,True,23.9642,24.6734
1100,1.5,800,0.5,0.176715,0.00732141,0.0146428,0.0828614,0.444712,5.36694,26.5157,True,1.10002,1.13257
1100,1.5,800,1,1.41372,0.0585713,0.117143,0.0828614,0.444712,5.36694,26.5157,True,2.20004,2.26514
1100,1.5,800,2,11.3097,0.46857,0.937141,0.0828614,0.444712,5.36694,26.5157,True,4.40007,4.53028
1100,1.5,800,5,176.715,7.32141,14.6428,0.0828614,0.444712,5.36694,26.5157,True,11.0002,11.3257
1100,1.5,800,10,1413.72,58.5713,117.143,0.0828614,0.444712,5.36694,26.5157,True,22.0004,22.6514
1100,1.5,1000,0.5,0.176715,0.00585713,0.0117143,0.0662891,0.35577,5.36694,33.1446,True,1.02117,1.05139
1100,1.5,1000,1,1.41372,0.046857,0.0937141,0.0662891,0.35577,5.36694,33.1446,True,2.04233,2.10277
1100,1.5,1000,2,11.3097,0.374856,0.749713,0.0662891,0.35577,5.36694,33.1446,True,4.08467,4.20554
1100,1.5,1000,5,176.715,5.85713,11.7143,0.0662891,0.35577,5.36694,33.1446,True,10.2117,10.5139
1100,1.5,1000,10,1413.72,46.857,93.7141,0.0662891,0.35577,5.36694,33.1446,True,20.4233,21.0277
1100,2,400,0.5,0.176715,0.0109821,0.0219642,0.124292,0.667068,5.36694,9.94337,True,1.25921,1.29647
1100,2,400,1,1.41372,0.0878569,0.175714,0.124292,0.667068,5.36694,9.94337,True,2.51841,2.59294
1100,2,400,2,11.3097,0.702855,1.40571,0.124292,0.667068,5.36694,9.94337,True,5.03683,5.18588
1100,2,400,5,176.715,10.9821,21.9642,0.124292,0.667068,5.36694,9.94337,True,12.5921,12.9647
1100,2,400,10,1413.72,87.8569,175.714,0.124292,0.667068,5.36694,9.94337,True,25.1841,25.9294
1100,2,619,0.5,0.176715,0.00709668,0.0141934,0.080318,0.431062,5.36694,15.3874,True,1.08865,1.12086
1100,2,619,1,1.41372,0.0567735,0.113547,0.080318,0.431062,5.36694,15.3874,True,2.17729,2.24172
1100,2,619,2,11.3097,0.454188,0.908375,0.080318,0.431062,5.36694,15.3874,True,4.35459,4.48345
1100,2,619,5,176.715,7.09668,14.1934,0.080318,0.431062,5.36694,15.3874,True,10.8865,11.2086
1100,2,619,10,1413.72,56.7735,113.547,0.080318,0.431062,5.36694,15.3874,True,21.7729,22.4172
1100,2,800,0.5,0.176715,0.00549106,0.0109821,0.0621461,0.333534,5.36694,19.8867,True,0.999433,1.02901
1100,2,800,1,1.41372,0.0439285,0.0878569,0.0621461,0.333534,5.36694,19.8867,True,1.99887,2.05802
1100,2,800,2,11.3097,0.351428,0.702855,0.0621461,0.333534,5.36694,19.8867,True,3.99773,4.11603
1100,2,800,5,176.715,5.49106,10.9821,0.0621461,0.333534,5.36694,19.8867,True,9.99433,10.2901
1100,2,800,10,1413.72,43.9285,87.8569,0.0621461,0.333534,5.36694,19.8867,True,19.9887,20.5802
1100,2,1000,0.5,0.176715,0.00439285,0.00878569,0.0497169,0.266827,5.36694,24.8584,True,0.927792,0.955247
1100,2,1000,1,1.41372,0.0351428,0.0702855,0.0497169,0.266827,5.36694,24.8584,True,1.85558,1.91049
1100,2,1000,2,11.3097,0.281142,0.562284,0.0497169,0.266827,5.36694,24.8584,True,3.71117,3.82099
1100,2,1000,5,176.715,4.39285,8.78569,0.0497169,0.266827,5.36694,24.8584,True,9.27792,9.55247
1100,2,1000,10,1413.72,35.1428,70.2855,0.0497169,0.266827,5.36694,24.8584,True,18.5558,19.1049
1100,2.5,400,0.5,0.176715,0.00878569,0.0175714,0.0994337,0.533655,5.36694,7.9547,True,1.16894,1.20354
1100,2.5,400,1,1.41372,0.0702855,0.140571,0.0994337,0.533655,5.36694,7.9547,True,2.33789,2.40707
1100,2.5,400,2,11.3097,0.562284,1.12457,0.0994337,0.533655,5.36694,7.9547,True,4.67578,4.81414
1100,2.5,400,5,176.715,8.78569,17.5714,0.0994337,0.533655,5.36694,7.9547,True,11.6894,12.0354
1100,2.5,400,10,1413.72,70.2855,140.571,0.0994337,0.533655,5.36694,7.9547,True,23.3789,24.0707
1100,2.5,619,0.5,0.176715,0.00567735,0.0113547,0.0642544,0.344849,5.36694,12.3099,True,1.01061,1.04052
1100,2.5,619,1,1.41372,0.0454188,0.0908375,0.0642544,0.344849,5.36694,12.3099,True,2.02122,2.08103
1100,2.5,619,2,11.3097,0.36335,0.7267,0.0642544,0.344849,5.36694,12.3099,True,4.04244,4.16206
1100,2.5,619,5,176.715,5.67735,11.3547,0.0642544,0.344849,5.36694,12.3099,True,10.1061,10.4052
1100,2.5,619,10,1413.72,45.4188,90.8375,0.0642544,0.344849,5.36694,12.3099,True,20.2122,20.8103
1100,2.5,800,0.5,0.176715,0.00439285,0.00878569,0.0497169,0.266827,5.36694,15.9094,True,0.927792,0.955247
1100,2.5,800,1,1.41372,0.0351428,0.0702855,0.0497169,0.266827,5.36694,15.9094,True,1.85558,1.91049
1100,2.5,800,2,11.3097,0.281142,0.562284,0.0497169,0.266827,5.36694,15.9094,True,3.71117,3.82099
1100,2.5,800,5,176.715,4.39285,8.78569,0.0497169,0.266827,5.36694,15.9094,True,9.27792,9.55247
1100,2.5,800,10,1413.72,35.1428,70.2855,0.0497169,0.266827,5.36694,15.9094,True,18.5558,19.1049
1100,2.5,1000,0.5,0.176715,0.00351428,0.00702855,0.0397735,0.213462,5.36694,19.8867,True,0.861285,0.886773
1100,2.5,1000,1,1.41372,0.0281142,0.0562284,0.0397735,0.213462,5.36694,19.8867,True,1.72257,1.77355
1100,2.5,1000,2,11.3097,0.224914,0.449828,0.0397735,0.213462,5.36694,19.8867,True,3.44514,3.54709
1100,2.5,1000,5,176.715,3.51428,7.02855,0.0397735,0.213462,5.36694,19.8867,True,8.61285,8.86773
1100,2.5,1000,10,1413.72,28.1142,56.2284,0.0397735,0.213462,5.36694,19.8867,True,17.2257,17.7355
1200,1,400,0.5,0.176715,0.0215257,0.0430513,0.243621,1.44998,5.9518,19.4897,True,1.57587,1.6225
1200,1,400,1,1.41372,0.172205,0.344411,0.243621,1.44998,5.9518,19.4897,True,3.15174,3.24501
1200,1,400,2,11.3097,1.37764,2.75528,0.243621,1.44998,5.9518,19.4897,True,6.30348,6.49002
1200,1,400,5,176.715,21.5257,43.0513,0.243621,1.44998,5.9518,19.4897,True,15.7587,16.225
1200,1,400,10,1413.72,172.205,344.411,0.243621,1.44998,5.9518,19.4897,True,31.5174,32.4501
1200,1,619,0.5,0.176715,0.01391,0.0278199,0.157429,0.936983,5.9518,30.1602,True,1.36242,1.40273
1200,1,619,1,1.41372,0.11128,0.222559,0.157429,0.936983,5.9518,30.1602,True,2.72484,2.80547
1200,1,619,2,11.3097,0.890237,1.78047,0.157429,0.936983,5.9518,30.1602,True,5.44967,5.61094
1200,1,619,5,176.715,13.91,27.8199,0.157429,0.936983,5.9518,30.1602,True,13.6242,14.0273
1200,1,619,10,1413.72,111.28,222.559,0.157429,0.936983,5.9518,30.1602,True,27.2484,28.0547
1200,1,800,0.5,0.176715,0.0107628,0.0215257,0.12181,0.724991,5.9518,38.9793,True,1.25077,1.28778
1200,1,800,1,1.41372,0.0861027,0.172205,0.12181,0.724991,5.9518,38.9793,True,2.50154,2.57556
1200,1,800,2,11.3097,0.688821,1.37764,0.12181,0.724991,5.9518,38.9793,True,5.00308,5.15113
1200,1,800,5,176.715,10.7628,21.5257,0.12181,0.724991,5.9518,38.9793,True,12.5077,12.8778
1200,1,800,10,1413.72,86.1027,172.205,0.12181,0.724991,5.9518,38.9793,True,25.0154,25.7556
1200,1,1000,0.5,0.176715,0.00861027,0.0172205,0.0974483,0.579993,5.9518,48.7241,False,1.16111,1.19547
1200,1,1000,1,1.41372,0.0688821,0.137764,0.0974483,0.579993,5.9518,48.7241,False,2.32222,2.39094
1200,1,1000,2,11.3097,0.551057,1.10211,0.0974483,0.579993,5.9518,48.7241,False,4.64445,4.78188
1200,1,1000,5,176.715,8.61027,17.2205,0.0974483,0.579993,5.9518,48.7241,False,11.6111,11.9547
1200,1,1000,10,1413.72,68.8821,137.764,0.0974483,0.579993,5.9518,48.7241,False,23.2222,23.9094
1200,1.5,400,0.5,0.176715,0.0143504,0.0287009,0.162414,0.966655,5.9518,12.9931,True,1.37665,1.41739
1200,1.5,400,1,1.41372,0.114804,0.229607,0.162414,0.966655,5.9518,12.9931,True,2.7533,2.83478
1200,1.5,400,2,11.3097,0.918428,1.83686,0.162414,0.966655,5.9518,12.9931,True,5.5066,5.66955
1200,1.5,400,5,176.715,14.3504,28.7009,0.162414,0.966655,5.9518,12.9931,True,13.7665,14.1739
1200,1.5,400,10,1413.72,114.804,229.607,0.162414,0.966655,5.9518,12.9931,True,27.533,28.3478
1200,1.5,619,0.5,0.176715,0.00927331,0.0185466,0.104952,0.624656,5.9518,20.1068,True,1.19018,1.2254
1200,1.5,619,1,1.41372,0.0741865,0.148373,0.104952,0.624656,5.9518,20.1068,True,2.38036,2.4508
1200,1.5,619,2,11.3097,0.593492,1.18698,0.104952,0.624656,5.9518,20.1068,True,4.76073,4.90161
1200,1.5,619,5,176.715,9.27331,18.5466,0.104952,0.624656,5.9518,20.1068,True,11.9018,12.254
1200,1.5,619,10,1413.72,74.1865,148.373,0.104952,0.624656,5.9518,20.1068,True,23.8036,24.508
1200,1.5,800,0.5,0.176715,0.00717522,0.0143504,0.0812069,0.483327,5.9518,25.9862,True,1.09265,1.12498
1200,1.5,800,1,1.41372,0.0574018,0.114804,0.0812069,0.483327,5.9518,25.9862,True,2.1853,2.24996
1200,1.5,800,2,11.3097,0.459214,0.918428,0.0812069,0.483327,5.9518,25.9862,True,4.37059,4.49993
1200,1.5,800,5,176.715,7.17522,14.3504,0.0812069,0.483327,5.9518,25.9862,True,10.9265,11.2498
1200,1.5,800,10,1413.72,57.4018,114.804,0.0812069,0.483327,5.9518,25.9862,True,21.853,22.4996
1200,1.5,1000,0.5,0.176715,0.00574018,0.0114804,0.0649655,0.386662,5.9518,32.4828,True,1.01432,1.04434
1200,1.5,1000,1,1.41372,0.0459214,0.0918428,0.0649655,0.386662,5.9518,32.4828,True,2.02865,2.08868
1200,1.5,1000,2,11.3097,0.367371,0.734743,0.0649655,0.386662,5.9518,32.4828,True,4.0573,4.17736
1200,1.5,1000,5,176.715,5.74018,11.4804,0.0649655,0.386662,5.9518,32.4828,True,10.1432,10.4434
1200,1.5,1000,10,1413.72,45.9214,91.8428,0.0649655,0.386662,5.9518,32.4828,True,20.2865,20.8868
1200,2,400,0.5,0.176715,0.0107628,0.0215257,0.12181,0.724991,5.9518,9.74483,True,1.25077,1.28778
1200,2,400,1,1.41372,0.0861027,0.172205,0.12181,0.724991,5.9518,9.74483,True,2.50154,2.57556
1200,2,400,2,11.3097,0.688821,1.37764,0.12181,0.724991,5.9518,9.74483,True,5.00308,5.15113
1200,2,400,5,176.715,10.7628,21.5257,0.12181,0.724991,5.9518,9.74483,True,12.5077,12.8778
1200,2,400,10,1413.72,86.1027,172.205,0.12181,0.724991,5.9518,9.74483,True,25.0154,25.7556
1200,2,619,0.5,0.176715,0.00695498,0.01391,0.0787143,0.468492,5.9518,15.0801,True,1.08135,1.11335
1200,2,619,1,1.41372,0.0556398,0.11128,0.0787143,0.468492,5.9518,15.0801,True,2.1627,2.2267
1200,2,619,2,11.3097,0.445119,0.890237,0.0787143,0.468492,5.9518,15.0801,True,4.32541,4.4534
1200,2,619,5,176.715,6.95498,13.91,0.0787143,0.468492,5.9518,15.0801,True,10.8135,11.1335
1200,2,619,10,1413.72,55.6398,111.28,0.0787143,0.468492,5.9518,15.0801,True,21.627,22.267
1200,2,800,0.5,0.176715,0.00538142,0.0107628,0.0609052,0.362495,5.9518,19.4897,True,0.992736,1.02211
1200,2,800,1,1.41372,0.0430513,0.0861027,0.0609052,0.362495,5.9518,19.4897,True,1.98547,2.04423
1200,2,800,2,11.3097,0.344411,0.688821,0.0609052,0.362495,5.9518,19.4897,True,3.97095,4.08845
1200,2,800,5,176.715,5.38142,10.7628,0.0609052,0.362495,5.9518,19.4897,True,9.92736,10.2211
1200,2,800,10,1413.72,43.0513,86.1027,0.0609052,0.362495,5.9518,19.4897,True,19.8547,20.4423
1200,2,1000,0.5,0.176715,0.00430513,0.00861027,0.0487241,0.289996,5.9518,24.3621,True,0.921575,0.948846
1200,2,1000,1,1.41372,0.0344411,0.0688821,0.0487241,0.289996,5.9518,24.3621,True,1.84315,1.89769
1200,2,1000,2,11.3097,0.275528,0.551057,0.0487241,0.289996,5.9518,24.3621,True,3.6863,3.79538
1200,2,1000,5,176.715,4.30513,8.61027,0.0487241,0.289996,5.9518,24.3621,True,9.21575,9.48846
1200,2,1000,10,1413.72,34.4411,68.8821,0.0487241,0.289996,5.9518,24.3621,True,18.4315,18.9769
1200,2.5,400,0.5,0.176715,0.00861027,0.0172205,0.0974483,0.579993,5.9518,7.79586,True,1.16111,1.19547
1200,2.5,400,1,1.41372,0.0688821,0.137764,0.0974483,0.579993,5.9518,7.79586,True,2.32222,2.39094
1200,2.5,400,2,11.3097,0.551057,1.10211,0.0974483,0.579993,5.9518,7.79586,True,4.64445,4.78188
1200,2.5,400,5,176.715,8.61027,17.2205,0.0974483,0.579993,5.9518,7.79586,True,11.6111,11.9547
1200,2.5,400,10,1413.72,68.8821,137.764,0.0974483,0.579993,5.9518,7.79586,True,23.2222,23.9094
1200,2.5,619,0.5,0.176715,0.00556398,0.011128,0.0629714,0.374793,5.9518,12.0641,True,1.00384,1.03354
1200,2.5,619,1,1.41372,0.0445119,0.0890237,0.0629714,0.374793,5.9518,12.0641,True,2.00768,2.06709
1200,2.5,619,2,11.3097,0.356095,0.71219,0.0629714,0.374793,5.9518,12.0641,True,4.01535,4.13417
1200,2.5,619,5,176.715,5.56398,11.128,0.0629714,0.374793,5.9518,12.0641,True,10.0384,10.3354
1200,2.5,619,10,1413.72,44.5119,89.0237,0.0629714,0.374793,5.9518,12.0641,True,20.0768,20.6709
1200,2.5,800,0.5,0.176715,0.00430513,0.00861027,0.0487241,0.289996,5.9518,15.5917,True,0.921575,0.948846
