L_m,charge_g,v,P_max_MPa,a_max_g,t_ms,eff_pct,recoil_Ns,under_cap
0.6,12.023235604020483,400.00000000000176,85.40909724062806,41250.04054648568,2.277674437575982,15.003628208235796,43.36090354313097,True
0.8,11.122986790351092,400.00000000000136,81.96847994184795,39527.83258848308,2.866101989344967,16.217960181273604,44.22673039158249,True
1.0,10.592356560686742,400.00000000000034,79.90137431971525,38493.1386823253,3.440495216058886,17.030408278764543,45.07055247030949,True
1.2,10.249560013065565,400.00000000000057,78.54954414447856,37816.47734992831,4.003398929567993,17.599990305222057,45.899629350639884,True
1.5,9.928849287977865,400.0000000000016,77.27255850819512,37177.27960310477,4.8294374281884265,18.16848575606546,47.11577912732517,True
