R_m,tau_ms,u_m_s,pointing_urad,muzzle_frac,lidar_bw,sigma_range_m,tof_s,t_go_s,sigma_pos_m,sigma_pos_snr10_m,sigma_v_m_s,a_rel_m_s2,term_vel_extrap_m,term_rel_accel_m,term_pointing_m,term_muzzle_m,term_range_m,d_miss_M1_v4_m,d_miss_M2_coorbital_m,d_miss_M3_extrapolating_m,penalty_M3,penalty_M1,M_launch_M3_g,M_launch_M1_g,p_hit_plan_M1,p_hit_plan_M3
5,0.1,10,200,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.000807754,0.541483,0.0619,0.00162887,0.541485,146816,1918.59,23653.5,309.103,0.98682,0.36231
5,0.1,10,200,0.01,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.000807754,0.00541483,0.0619,0.00162887,0.0055654,15.5093,1918.59,2.4987,309.103,0.98682,0.999893
5,0.1,10,200,0.01,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.000807754,0.000541483,0.0619,0.00162887,0.00139514,0.974627,1918.59,0.157022,309.103,0.98682,0.999993
5,0.1,10,1000,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,8.07754e-05,0.541483,0.0619,0.00509973,0.541506,146827,1918.59,23655.4,309.103,0.98682,0.362281
5,0.1,10,1000,0.001,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,8.07754e-05,0.00541483,0.0619,0.00509973,0.00737073,27.2033,1918.59,4.38272,309.103,0.98682,0.999812
5,0.1,10,1000,0.001,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,8.07754e-05,0.000541483,0.0619,0.00509973,0.00502996,12.6686,1918.59,2.04104,309.103,0.98682,0.999912
5,0.1,10,1000,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.000807754,0.541483,0.0619,0.00516268,0.541507,146828,1918.59,23655.4,309.103,0.98682,0.36228
5,0.1,10,1000,0.01,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.000807754,0.00541483,0.0619,0.00516268,0.00741442,27.5267,1918.59,4.43483,309.103,0.98682,0.99981
5,0.1,10,1000,0.01,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.000807754,0.000541483,0.0619,0.00516268,0.00509376,12.9921,1918.59,2.09315,309.103,0.98682,0.99991
5,0.1,50,50,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.000403877,2.70742,0.0619,0.00502259,2.70742,3.67037e+06,1918.59,591334,309.103,0.98682,9.48559e-12
5,0.1,50,50,0.001,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.000403877,0.0270742,0.0619,0.00502259,0.0270783,367.151,1918.59,59.1516,309.103,0.98682,0.997464
5,0.1,50,50,0.001,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.000403877,0.00270742,0.0619,0.00502259,0.0027489,3.78372,1918.59,0.609596,309.103,0.98682,0.999974
5,0.1,50,50,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.00403877,2.70742,0.0619,0.00643234,2.70742,3.67038e+06,1918.59,591335,309.103,0.98682,9.48506e-12
5,0.1,50,50,0.01,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.00403877,0.0270742,0.0619,0.00643234,0.0273749,375.237,1918.59,60.4544,309.103,0.98682,0.997409
5,0.1,50,50,0.01,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.00403877,0.00270742,0.0619,0.00643234,0.00486878,11.8697,1918.59,1.91233,309.103,0.98682,0.999918
5,0.1,50,200,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.000403877,2.70742,0.0619,0.00511506,2.70742,3.67037e+06,1918.59,591334,309.103,0.98682,9.48556e-12
5,0.1,50,200,0.001,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.000403877,0.0270742,0.0619,0.00511506,0.0270957,367.62,1918.59,59.2273,309.103,0.98682,0.997461
5,0.1,50,200,0.001,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.000403877,0.00270742,0.0619,0.00511506,0.00291444,4.25316,1918.59,0.685226,309.103,0.98682,0.999971
5,0.1,50,200,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.00403877,2.70742,0.0619,0.0065048,2.70742,3.67038e+06,1918.59,591335,309.103,0.98682,9.48503e-12
5,0.1,50,200,0.01,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.00403877,0.0270742,0.0619,0.0065048,0.027392,375.706,1918.59,60.53,309.103,0.98682,0.997405
5,0.1,50,200,0.01,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.00403877,0.00270742,0.0619,0.0065048,0.00496413,12.3392,1918.59,1.98796,309.103,0.98682,0.999915
5,0.1,50,1000,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.000403877,2.70742,0.0619,0.00708265,2.70742,3.67039e+06,1918.59,591336,309.103,0.98682,9.48477e-12
5,0.1,50,1000,0.001,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.000403877,0.0270742,0.0619,0.00708265,0.027535,379.638,1918.59,61.1634,309.103,0.98682,0.997378
5,0.1,50,1000,0.001,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.000403877,0.00270742,0.0619,0.00708265,0.00570035,16.2706,1918.59,2.62135,309.103,0.98682,0.999887
5,0.1,50,1000,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.00403877,2.70742,0.0619,0.00814324,2.70742,3.67039e+06,1918.59,591337,309.103,0.98682,9.48424e-12
5,0.1,50,1000,0.01,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.00403877,0.0270742,0.0619,0.00814324,0.0278267,387.724,1918.59,62.4661,309.103,0.98682,0.997322
5,0.1,50,1000,0.01,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.00403877,0.00270742,0.0619,0.00814324,0.00697442,24.3566,1918.59,3.92409,309.103,0.98682,0.999832
5,0.1,100,50,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.000807754,5.41483,0.0619,0.0100357,5.41483,1.46815e+07,1918.59,2.36533e+06,309.103,0.98682,8.09577e-45
5,0.1,100,50,0.001,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.000807754,0.0541483,0.0619,0.0100357,0.0541549,1468.51,1918.59,236.591,309.103,0.98682,0.989896
5,0.1,100,50,0.001,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.000807754,0.00541483,0.0619,0.0100357,0.00548052,15.0399,1918.59,2.42307,309.103,0.98682,0.999896
5,0.1,100,50,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.00807754,5.41483,0.0619,0.0128573,5.41484,1.46815e+07,1918.59,2.36534e+06,309.103,0.98682,8.09396e-45
5,0.1,100,50,0.01,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.00807754,0.0541483,0.0619,0.0128573,0.0547481,1500.85,1918.59,241.802,309.103,0.98682,0.989675
5,0.1,100,50,0.01,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.00025,0.00807754,0.00541483,0.0619,0.0128573,0.00972782,47.3839,1918.59,7.63402,309.103,0.98682,0.999672
5,0.1,100,200,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.000807754,5.41483,0.0619,0.0100823,5.41483,1.46815e+07,1918.59,2.36533e+06,309.103,0.98682,8.09575e-45
5,0.1,100,200,0.001,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.000807754,0.0541483,0.0619,0.0100823,0.0541636,1468.98,1918.59,236.667,309.103,0.98682,0.989893
5,0.1,100,200,0.001,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.000807754,0.00541483,0.0619,0.0100823,0.0055654,15.5093,1918.59,2.4987,309.103,0.98682,0.999893
5,0.1,100,200,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.00807754,5.41483,0.0619,0.0128937,5.41484,1.46815e+07,1918.59,2.36534e+06,309.103,0.98682,8.09394e-45
5,0.1,100,200,0.01,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.00807754,0.0541483,0.0619,0.0128937,0.0547566,1501.32,1918.59,241.878,309.103,0.98682,0.989672
5,0.1,100,200,0.01,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.001,0.00807754,0.00541483,0.0619,0.0128937,0.00977588,47.8533,1918.59,7.70965,309.103,0.98682,0.999669
5,0.1,100,1000,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.000807754,5.41483,0.0619,0.0112095,5.41484,1.46815e+07,1918.59,2.36534e+06,309.103,0.98682,8.09507e-45
5,0.1,100,1000,0.001,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.000807754,0.0541483,0.0619,0.0112095,0.0543847,1480.99,1918.59,238.603,309.103,0.98682,0.989811
5,0.1,100,1000,0.001,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.000807754,0.00541483,0.0619,0.0112095,0.00741442,27.5267,1918.59,4.43483,309.103,0.98682,0.99981
5,0.1,100,1000,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.00807754,5.41483,0.0619,0.013793,5.41484,1.46815e+07,1918.59,2.36534e+06,309.103,0.98682,8.09326e-45
5,0.1,100,1000,0.01,100 MHz,0.335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.00807754,0.0541483,0.0619,0.013793,0.0549753,1513.34,1918.59,243.814,309.103,0.98682,0.98959
5,0.1,100,1000,0.01,1 GHz,0.0335178,0.00807754,0.00817754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,7.79016e-10,5.42133e-10,0.005,0.00807754,0.00541483,0.0619,0.013793,0.0109347,59.8708,1918.59,9.64577,309.103,0.98682,0.999586
5,1,1,50,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,8.07754e-06,0.0541483,0.619,0.00103117,0.0541489,1468.18,191859,236.539,30910.3,0.265342,0.989899
5,1,1,50,0.001,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,8.07754e-06,0.000541483,0.619,0.00103117,0.000597098,0.178522,191859,0.0287616,30910.3,0.265342,0.999999
5,1,1,50,0.001,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,8.07754e-06,5.41483e-05,0.619,0.00103117,0.000257398,0.0331749,191859,0.0053448,30910.3,0.265342,1
5,1,1,50,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,8.07754e-05,0.0541483,0.619,0.0010343,0.054149,1468.18,191859,236.539,30910.3,0.265342,0.989899
5,1,1,50,0.01,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,8.07754e-05,0.000541483,0.619,0.0010343,0.000602482,0.181756,191859,0.0292827,30910.3,0.265342,0.999999
5,1,1,50,0.01,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,8.07754e-05,5.41483e-05,0.619,0.0010343,0.000269653,0.0364093,191859,0.0058659,30910.3,0.265342,1
5,1,1,200,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,8.07754e-06,0.0541483,0.619,0.0014145,0.0541576,1468.65,191859,236.614,30910.3,0.265342,0.989895
5,1,1,200,0.001,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,8.07754e-06,0.000541483,0.619,0.0014145,0.00113755,0.647952,191859,0.104392,30910.3,0.265342,0.999996
5,1,1,200,0.001,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,8.07754e-06,5.41483e-05,0.619,0.0014145,0.00100188,0.502606,191859,0.0809747,30910.3,0.265342,0.999997
5,1,1,200,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,8.07754e-05,0.0541483,0.619,0.00141679,0.0541576,1468.65,191859,236.615,30910.3,0.265342,0.989895
5,1,1,200,0.01,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,8.07754e-05,0.000541483,0.619,0.00141679,0.00114039,0.651187,191859,0.104913,30910.3,0.265342,0.999995
5,1,1,200,0.01,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,8.07754e-05,5.41483e-05,0.619,0.00141679,0.00100509,0.50584,191859,0.0814958,30910.3,0.265342,0.999997
5,1,1,1000,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,8.07754e-06,0.0541483,0.619,0.0050991,0.0543787,1480.67,191859,238.55,30910.3,0.265342,0.989813
5,1,1,1000,0.001,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,8.07754e-06,0.000541483,0.619,0.0050991,0.00502932,12.6654,191859,2.04052,30910.3,0.265342,0.999912
5,1,1,1000,0.001,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,8.07754e-06,5.41483e-05,0.619,0.0050991,0.00500038,12.52,191859,2.0171,30910.3,0.265342,0.999913
5,1,1,1000,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,8.07754e-05,0.0541483,0.619,0.00509973,0.0543788,1480.67,191859,238.551,30910.3,0.265342,0.989813
5,1,1,1000,0.01,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,8.07754e-05,0.000541483,0.619,0.00509973,0.00502996,12.6686,191859,2.04104,30910.3,0.265342,0.999912
5,1,1,1000,0.01,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,8.07754e-05,5.41483e-05,0.619,0.00509973,0.00500102,12.5233,191859,2.01762,30910.3,0.265342,0.999913
5,1,10,50,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,8.07754e-05,0.541483,0.619,0.0100035,0.541483,146815,191859,23653.4,30910.3,0.265342,0.362312
5,1,10,50,0.001,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,8.07754e-05,0.00541483,0.619,0.0100035,0.00542127,14.7164,191859,2.37096,30910.3,0.265342,0.999898
5,1,10,50,0.001,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,8.07754e-05,0.000541483,0.619,0.0100035,0.000602482,0.181756,191859,0.0292827,30910.3,0.265342,0.999999
5,1,10,50,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,0.000807754,0.541483,0.619,0.0100357,0.541484,146815,191859,23653.4,30910.3,0.265342,0.362311
5,1,10,50,0.01,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,0.000807754,0.00541483,0.619,0.0100357,0.00548052,15.0399,191859,2.42307,30910.3,0.265342,0.999896
5,1,10,50,0.01,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,0.000807754,0.000541483,0.619,0.0100357,0.00100445,0.505196,191859,0.0813922,30910.3,0.265342,0.999997
5,1,10,200,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,8.07754e-05,0.541483,0.619,0.0100502,0.541484,146815,191859,23653.4,30910.3,0.265342,0.362311
5,1,10,200,0.001,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,8.07754e-05,0.00541483,0.619,0.0100502,0.00550706,15.1859,191859,2.44659,30910.3,0.265342,0.999895
5,1,10,200,0.001,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,8.07754e-05,0.000541483,0.619,0.0100502,0.00114039,0.651187,191859,0.104913,30910.3,0.265342,0.999995
5,1,10,200,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,0.000807754,0.541483,0.619,0.0100823,0.541485,146816,191859,23653.5,30910.3,0.265342,0.36231
5,1,10,200,0.01,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,0.000807754,0.00541483,0.619,0.0100823,0.0055654,15.5093,191859,2.4987,30910.3,0.265342,0.999893
5,1,10,200,0.01,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,0.000807754,0.000541483,0.619,0.0100823,0.00139514,0.974627,191859,0.157022,30910.3,0.265342,0.999993
5,1,10,1000,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,8.07754e-05,0.541483,0.619,0.0111807,0.541506,146827,191859,23655.4,30910.3,0.265342,0.362281
5,1,10,1000,0.001,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,8.07754e-05,0.00541483,0.619,0.0111807,0.00737073,27.2033,191859,4.38272,30910.3,0.265342,0.999812
5,1,10,1000,0.001,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,8.07754e-05,0.000541483,0.619,0.0111807,0.00502996,12.6686,191859,2.04104,30910.3,0.265342,0.999912
5,1,10,1000,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,0.000807754,0.541483,0.619,0.0112095,0.541507,146828,191859,23655.4,30910.3,0.265342,0.36228
5,1,10,1000,0.01,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,0.000807754,0.00541483,0.619,0.0112095,0.00741442,27.5267,191859,4.43483,30910.3,0.265342,0.99981
5,1,10,1000,0.01,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,0.000807754,0.000541483,0.619,0.0112095,0.00509376,12.9921,191859,2.09315,30910.3,0.265342,0.99991
5,1,50,50,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,0.000403877,2.70742,0.619,0.0500023,2.70742,3.67037e+06,191859,591334,30910.3,0.265342,9.48559e-12
5,1,50,50,0.001,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,0.000403877,0.0270742,0.619,0.0500023,0.0270783,367.151,191859,59.1516,30910.3,0.265342,0.997464
5,1,50,50,0.001,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,0.000403877,0.00270742,0.619,0.0500023,0.0027489,3.78372,191859,0.609596,30910.3,0.265342,0.999974
5,1,50,50,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,0.00403877,2.70742,0.619,0.0501635,2.70742,3.67038e+06,191859,591335,30910.3,0.265342,9.48506e-12
5,1,50,50,0.01,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,0.00403877,0.0270742,0.619,0.0501635,0.0273749,375.237,191859,60.4544,30910.3,0.265342,0.997409
5,1,50,50,0.01,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.00025,0.00403877,0.00270742,0.619,0.0501635,0.00486878,11.8697,191859,1.91233,30910.3,0.265342,0.999918
5,1,50,200,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,0.000403877,2.70742,0.619,0.0500116,2.70742,3.67037e+06,191859,591334,30910.3,0.265342,9.48556e-12
5,1,50,200,0.001,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,0.000403877,0.0270742,0.619,0.0500116,0.0270957,367.62,191859,59.2273,30910.3,0.265342,0.997461
5,1,50,200,0.001,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,0.000403877,0.00270742,0.619,0.0500116,0.00291444,4.25316,191859,0.685226,30910.3,0.265342,0.999971
5,1,50,200,0.01,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,0.00403877,2.70742,0.619,0.0501728,2.70742,3.67038e+06,191859,591335,30910.3,0.265342,9.48503e-12
5,1,50,200,0.01,100 MHz,0.335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,0.00403877,0.0270742,0.619,0.0501728,0.027392,375.706,191859,60.53,30910.3,0.265342,0.997405
5,1,50,200,0.01,1 GHz,0.0335178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.001,0.00403877,0.00270742,0.619,0.0501728,0.00496413,12.3392,191859,1.98796,30910.3,0.265342,0.999915
5,1,50,1000,0.001,1 MHz (plan spec),33.5178,0.00807754,0.00907754,2.75e-05,2.75e-06,9.52628e-08,1.6214e-05,8.64752e-10,6.68031e-10,0.005,0.000403877,2.70742,0.619,0.050251,2.70742,3.67039e+06,191859,591336,30910.3,0.265342,9.48477e-12
