d_debris_cm,h_km,dh_km,v_rel_m_s,solar_case,P_viable,P_viable_no_value_test,P_viable_perkg,P_c1,P_c2,P_c3,P_c4,P_c5,P_c6,median_t_natural,median_cost_object,median_shot_g,median_t_decay,d_miss_mm
1,500,150,1000,nominal,0,0.60675,0,0.92395,1,1,0.92395,0.657,0,0.346035,24044,0.521835,0.0777098,3.9048
1,500,150,1000,solar_max,0,0.61935,0,0.92845,1,1,0.92845,0.667,0,0.105603,23254.1,0.519562,0.0303322,3.9048
1,500,200,400,solar_min,0,0.65935,0,1,1,1,1,0.65935,0,2.64498,24492.5,8.47125,0.143067,8.61863
1,500,200,400,nominal,0,0.66135,0,1,1,1,1,0.66135,0,0.346035,23951.5,8.49931,0.0397985,8.61863
1,500,200,400,solar_max,0,0.6636,0,1,1,1,1,0.6636,0,0.105603,23874.7,8.47277,0.0174661,8.61863
1,500,200,500,solar_min,0,0.66075,0,1,1,1,1,0.66075,0,2.64498,24061.5,4.46206,0.143067,6.99863
1,500,200,500,nominal,0,0.66625,0,1,1,1,1,0.66625,0,0.346035,22954.6,4.45616,0.0397985,6.99863
1,500,200,500,solar_max,0,0.66095,0,1,1,1,1,0.66095,0,0.105603,23937.2,4.45941,0.0174661,6.99863
1,500,200,619,solar_min,0,0.65495,0,0.98685,1,1,0.98685,0.66385,0,2.64498,23549.3,2.46319,0.143067,5.77491
1,500,200,619,nominal,0,0.65045,0,0.9863,1,1,0.9863,0.6595,0,0.346035,23866.4,2.46368,0.0397985,5.77491
1,500,200,619,solar_max,0,0.6518,0,0.987,1,1,0.987,0.66,0,0.105603,24096.1,2.46159,0.0174661,5.77491
1,500,200,800,solar_min,0,0.5908,0,0.89325,1,1,0.89325,0.6606,0,2.64498,23764.2,1.22657,0.143067,4.64462
1,500,200,800,nominal,0,0.58775,0,0.88945,1,1,0.88945,0.66115,0,0.346035,24039.1,1.2288,0.0397985,4.64462
1,500,200,800,solar_max,0,0.594,0,0.8899,1,1,0.8899,0.6663,0,0.105603,23426.6,1.2252,0.0174661,4.64462
1,500,200,1000,solar_min,0,0.4673,0,0.70535,1,1,0.70535,0.65815,0,2.64498,24314.4,0.697624,0.143067,3.9048
1,500,200,1000,nominal,0,0.46495,0,0.70215,1,1,0.70215,0.6608,0,0.346035,23907.6,0.696249,0.0397985,3.9048
1,500,200,1000,solar_max,0,0.46285,0,0.7012,1,1,0.7012,0.65965,0,0.105603,23887.9,0.697816,0.0174661,3.9048
1,500,250,400,solar_min,0,0.6702,0,1,1,1,1,0.6702,0,2.64498,22974.8,10.6538,0.0478224,8.61863
1,500,250,400,nominal,0,0.65645,0,1,1,1,1,0.65645,0,0.346035,24411.7,10.6934,0.0177723,8.61863
1,500,250,400,solar_max,0,0.6648,0,1,1,1,1,0.6648,0,0.105603,24002.4,10.6367,0.00899508,8.61863
1,500,250,500,solar_min,0,0.6487,0,0.98405,1,1,0.98405,0.6596,0,2.64498,24267.6,5.60863,0.0478224,6.99863
1,500,250,500,nominal,0,0.6495,0,0.98345,1,1,0.98345,0.6609,0,0.346035,23968.9,5.63401,0.0177723,6.99863
1,500,250,500,solar_max,0,0.6551,0,0.98375,1,1,0.98375,0.666,0,0.105603,23068.9,5.60045,0.00899508,6.99863
1,500,250,619,solar_min,0,0.60285,0,0.90625,1,1,0.90625,0.66325,0,2.64498,23841.3,3.08738,0.0478224,5.77491
1,500,250,619,nominal,0,0.5976,0,0.9061,1,1,0.9061,0.6616,0,0.346035,23685,3.09891,0.0177723,5.77491
1,500,250,619,solar_max,0,0.5984,0,0.90435,1,1,0.90435,0.6616,0,0.105603,23964.3,3.09055,0.00899508,5.77491
1,500,250,800,solar_min,0,0.4648,0,0.70335,1,1,0.70335,0.6638,0,2.64498,23455.2,1.55052,0.0478224,4.64462
1,500,250,800,nominal,0,0.46475,0,0.7009,1,1,0.7009,0.6613,0,0.346035,23940.8,1.54981,0.0177723,4.64462
1,500,250,800,solar_max,0,0.4643,0,0.70155,1,1,0.70155,0.6589,0,0.105603,23865.2,1.54458,0.00899508,4.64462
1,500,250,1000,solar_min,0,0.3011,0,0.4557,1,1,0.4557,0.66365,0,2.64498,23531.1,0.875707,0.0478224,3.9048
1,500,250,1000,nominal,0,0.30645,0,0.4587,1,1,0.4587,0.6687,0,0.346035,22887.7,0.879081,0.0177723,3.9048
1,500,250,1000,solar_max,0,0.30065,0,0.4572,1,1,0.4572,0.66175,0,0.105603,23832.2,0.878817,0.00899508,3.9048
1,600,150,400,solar_min,0,0.66555,0,1,1,1,1,0.66555,0,17.203,23233,6.1554,3.26861,8.61863
1,600,150,400,nominal,0,0.65875,0,1,1,1,1,0.65875,0,1.5928,23624.8,6.19182,0.429594,8.61863
1,600,150,400,solar_max,0,0.663,0,1,1,1,1,0.663,0,0.384298,23207.5,6.23866,0.129573,8.61863
1,600,150,500,solar_min,0,0.6578,0,1,1,1,1,0.6578,0,17.203,24508.5,3.28056,3.26861,6.99863
1,600,150,500,nominal,0,0.65665,0,1,1,1,1,0.65665,0,1.5928,24514.1,3.27741,0.429594,6.99863
1,600,150,500,solar_max,0,0.65975,0,1,1,1,1,0.65975,0,0.384298,24098.6,3.27186,0.129573,6.99863
1,600,150,619,solar_min,0,0.66455,0,1,1,1,1,0.66455,0,17.203,23504.9,1.79071,3.26861,5.77491
1,600,150,619,nominal,0,0.6636,0,1,1,1,1,0.6636,0,1.5928,23690.5,1.79792,0.429594,5.77491
1,600,150,619,solar_max,0,0.6602,0,1,1,1,1,0.6602,0,0.384298,24037.8,1.79236,0.129573,5.77491
1,600,150,800,solar_min,0,0.66005,0,0.9956,1,1,0.9956,0.66255,0,17.203,24206.7,0.902701,3.26861,4.64462
1,600,150,800,nominal,0,0.65755,0,0.99555,1,1,0.99555,0.66035,0,1.5928,23629.4,0.899178,0.429594,4.64462
1,600,150,800,solar_max,0,0.65885,0,0.99435,1,1,0.99435,0.66255,0,0.384298,23205.5,0.905149,0.129573,4.64462
1,600,150,1000,solar_min,0,0.6176,0,0.9354,1,1,0.9354,0.6617,0,17.203,23684.2,0.511374,3.26861,3.9048
1,600,150,1000,nominal,0,0.62,0,0.93775,1,1,0.93775,0.66135,0,1.5928,23883.6,0.509163,0.429594,3.9048
1,600,150,1000,solar_max,0,0.61505,0,0.9355,1,1,0.9355,0.6574,0,0.384298,23975.6,0.511717,0.129573,3.9048
1,600,200,400,solar_min,0,0.6543,0,1,1,1,1,0.6543,0,17.203,24484.9,8.35509,1.53668,8.61863
1,600,200,400,nominal,0,0.66005,0,1,1,1,1,0.66005,0,1.5928,24111.8,8.31864,0.247538,8.61863
1,600,200,400,solar_max,0,0.66575,0,1,1,1,1,0.66575,0,0.384298,23746.4,8.30243,0.0824852,8.61863
1,600,200,500,solar_min,0,0.66145,0,1,1,1,1,0.66145,0,17.203,24303.9,4.396,1.53668,6.99863
1,600,200,500,nominal,0,0.66995,0,1,1,1,1,0.66995,0,1.5928,22797.8,4.36991,0.247538,6.99863
1,600,200,500,solar_max,0,0.6621,0,1,1,1,1,0.6621,0,0.384298,23745.2,4.38096,0.0824852,6.99863
1,600,200,619,solar_min,0,0.65725,0,0.99015,1,1,0.99015,0.6637,0,17.203,23573.4,2.41608,1.53668,5.77491
1,600,200,619,nominal,0,0.65945,0,0.9903,1,1,0.9903,0.6661,0,1.5928,23045.8,2.40729,0.247538,5.77491
1,600,200,619,solar_max,0,0.65115,0,0.9916,1,1,0.9916,0.6568,0,0.384298,24613.3,2.40963,0.0824852,5.77491
1,600,200,800,solar_min,0,0.5971,0,0.90275,1,1,0.90275,0.66045,0,17.203,23584.5,1.20528,1.53668,4.64462
1,600,200,800,nominal,0,0.59535,0,0.902,1,1,0.902,0.6599,0,1.5928,24013.8,1.20712,0.247538,4.64462
1,600,200,800,solar_max,0,0.6006,0,0.90345,1,1,0.90345,0.66315,0,0.384298,23805.7,1.20568,0.0824852,4.64462
1,600,200,1000,solar_min,0,0.48075,0,0.7248,1,1,0.7248,0.664,0,17.203,24425.1,0.681954,1.53668,3.9048
1,600,200,1000,nominal,0,0.47745,0,0.72175,1,1,0.72175,0.6632,0,1.5928,23514.5,0.681988,0.247538,3.9048
1,600,200,1000,solar_max,0,0.4825,0,0.7239,1,1,0.7239,0.66245,0,0.384298,23609.2,0.680683,0.0824852,3.9048
1,600,250,400,solar_min,0,0.65975,0,1,1,1,1,0.65975,0,17.203,24010.5,10.4179,0.647862,8.61863
1,600,250,400,nominal,0,0.66955,0,1,1,1,1,0.66955,0,1.5928,23257.7,10.4275,0.132455,8.61863
1,600,250,400,solar_max,0,0.66375,0,1,1,1,1,0.66375,0,0.384298,24142.1,10.3985,0.049458,8.61863
1,600,250,500,solar_min,0,0.65215,0,0.9882,1,1,0.9882,0.6595,0,17.203,24062.4,5.50955,0.647862,6.99863
1,600,250,500,nominal,0,0.65435,0,0.98875,1,1,0.98875,0.6609,0,1.5928,23874.8,5.47766,0.132455,6.99863
1,600,250,500,solar_max,0,0.65825,0,0.98785,1,1,0.98785,0.6661,0,0.384298,23720.7,5.49614,0.049458,6.99863
1,600,250,619,solar_min,0,0.6043,0,0.9188,1,1,0.9188,0.6573,0,17.203,24071.6,3.0163,0.647862,5.77491
1,600,250,619,nominal,0,0.6074,0,0.9187,1,1,0.9187,0.6608,0,1.5928,23996.8,3.0175,0.132455,5.77491
1,600,250,619,solar_max,0,0.60745,0,0.9172,1,1,0.9172,0.6625,0,0.384298,23991.7,3.01958,0.049458,5.77491
1,600,250,800,solar_min,0,0.4711,0,0.71585,1,1,0.71585,0.65885,0,17.203,23640.9,1.52613,0.647862,4.64462
1,600,250,800,nominal,0,0.48565,0,0.72465,1,1,0.72465,0.67045,0,1.5928,23174.8,1.50603,0.132455,4.64462
1,600,250,800,solar_max,0,0.47845,0,0.7236,1,1,0.7236,0.66195,0,0.384298,23477.2,1.51402,0.049458,4.64462
1,600,250,1000,solar_min,0,0.3191,0,0.48235,1,1,0.48235,0.6601,0,17.203,24140.8,0.858647,0.647862,3.9048
1,600,250,1000,nominal,0,0.322,0,0.4851,1,1,0.4851,0.6653,0,1.5928,23543.5,0.857848,0.132455,3.9048
1,600,250,1000,solar_max,0,0.32605,0,0.4875,1,1,0.4875,0.66975,0,0.384298,23149.2,0.854106,0.049458,3.9048
1,700,150,400,solar_min,0.6559,0.6559,0,1,1,1,1,0.6559,1,72.1505,24441,6.07018,20.9486,8.61863
1,700,150,400,nominal,0,0.6599,0,1,1,1,1,0.6599,0,6.37355,23862.6,6.06231,1.96365,8.61863
1,700,150,400,solar_max,0,0.6624,0,1,1,1,1,0.6624,0,1.25076,23679.9,6.04308,0.467523,8.61863
1,700,150,500,solar_min,0.66255,0.66255,0,1,1,1,1,0.66255,1,72.1505,23793.4,3.20102,20.9486,6.99863
1,700,150,500,nominal,0,0.6595,0,1,1,1,1,0.6595,0,6.37355,24385.8,3.19831,1.96365,6.99863
1,700,150,500,solar_max,0,0.65735,0,1,1,1,1,0.65735,0,1.25076,24007.9,3.18358,0.467523,6.99863
1,700,150,619,solar_min,0.6551,0.6551,0,1,1,1,1,0.6551,1,72.1505,24380,1.76034,20.9486,5.77491
1,700,150,619,nominal,0,0.66255,0,1,1,1,1,0.66255,0,6.37355,23688,1.74878,1.96365,5.77491
1,700,150,619,solar_max,0,0.6648,0,1,1,1,1,0.6648,0,1.25076,23577,1.75303,0.467523,5.77491
1,700,150,800,solar_min,0.65615,0.65615,0,0.9974,1,1,0.9974,0.6578,1,72.1505,24274.4,0.880969,20.9486,4.64462
1,700,150,800,nominal,0,0.65625,0,0.9966,1,1,0.9966,0.65865,0,6.37355,23944.7,0.882885,1.96365,4.64462
1,700,150,800,solar_max,0,0.66295,0,0.9971,1,1,0.9971,0.6649,0,1.25076,23811.1,0.881071,0.467523,4.64462
1,700,150,1000,solar_min,0.6225,0.6225,0,0.94635,1,1,0.94635,0.65825,1,72.1505,24235.4,0.496159,20.9486,3.9048
1,700,150,1000,nominal,0,0.62105,0,0.9445,1,1,0.9445,0.6586,0,6.37355,23774.4,0.502812,1.96365,3.9048
1,700,150,1000,solar_max,0,0.6269,0,0.9471,1,1,0.9471,0.6611,0,1.25076,24043.1,0.499769,0.467523,3.9048
1,700,200,400,solar_min,0.6633,0.6633,0,1,1,1,1,0.6633,1,72.1505,23561.4,8.10795,11.4895,8.61863
1,700,200,400,nominal,0,0.66715,0,1,1,1,1,0.66715,0,6.37355,23363,8.16959,1.20886,8.61863
1,700,200,400,solar_max,0,0.6619,0,1,1,1,1,0.6619,0,1.25076,23607,8.14008,0.314711,8.61863
1,700,200,500,solar_min,0.66355,0.66355,0,1,1,1,1,0.66355,1,72.1505,23820.2,4.27504,11.4895,6.99863
1,700,200,500,nominal,0,0.66005,0,1,1,1,1,0.66005,0,6.37355,24208.6,4.27733,1.20886,6.99863
1,700,200,500,solar_max,0,0.6636,0,1,1,1,1,0.6636,0,1.25076,23494.3,4.25795,0.314711,6.99863
1,700,200,619,solar_min,0.6591,0.6591,0,0.9928,1,1,0.9928,0.66365,1,72.1505,23416.6,2.35383,11.4895,5.77491
1,700,200,619,nominal,0,0.66085,0,0.99355,1,1,0.99355,0.6649,0,6.37355,23655.1,2.35476,1.20886,5.77491
1,700,200,619,solar_max,0,0.6566,0,0.99395,1,1,0.99395,0.6604,0,1.25076,23792.8,2.363,0.314711,5.77491
1,700,200,800,solar_min,0.60095,0.60095,0,0.9125,1,1,0.9125,0.65915,1,72.1505,24204.2,1.17963,11.4895,4.64462
1,700,200,800,nominal,0,0.60475,0,0.91665,1,1,0.91665,0.66085,0,6.37355,23702.4,1.17723,1.20886,4.64462
1,700,200,800,solar_max,0,0.60675,0,0.91545,1,1,0.91545,0.6614,0,1.25076,24085,1.1818,0.314711,4.64462
1,700,200,1000,solar_min,0.4873,0.4873,0,0.7448,1,1,0.7448,0.6596,1,72.1505,23967.3,0.66507,11.4895,3.9048
1,700,200,1000,nominal,0,0.49665,0,0.7469,1,1,0.7469,0.66555,0,6.37355,22771.3,0.666416,1.20886,3.9048
1,700,200,1000,solar_max,0,0.49655,0,0.7524,1,1,0.7524,0.6617,0,1.25076,23858.8,0.662425,0.314711,3.9048
1,700,250,400,solar_min,0.66125,0.66125,0,1,1,1,1,0.66125,1,72.1505,24006.5,10.2304,5.66075,8.61863
1,700,250,400,nominal,0,0.66085,0,1,1,1,1,0.66085,0,6.37355,23695.7,10.216,0.706163,8.61863
1,700,250,400,solar_max,0,0.66235,0,1,1,1,1,0.66235,0,1.25076,23729.2,10.2253,0.203339,8.61863
1,700,250,500,solar_min,0.65235,0.65235,0,0.99095,1,1,0.99095,0.6586,1,72.1505,24081,5.39976,5.66075,6.99863
1,700,250,500,nominal,0,0.6508,0,0.9899,1,1,0.9899,0.65765,0,6.37355,24034.4,5.38722,0.706163,6.99863
1,700,250,500,solar_max,0,0.65695,0,0.9916,1,1,0.9916,0.66255,0,1.25076,23826.9,5.39346,0.203339,6.99863
1,700,250,619,solar_min,0.6151,0.6151,0,0.9294,1,1,0.9294,0.6613,1,72.1505,24270.8,2.96684,5.66075,5.77491
1,700,250,619,nominal,0,0.61345,0,0.9281,1,1,0.9281,0.6608,0,6.37355,23990,2.94779,0.706163,5.77491
1,700,250,619,solar_max,0,0.61275,0,0.9294,1,1,0.9294,0.65895,0,1.25076,24235.1,2.95811,0.203339,5.77491
1,700,250,800,solar_min,0.49015,0.49015,0,0.7459,1,1,0.7459,0.6578,1,72.1505,23701.3,1.47719,5.66075,4.64462
1,700,250,800,nominal,0,0.49245,0,0.74045,1,1,0.74045,0.6638,0,6.37355,23706.8,1.48087,0.706163,4.64462
1,700,250,800,solar_max,0,0.48935,0,0.7377,1,1,0.7377,0.66245,0,1.25076,23550.1,1.48128,0.203339,4.64462
1,700,250,1000,solar_min,0.3362,0.3362,0,0.5065,1,1,0.5065,0.6659,1,72.1505,23314.9,0.840038,5.66075,3.9048
1,700,250,1000,nominal,0,0.3367,0,0.50845,1,1,0.50845,0.6539,0,6.37355,24682.7,0.839546,0.706163,3.9048
1,700,250,1000,solar_max,0,0.33545,0,0.5072,1,1,0.5072,0.66035,0,1.25076,23491.3,0.840447,0.203339,3.9048
1,800,150,400,solar_min,0,0,0,1,1,0,1,0.66205,0,10000,23717.6,5.91443,85.474,8.61863
1,800,150,400,nominal,0,0.6609,0,1,1,1,1,0.6609,0,22.0001,24270.7,5.965,7.77318,8.61863
1,800,150,400,solar_max,0,0.67,0,1,1,1,1,0.67,0,3.73217,22915,5.93018,1.50937,8.61863
1,800,150,500,solar_min,0,0,0,1,1,0,1,0.65965,0,10000,23780.2,3.13389,85.474,6.99863
1,800,150,500,nominal,0,0.6613,0,1,1,1,1,0.6613,0,22.0001,23692.1,3.14128,7.77318,6.99863
1,800,150,500,solar_max,0,0.66135,0,1,1,1,1,0.66135,0,3.73217,23273.3,3.12958,1.50937,6.99863
1,800,150,619,solar_min,0,0,0,1,1,0,1,0.65435,0,10000,24190.7,1.72862,85.474,5.77491
1,800,150,619,nominal,0,0.66485,0,1,1,1,1,0.66485,0,22.0001,23667.1,1.72126,7.77318,5.77491
1,800,150,619,solar_max,0,0.66095,0,1,1,1,1,0.66095,0,3.73217,23961.5,1.71907,1.50937,5.77491
1,800,150,800,solar_min,0,0,0,0.99865,1,0,0.99865,0.65835,0,10000,23231.1,0.86227,85.474,4.64462
1,800,150,800,nominal,0,0.6656,0,0.99895,1,1,0.99895,0.6663,0,22.0001,23476.5,0.865072,7.77318,4.64462
1,800,150,800,solar_max,0,0.66035,0,0.99875,1,1,0.99875,0.66115,0,3.73217,23551.8,0.85972,1.50937,4.64462
1,800,150,1000,solar_min,0,0,0,0.95635,1,0,0.95635,0.6596,0,10000,24009.4,0.489008,85.474,3.9048
1,800,150,1000,nominal,0,0.62425,0,0.954,1,1,0.954,0.65515,0,22.0001,24374,0.485816,7.77318,3.9048
1,800,150,1000,solar_max,0,0.62815,0,0.9553,1,1,0.9553,0.6562,0,3.73217,23864.9,0.489062,1.50937,3.9048
1,800,200,400,solar_min,0,0,0,1,1,0,1,0.67,0,10000,23446.5,7.90385,56.2523,8.61863
1,800,200,400,nominal,0,0.66015,0,1,1,1,1,0.66015,0,22.0001,23885.9,7.97513,5.04879,8.61863
1,800,200,400,solar_max,0,0.6592,0,1,1,1,1,0.6592,0,3.73217,24267.4,7.96359,1.05483,8.61863
1,800,200,500,solar_min,0,0,0,1,1,0,1,0.667,0,10000,23428.5,4.18269,56.2523,6.99863
1,800,200,500,nominal,0,0.65905,0,1,1,1,1,0.65905,0,22.0001,24355.7,4.17949,5.04879,6.99863
1,800,200,500,solar_max,0,0.66305,0,1,1,1,1,0.66305,0,3.73217,23588.1,4.18507,1.05483,6.99863
1,800,200,619,solar_min,0,0,0,0.99495,1,0,0.99495,0.65935,0,10000,23930.8,2.31585,56.2523,5.77491
1,800,200,619,nominal,0,0.66375,0,0.9963,1,1,0.9963,0.6662,0,22.0001,23631.1,2.30037,5.04879,5.77491
1,800,200,619,solar_max,0,0.6566,0,0.9958,1,1,0.9958,0.65985,0,3.73217,23920.6,2.30954,1.05483,5.77491
1,800,200,800,solar_min,0,0,0,0.92545,1,0,0.92545,0.66445,0,10000,23558.3,1.1485,56.2523,4.64462
1,800,200,800,nominal,0,0.61345,0,0.9263,1,1,0.9263,0.66165,0,22.0001,23428.5,1.14842,5.04879,4.64462
1,800,200,800,solar_max,0,0.61055,0,0.92555,1,1,0.92555,0.6598,0,3.73217,23903,1.15529,1.05483,4.64462
1,800,200,1000,solar_min,0,0,0,0.77135,1,0,0.77135,0.6638,0,10000,23547.5,0.64889,56.2523,3.9048
1,800,200,1000,nominal,0,0.50385,0,0.761,1,1,0.761,0.661,0,22.0001,23656,0.65487,5.04879,3.9048
1,800,200,1000,solar_max,0,0.50515,0,0.7635,1,1,0.7635,0.66135,0,3.73217,23933.4,0.653631,1.05483,3.9048
1,800,250,400,solar_min,0,0,0,1,1,0,1,0.65555,0,10000,24538.7,9.96999,33.5542,8.61863
1,800,250,400,nominal,0,0.65995,0,1,1,1,1,0.65995,0,22.0001,23560.5,9.9633,3.13326,8.61863
1,800,250,400,solar_max,0,0.66065,0,1,1,1,1,0.66065,0,3.73217,23513.5,9.97149,0.713919,8.61863
1,800,250,500,solar_min,0,0,0,0.99495,1,0,0.99495,0.65795,0,10000,24364.8,5.26717,33.5542,6.99863
1,800,250,500,nominal,0,0.6594,0,0.9944,1,1,0.9944,0.66315,0,22.0001,23661.6,5.26347,3.13326,6.99863
1,800,250,500,solar_max,0,0.657,0,0.99405,1,1,0.99405,0.66075,0,3.73217,24037.8,5.261,0.713919,6.99863
1,800,250,619,solar_min,0,0,0,0.9393,1,0,0.9393,0.6603,0,10000,23714.8,2.88708,33.5542,5.77491
1,800,250,619,nominal,0,0.6204,0,0.93805,1,1,0.93805,0.66025,0,22.0001,23791.2,2.90302,3.13326,5.77491
1,800,250,619,solar_max,0,0.61635,0,0.93365,1,1,0.93365,0.6594,0,3.73217,23734.2,2.89934,0.713919,5.77491
1,800,250,800,solar_min,0,0,0,0.7602,1,0,0.7602,0.6608,0,10000,23822.1,1.4492,33.5542,4.64462
1,800,250,800,nominal,0,0.50555,0,0.7674,1,1,0.7674,0.65695,0,22.0001,23778.8,1.44275,3.13326,4.64462
1,800,250,800,solar_max,0,0.5004,0,0.7624,1,1,0.7624,0.658,0,3.73217,24052.9,1.45334,0.713919,4.64462
1,800,250,1000,solar_min,0,0,0,0.53905,1,0,0.53905,0.6679,0,10000,22827.9,0.819052,33.5542,3.9048
1,800,250,1000,nominal,0,0.35175,0,0.53405,1,1,0.53405,0.66475,0,22.0001,23346.9,0.8195,3.13326,3.9048
1,800,250,1000,solar_max,0,0.3515,0,0.53725,1,1,0.53725,0.6576,0,3.73217,24570.9,0.816336,0.713919,3.9048
1,900,150,400,solar_min,0,0,0,1,1,0,1,0.66765,0,10000,23296.5,5.80845,10000,8.61863
1,900,150,400,nominal,0,0,0,1,1,0,1,0.66135,0,63.5258,23557.3,5.81064,26.3901,8.61863
1,900,150,400,solar_max,0,0.6573,0,1,1,1,1,0.6573,0,10.2811,24365.7,5.83114,4.46629,8.61863
1,900,150,500,solar_min,0,0,0,1,1,0,1,0.66075,0,10000,23589.6,3.06499,10000,6.99863
1,900,150,500,nominal,0,0,0,1,1,0,1,0.65905,0,63.5258,23639,3.07217,26.3901,6.99863
1,900,150,500,solar_max,0,0.66595,0,1,1,1,1,0.66595,0,10.2811,23947.2,3.05691,4.46629,6.99863
1,900,150,619,solar_min,0,0,0,1,1,0,1,0.6628,0,10000,23700.2,1.68576,10000,5.77491
1,900,150,619,nominal,0,0,0,1,1,0,1,0.6598,0,63.5258,24075.1,1.68324,26.3901,5.77491
1,900,150,619,solar_max,0,0.659,0,1,1,1,1,0.659,0,10.2811,23950,1.68259,4.46629,5.77491
1,900,150,800,solar_min,0,0,0,0.99945,1,0,0.99945,0.655,0,10000,24184.3,0.843227,10000,4.64462
1,900,150,800,nominal,0,0,0,0.99925,1,0,0.99925,0.65915,0,63.5258,23681.6,0.848074,26.3901,4.64462
1,900,150,800,solar_max,0,0.66385,0,0.9995,1,1,0.9995,0.66395,0,10.2811,23004.1,0.847436,4.46629,4.64462
1,900,150,1000,solar_min,0,0,0,0.96125,1,0,0.96125,0.66245,0,10000,23836.2,0.476614,10000,3.9048
1,900,150,1000,nominal,0,0,0,0.9641,1,0,0.9641,0.66125,0,63.5258,24072,0.474982,26.3901,3.9048
1,900,150,1000,solar_max,0,0.6385,0,0.96255,1,1,0.96255,0.6634,0,10.2811,23451.3,0.476889,4.46629,3.9048
1,900,200,400,solar_min,0,0,0,1,1,0,1,0.66135,0,10000,23712.3,7.79228,175.078,8.61863
1,900,200,400,nominal,0.66045,0.66045,0,1,1,1,1,0.66045,1,63.5258,23967,7.81349,18.1849,8.61863
1,900,200,400,solar_max,0,0.66005,0,1,1,1,1,0.66005,0,10.2811,23717,7.78813,3.21661,8.61863
1,900,200,500,solar_min,0,0,0,1,1,0,1,0.66145,0,10000,24010.6,4.10944,175.078,6.99863
1,900,200,500,nominal,0.665,0.665,0,1,1,1,1,0.665,1,63.5258,23729.8,4.12036,18.1849,6.99863
1,900,200,500,solar_max,0,0.6583,0,1,1,1,1,0.6583,0,10.2811,24368,4.11415,3.21661,6.99863
1,900,200,619,solar_min,0,0,0,0.99745,1,0,0.99745,0.66665,0,10000,23329.3,2.25323,175.078,5.77491
1,900,200,619,nominal,0.66645,0.66645,0,0.9976,1,1,0.9976,0.6679,1,63.5258,23815.6,2.2639,18.1849,5.77491
1,900,200,619,solar_max,0,0.65925,0,0.99715,1,1,0.99715,0.6611,0,10.2811,24014.7,2.26988,3.21661,5.77491
1,900,200,800,solar_min,0,0,0,0.9353,1,0,0.9353,0.6564,0,10000,24325.8,1.12578,175.078,4.64462
1,900,200,800,nominal,0.6157,0.6157,0,0.9307,1,1,0.9307,0.6618,1,63.5258,23917.4,1.13672,18.1849,4.64462
1,900,200,800,solar_max,0,0.62275,0,0.93595,1,1,0.93595,0.6654,0,10.2811,22993.4,1.12639,3.21661,4.64462
1,900,200,1000,solar_min,0,0,0,0.78575,1,0,0.78575,0.65905,0,10000,23219.6,0.640806,175.078,3.9048
1,900,200,1000,nominal,0.5177,0.5177,0,0.779,1,1,0.779,0.665,1,63.5258,23321.6,0.64024,18.1849,3.9048
1,900,200,1000,solar_max,0,0.5165,0,0.7776,1,1,0.7776,0.66385,0,10.2811,23475.1,0.639989,3.21661,3.9048
1,900,250,400,solar_min,0,0,0,1,1,0,1,0.6584,0,10000,24341.2,9.78484,124.356,8.61863
1,900,250,400,nominal,0.6589,0.6589,0,1,1,1,1,0.6589,1,63.5258,23969.2,9.73509,11.9888,8.61863
1,900,250,400,solar_max,0,0.66235,0,1,1,1,1,0.66235,0,10.2811,23968.1,9.80703,2.25369,8.61863
1,900,250,500,solar_min,0,0,0,0.9962,1,0,0.9962,0.6606,0,10000,23537.6,5.1682,124.356,6.99863
1,900,250,500,nominal,0.6544,0.6544,0,0.9962,1,1,0.9962,0.65665,1,63.5258,23794.7,5.139,11.9888,6.99863
1,900,250,500,solar_max,0,0.6573,0,0.99625,1,1,0.99625,0.65945,0,10.2811,23779.1,5.14887,2.25369,6.99863
1,900,250,619,solar_min,0,0,0,0.94725,1,0,0.94725,0.6543,0,10000,24558.2,2.83854,124.356,5.77491
1,900,250,619,nominal,0.6267,0.6267,0,0.9465,1,1,0.9465,0.6617,1,63.5258,23802,2.82436,11.9888,5.77491
1,900,250,619,solar_max,0,0.62935,0,0.947,1,1,0.947,0.66475,0,10.2811,23859.7,2.82469,2.25369,5.77491
1,900,250,800,solar_min,0,0,0,0.78225,1,0,0.78225,0.66045,0,10000,23772.1,1.41964,124.356,4.64462
1,900,250,800,nominal,0.5211,0.5211,0,0.7806,1,1,0.7806,0.66585,1,63.5258,23202.6,1.41547,11.9888,4.64462
1,900,250,800,solar_max,0,0.51525,0,0.77975,1,1,0.77975,0.66075,0,10.2811,24054.6,1.41324,2.25369,4.64462
1,900,250,1000,solar_min,0,0,0,0.5619,1,0,0.5619,0.662,0,10000,24214.8,0.801162,124.356,3.9048
1,900,250,1000,nominal,0.36335,0.36335,0,0.55695,1,1,0.55695,0.65475,1,63.5258,24007.6,0.802857,11.9888,3.9048
1,900,250,1000,solar_max,0,0.3668,0,0.5557,1,1,0.5557,0.6606,0,10.2811,23777.8,0.804832,2.25369,3.9048
1,1000,150,400,solar_min,0,0,0,1,1,0,1,0.66255,0,10000,23528.3,5.72093,10000,8.61863
1,1000,150,400,nominal,0,0,0,1,1,0,1,0.6616,0,151.235,24337.6,5.71135,74.5402,8.61863
