d_debris_cm,h_km,dh_km,v_rel_m_s,solar_case,P_viable,P_viable_no_value_test,P_viable_perkg,P_c1,P_c2,P_c3,P_c4,P_c5,P_c6,median_t_natural,median_cost_object,median_shot_g,median_t_decay,d_miss_mm
2,800,150,619,nominal,0.65765,0.65765,0.0109,1,1,1,1,0.65765,1,44.0001,24044.7,3.45382,15.5464,5.77491
2,800,150,619,solar_max,0,0.66055,0.00875,1,1,1,1,0.66055,0,7.46433,23866.4,3.42916,3.01874,5.77491
2,800,150,800,solar_min,0,0,0,0.9992,1,0,0.9992,0.66605,0,10000,23555.5,1.72508,170.943,4.64462
2,800,150,800,nominal,0.66465,0.66465,0.01085,0.9989,1,1,0.9989,0.6653,1,44.0001,23031.1,1.72601,15.5464,4.64462
2,800,150,800,solar_max,0,0.66255,0.01085,0.99885,1,1,0.99885,0.6632,0,7.46433,23211.3,1.72141,3.01874,4.64462
2,800,150,1000,solar_min,0,0,0,0.95255,1,0,0.95255,0.6627,0,10000,23532.5,0.972139,170.943,3.9048
2,800,150,1000,nominal,0.6334,0.6334,0.0099,0.9546,1,1,0.9546,0.6629,1,44.0001,23608.9,0.9758,15.5464,3.9048
2,800,150,1000,solar_max,0,0.63485,0.0099,0.95385,1,1,0.95385,0.66435,0,7.46433,23636.4,0.97853,3.01874,3.9048
2,800,200,400,solar_min,0,0,0,1,1,0,1,0.6639,0,10000,23695.4,15.8917,112.501,8.61863
2,800,200,400,nominal,0.66065,0.66065,0.0074,1,1,1,1,0.66065,1,44.0001,24182.8,15.9065,10.0976,8.61863
2,800,200,400,solar_max,0,0.65955,0.00655,1,1,1,1,0.65955,0,7.46433,24309.7,15.8688,2.10965,8.61863
2,800,200,500,solar_min,0,0,0,1,1,0,1,0.6568,0,10000,24274.7,8.37022,112.501,6.99863
2,800,200,500,nominal,0.66065,0.66065,0.00835,1,1,1,1,0.66065,1,44.0001,23748,8.37912,10.0976,6.99863
2,800,200,500,solar_max,0,0.65935,0.00695,1,1,1,1,0.65935,0,7.46433,24402.8,8.43204,2.10965,6.99863
2,800,200,619,solar_min,0,0,0,0.99705,1,0,0.99705,0.65455,0,10000,24331.6,4.62054,112.501,5.77491
2,800,200,619,nominal,0.65575,0.65575,0.00945,0.99545,1,1,0.99545,0.6588,1,44.0001,23730.3,4.62518,10.0976,5.77491
2,800,200,619,solar_max,0,0.65995,0.01025,0.99595,1,1,0.99595,0.6624,0,7.46433,23552.6,4.62201,2.10965,5.77491
2,800,200,800,solar_min,0,0,0,0.92505,1,0,0.92505,0.6579,0,10000,23870.9,2.30036,112.501,4.64462
2,800,200,800,nominal,0.61055,0.61055,0.00795,0.9251,1,1,0.9251,0.6608,1,44.0001,24023.1,2.31486,10.0976,4.64462
2,800,200,800,solar_max,0,0.61385,0.00935,0.9264,1,1,0.9264,0.66345,0,7.46433,23512.5,2.30128,2.10965,4.64462
2,800,200,1000,solar_min,0,0,0,0.77105,1,0,0.77105,0.6634,0,10000,23672.5,1.30601,112.501,3.9048
2,800,200,1000,nominal,0.5086,0.5086,0.0079,0.7659,1,1,0.7659,0.6621,1,44.0001,23567.5,1.30294,10.0976,3.9048
2,800,200,1000,solar_max,0,0.5071,0.00865,0.76375,1,1,0.76375,0.66125,0,7.46433,23647.4,1.31533,2.10965,3.9048
2,800,250,400,solar_min,0,0,0,1,1,0,1,0.65825,0,10000,23859.8,19.9883,67.1076,8.61863
2,800,250,400,nominal,0.65515,0.65515,0.00465,1,1,1,1,0.65515,1,44.0001,24416.4,19.9515,6.26652,8.61863
2,800,250,400,solar_max,0,0.6681,0.00525,1,1,1,1,0.6681,0,7.46433,23578.4,19.9713,1.42784,8.61863
2,800,250,500,solar_min,0,0,0,0.9947,1,0,0.9947,0.6626,0,10000,23397.2,10.4921,67.1076,6.99863
2,800,250,500,nominal,0.6565,0.6565,0.00715,0.9939,1,1,0.9939,0.66025,1,44.0001,23669.9,10.5572,6.26652,6.99863
2,800,250,500,solar_max,0,0.65535,0.00765,0.9933,1,1,0.9933,0.65975,0,7.46433,24122.1,10.5504,1.42784,6.99863
2,800,250,619,solar_min,0,0,0,0.94,1,0,0.94,0.66225,0,10000,23508.6,5.80118,67.1076,5.77491
2,800,250,619,nominal,0.62015,0.62015,0.0093,0.939,1,1,0.939,0.66195,1,44.0001,23718.6,5.7879,6.26652,5.77491
2,800,250,619,solar_max,0,0.6195,0.0098,0.9386,1,1,0.9386,0.6609,0,7.46433,23138.4,5.7514,1.42784,5.77491
2,800,250,800,solar_min,0,0,0,0.76,1,0,0.76,0.6595,0,10000,23413.3,2.90154,67.1076,4.64462
2,800,250,800,nominal,0.5046,0.5046,0.0076,0.7578,1,1,0.7578,0.6636,1,44.0001,24017.9,2.90011,6.26652,4.64462
2,800,250,800,solar_max,0,0.50055,0.0077,0.7594,1,1,0.7594,0.65945,0,7.46433,24398.7,2.90303,1.42784,4.64462
2,800,250,1000,solar_min,0,0,0,0.5365,1,0,0.5365,0.6575,0,10000,23895.7,1.63706,67.1076,3.9048
2,800,250,1000,nominal,0.3528,0.3528,0.00605,0.5389,1,1,0.5389,0.65505,1,44.0001,24302.5,1.6416,6.26652,3.9048
2,800,250,1000,solar_max,0,0.35845,0.00565,0.54515,1,1,0.54515,0.65895,0,7.46433,23762.9,1.62723,1.42784,3.9048
2,900,150,400,solar_min,0,0,0,1,1,0,1,0.65815,0,10000,24438,11.6555,10000,8.61863
2,900,150,400,nominal,0,0,0,1,1,0,1,0.66215,0,127.049,23844.3,11.6759,52.7801,8.61863
2,900,150,400,solar_max,0,0.65595,0.00685,1,1,1,1,0.65595,0,20.5622,24853,11.6954,8.93257,8.61863
2,900,150,500,solar_min,0,0,0,1,1,0,1,0.661,0,10000,23984.1,6.08657,10000,6.99863
2,900,150,500,nominal,0,0,0,1,1,0,1,0.6616,0,127.049,24183.5,6.10632,52.7801,6.99863
2,900,150,500,solar_max,0,0.6622,0.0093,1,1,1,1,0.6622,0,20.5622,24025,6.16376,8.93257,6.99863
2,900,150,619,solar_min,0,0,0,1,1,0,1,0.6589,0,10000,23691.3,3.36962,10000,5.77491
2,900,150,619,nominal,0,0,0,1,1,0,1,0.66025,0,127.049,24472,3.37616,52.7801,5.77491
2,900,150,619,solar_max,0,0.66615,0.00895,1,1,1,1,0.66615,0,20.5622,23194.9,3.3539,8.93257,5.77491
2,900,150,800,solar_min,0,0,0,0.9993,1,0,0.9993,0.6616,0,10000,23956.3,1.68016,10000,4.64462
2,900,150,800,nominal,0,0,0,0.9997,1,0,0.9997,0.6604,0,127.049,23673.3,1.68783,52.7801,4.64462
2,900,150,800,solar_max,0,0.6591,0.00995,0.99955,1,1,0.99955,0.65945,0,20.5622,23658.9,1.69647,8.93257,4.64462
2,900,150,1000,solar_min,0,0,0,0.9611,1,0,0.9611,0.6592,0,10000,24141.4,0.954028,10000,3.9048
2,900,150,1000,nominal,0,0,0,0.96125,1,0,0.96125,0.66015,0,127.049,23683.3,0.95415,52.7801,3.9048
2,900,150,1000,solar_max,0,0.6307,0.0094,0.95985,1,1,0.95985,0.6563,0,20.5622,24180.6,0.95689,8.93257,3.9048
2,900,200,400,solar_min,0,0,0,1,1,0,1,0.65955,0,10000,23886.7,15.6092,10000,8.61863
2,900,200,400,nominal,0,0,0,1,1,0,1,0.65985,0,127.049,24145,15.5489,36.3697,8.61863
2,900,200,400,solar_max,0,0.6559,0.00535,1,1,1,1,0.6559,0,20.5622,23842.2,15.5806,6.43322,8.61863
2,900,200,500,solar_min,0,0,0,1,1,0,1,0.65955,0,10000,24092.4,8.19728,10000,6.99863
2,900,200,500,nominal,0,0,0,1,1,0,1,0.65815,0,127.049,23622.6,8.25565,36.3697,6.99863
2,900,200,500,solar_max,0,0.66455,0.0092,1,1,1,1,0.66455,0,20.5622,23141.3,8.23076,6.43322,6.99863
2,900,200,619,solar_min,0,0,0,0.99775,1,0,0.99775,0.66045,0,10000,23818.4,4.50466,10000,5.77491
2,900,200,619,nominal,0,0,0,0.99745,1,0,0.99745,0.66075,0,127.049,23695.4,4.51806,36.3697,5.77491
2,900,200,619,solar_max,0,0.6644,0.0093,0.99815,1,1,0.99815,0.6655,0,20.5622,23709.6,4.53578,6.43322,5.77491
2,900,200,800,solar_min,0,0,0,0.9351,1,0,0.9351,0.662,0,10000,23674.1,2.26839,10000,4.64462
2,900,200,800,nominal,0,0,0,0.9359,1,0,0.9359,0.6581,0,127.049,24281.9,2.25961,36.3697,4.64462
2,900,200,800,solar_max,0,0.61905,0.00885,0.94,1,1,0.94,0.65895,0,20.5622,23883.7,2.24656,6.43322,4.64462
2,900,200,1000,solar_min,0,0,0,0.7891,1,0,0.7891,0.6641,0,10000,23511.9,1.27196,10000,3.9048
2,900,200,1000,nominal,0,0,0,0.78365,1,0,0.78365,0.6602,0,127.049,24413.7,1.28191,36.3697,3.9048
2,900,200,1000,solar_max,0,0.525,0.00795,0.79135,1,1,0.79135,0.66365,0,20.5622,23684.7,1.2706,6.43322,3.9048
2,900,250,400,solar_min,0,0,0,1,1,0,1,0.66055,0,10000,24091.1,19.6302,10000,8.61863
2,900,250,400,nominal,0.66345,0.66345,0.005,1,1,1,1,0.66345,1,127.049,23676.2,19.5765,23.9776,8.61863
2,900,250,400,solar_max,0,0.6564,0.005,1,1,1,1,0.6564,0,20.5622,24810.7,19.4863,4.50739,8.61863
2,900,250,500,solar_min,0,0,0,0.9976,1,0,0.9976,0.6607,0,10000,23935.9,10.2936,10000,6.99863
2,900,250,500,nominal,0.65625,0.65625,0.00855,0.99595,1,1,0.99595,0.659,1,127.049,24349.8,10.3199,23.9776,6.99863
2,900,250,500,solar_max,0,0.65745,0.00775,0.9971,1,1,0.9971,0.6593,0,20.5622,24177.5,10.3202,4.50739,6.99863
2,900,250,619,solar_min,0,0,0,0.94585,1,0,0.94585,0.659,0,10000,24457.4,5.67459,10000,5.77491
2,900,250,619,nominal,0.6283,0.6283,0.0094,0.94945,1,1,0.94945,0.6621,1,127.049,23140.3,5.68299,23.9776,5.77491
2,900,250,619,solar_max,0,0.62605,0.00875,0.9488,1,1,0.9488,0.65915,0,20.5622,23879,5.67503,4.50739,5.77491
2,900,250,800,solar_min,0,0,0,0.7802,1,0,0.7802,0.66515,0,10000,23570.6,2.82335,10000,4.64462
2,900,250,800,nominal,0.51585,0.51585,0.00795,0.78155,1,1,0.78155,0.66355,1,127.049,23544.9,2.84286,23.9776,4.64462
2,900,250,800,solar_max,0,0.51845,0.0077,0.78035,1,1,0.78035,0.66425,0,20.5622,23543,2.83166,4.50739,4.64462
2,900,250,1000,solar_min,0,0,0,0.5589,1,0,0.5589,0.66415,0,10000,23935.6,1.60815,10000,3.9048
2,900,250,1000,nominal,0.3723,0.3723,0.00515,0.5564,1,1,0.5564,0.66705,1,127.049,23466.8,1.60898,23.9776,3.9048
2,900,250,1000,solar_max,0,0.3685,0.0066,0.5551,1,1,0.5551,0.6603,0,20.5622,24512.8,1.60465,4.50739,3.9048
2,1000,150,400,solar_min,0,0,0,1,1,0,1,0.6632,0,10000,23359,11.3394,10000,8.61863
2,1000,150,400,nominal,0,0,0,1,1,0,1,0.66015,0,10000,23712,11.4128,149.077,8.61863
2,1000,150,400,solar_max,0.6618,0.6618,0.00735,1,1,1,1,0.6618,1,52.0592,23859.1,11.3795,24.3691,8.61863
2,1000,150,500,solar_min,0,0,0,1,1,0,1,0.65615,0,10000,23885.9,6.00886,10000,6.99863
2,1000,150,500,nominal,0,0,0,1,1,0,1,0.65975,0,10000,23728.5,6.01948,149.077,6.99863
2,1000,150,500,solar_max,0.654,0.654,0.009,1,1,1,1,0.654,1,52.0592,24506.5,6.03433,24.3691,6.99863
2,1000,150,619,solar_min,0,0,0,1,1,0,1,0.6594,0,10000,23962.2,3.30822,10000,5.77491
2,1000,150,619,nominal,0,0,0,1,1,0,1,0.66115,0,10000,24245.1,3.3203,149.077,5.77491
2,1000,150,619,solar_max,0.66115,0.66115,0.00935,1,1,1,1,0.66115,1,52.0592,23817.6,3.30534,24.3691,5.77491
2,1000,150,800,solar_min,0,0,0,0.99995,1,0,0.99995,0.65895,0,10000,23807.4,1.65194,10000,4.64462
2,1000,150,800,nominal,0,0,0,0.99995,1,0,0.99995,0.66385,0,10000,23464.8,1.66162,149.077,4.64462
2,1000,150,800,solar_max,0.6667,0.6667,0.01025,1,1,1,1,0.6667,1,52.0592,23129.3,1.65344,24.3691,4.64462
2,1000,150,1000,solar_min,0,0,0,0.96755,1,0,0.96755,0.6636,0,10000,23462.7,0.941148,10000,3.9048
2,1000,150,1000,nominal,0,0,0,0.96885,1,0,0.96885,0.66015,0,10000,23605.4,0.936338,149.077,3.9048
2,1000,150,1000,solar_max,0.63945,0.63945,0.00965,0.96555,1,1,0.96555,0.66215,1,52.0592,24042,0.942124,24.3691,3.9048
2,1000,200,400,solar_min,0,0,0,1,1,0,1,0.662,0,10000,24063.7,15.3228,10000,8.61863
2,1000,200,400,nominal,0,0,0,1,1,0,1,0.6585,0,10000,24130.1,15.2914,109.947,8.61863
2,1000,200,400,solar_max,0.65935,0.65935,0.00665,1,1,1,1,0.65935,1,52.0592,23594,15.2346,18.0603,8.61863
2,1000,200,500,solar_min,0,0,0,1,1,0,1,0.66445,0,10000,23403.6,8.07794,10000,6.99863
2,1000,200,500,nominal,0,0,0,1,1,0,1,0.65995,0,10000,24434.4,8.0204,109.947,6.99863
2,1000,200,500,solar_max,0.65825,0.65825,0.0083,1,1,1,1,0.65825,1,52.0592,23808.8,8.03548,18.0603,6.99863
2,1000,200,619,solar_min,0,0,0,0.99915,1,0,0.99915,0.66215,0,10000,23968.4,4.41583,10000,5.77491
2,1000,200,619,nominal,0,0,0,0.9988,1,0,0.9988,0.66605,0,10000,23553.2,4.43692,109.947,5.77491
2,1000,200,619,solar_max,0.65835,0.65835,0.0087,0.99915,1,1,0.99915,0.6589,1,52.0592,23930.2,4.40237,18.0603,5.77491
2,1000,200,800,solar_min,0,0,0,0.94435,1,0,0.94435,0.65735,0,10000,24637.5,2.21211,10000,4.64462
2,1000,200,800,nominal,0,0,0,0.9442,1,0,0.9442,0.65915,0,10000,24101.2,2.2177,109.947,4.64462
2,1000,200,800,solar_max,0.62425,0.62425,0.009,0.9392,1,1,0.9392,0.66375,1,52.0592,23647.8,2.22018,18.0603,4.64462
2,1000,200,1000,solar_min,0,0,0,0.80425,1,0,0.80425,0.66355,0,10000,23445.9,1.24744,10000,3.9048
2,1000,200,1000,nominal,0,0,0,0.8087,1,0,0.8087,0.65975,0,10000,23785.9,1.2475,109.947,3.9048
2,1000,200,1000,solar_max,0.5355,0.5355,0.00905,0.8057,1,1,0.8057,0.66575,1,52.0592,23474,1.24973,18.0603,3.9048
2,1000,250,400,solar_min,0,0,0,1,1,0,1,0.6559,0,10000,24552.4,19.1621,10000,8.61863
2,1000,250,400,nominal,0,0,0,1,1,0,1,0.6567,0,10000,24203.2,19.2305,77.7703,8.61863
2,1000,250,400,solar_max,0.662,0.662,0.00535,1,1,1,1,0.662,1,52.0592,24052.8,19.0809,13.0511,8.61863
2,1000,250,500,solar_min,0,0,0,0.99835,1,0,0.99835,0.66515,0,10000,23899.9,10.0988,10000,6.99863
2,1000,250,500,nominal,0,0,0,0.9979,1,0,0.9979,0.66705,0,10000,23277.2,10.0773,77.7703,6.99863
2,1000,250,500,solar_max,0.66635,0.66635,0.00815,0.9983,1,1,0.9983,0.6673,1,52.0592,23259.8,10.0703,13.0511,6.99863
2,1000,250,619,solar_min,0,0,0,0.9537,1,0,0.9537,0.6616,0,10000,23213.2,5.55158,10000,5.77491
2,1000,250,619,nominal,0,0,0,0.95515,1,0,0.95515,0.65635,0,10000,24289.9,5.58218,77.7703,5.77491
2,1000,250,619,solar_max,0.6264,0.6264,0.009,0.95545,1,1,0.95545,0.6561,1,52.0592,24513.1,5.5316,13.0511,5.77491
2,1000,250,800,solar_min,0,0,0,0.79745,1,0,0.79745,0.6599,0,10000,23836.4,2.78979,10000,4.64462
2,1000,250,800,nominal,0,0,0,0.80045,1,0,0.80045,0.6567,0,10000,24165,2.76868,77.7703,4.64462
2,1000,250,800,solar_max,0.5232,0.5232,0.0082,0.80025,1,1,0.80025,0.65485,1,52.0592,24558.8,2.77178,13.0511,4.64462
2,1000,250,1000,solar_min,0,0,0,0.58345,1,0,0.58345,0.6639,0,10000,23354.9,1.56733,10000,3.9048
2,1000,250,1000,nominal,0,0,0,0.58035,1,0,0.58035,0.65765,0,10000,24195.2,1.57765,77.7703,3.9048
2,1000,250,1000,solar_max,0.3792,0.3792,0.00555,0.5798,1,1,0.5798,0.65475,1,52.0592,24517.4,1.56841,13.0511,3.9048
2,1100,150,400,solar_min,0,0,0,1,1,0,1,0.6585,0,10000,24673.5,11.1466,10000,8.61863
2,1100,150,400,nominal,0,0,0,1,1,0,1,0.6596,0,10000,24187.8,11.1956,10000,8.61863
2,1100,150,400,solar_max,0,0,0,1,1,0,1,0.66295,0,119.896,23658.8,11.1874,60.9638,8.61863
2,1100,150,500,solar_min,0,0,0,1,1,0,1,0.6596,0,10000,23769.4,5.89334,10000,6.99863
2,1100,150,500,nominal,0,0,0,1,1,0,1,0.6607,0,10000,24256.9,5.90103,10000,6.99863
2,1100,150,500,solar_max,0,0,0,1,1,0,1,0.65705,0,119.896,23806.3,5.88556,60.9638,6.99863
2,1100,150,619,solar_min,0,0,0,1,1,0,1,0.6582,0,10000,24202.7,3.24305,10000,5.77491
2,1100,150,619,nominal,0,0,0,1,1,0,1,0.6624,0,10000,23736.6,3.22782,10000,5.77491
2,1100,150,619,solar_max,0,0,0,1,1,0,1,0.6599,0,119.896,24136.2,3.22456,60.9638,5.77491
2,1100,150,800,solar_min,0,0,0,1,1,0,1,0.65595,0,10000,24536.3,1.61292,10000,4.64462
2,1100,150,800,nominal,0,0,0,1,1,0,1,0.66315,0,10000,23398.6,1.62365,10000,4.64462
2,1100,150,800,solar_max,0,0,0,1,1,0,1,0.6613,0,119.896,23668.2,1.62624,60.9638,4.64462
2,1100,150,1000,solar_min,0,0,0,0.9744,1,0,0.9744,0.652,0,10000,24570.1,0.912936,10000,3.9048
2,1100,150,1000,nominal,0,0,0,0.9737,1,0,0.9737,0.6608,0,10000,24027.9,0.914151,10000,3.9048
2,1100,150,1000,solar_max,0,0,0,0.9726,1,0,0.9726,0.6576,0,119.896,24492.5,0.916701,60.9638,3.9048
2,1100,200,400,solar_min,0,0,0,1,1,0,1,0.65915,0,10000,24322.6,14.9205,10000,8.61863
2,1100,200,400,nominal,0,0,0,1,1,0,1,0.6596,0,10000,24293.8,15.0172,10000,8.61863
2,1100,200,400,solar_max,0,0,0,1,1,0,1,0.65635,0,119.896,24276.8,15.0165,46.5836,8.61863
2,1100,200,500,solar_min,0,0,0,1,1,0,1,0.65905,0,10000,24664.4,7.88444,10000,6.99863
2,1100,200,500,nominal,0,0,0,1,1,0,1,0.6666,0,10000,23801.4,7.93111,10000,6.99863
2,1100,200,500,solar_max,0,0,0,1,1,0,1,0.6565,0,119.896,24061.5,7.90531,46.5836,6.99863
2,1100,200,619,solar_min,0,0,0,0.9996,1,0,0.9996,0.66305,0,10000,24060.6,4.31524,10000,5.77491
2,1100,200,619,nominal,0,0,0,0.99975,1,0,0.99975,0.65635,0,10000,24790.9,4.33855,10000,5.77491
2,1100,200,619,solar_max,0,0,0,0.9997,1,0,0.9997,0.66105,0,119.896,23635.2,4.33475,46.5836,5.77491
2,1100,200,800,solar_min,0,0,0,0.9514,1,0,0.9514,0.6627,0,10000,23799.2,2.17104,10000,4.64462
2,1100,200,800,nominal,0,0,0,0.95415,1,0,0.95415,0.661,0,10000,23604.6,2.16748,10000,4.64462
2,1100,200,800,solar_max,0,0,0,0.95155,1,0,0.95155,0.66375,0,119.896,24114.8,2.17148,46.5836,4.64462
2,1100,200,1000,solar_min,0,0,0,0.8217,1,0,0.8217,0.6616,0,10000,23771.2,1.2205,10000,3.9048
2,1100,200,1000,nominal,0,0,0,0.8218,1,0,0.8218,0.66565,0,10000,22880.6,1.2276,10000,3.9048
2,1100,200,1000,solar_max,0,0,0,0.81795,1,0,0.81795,0.6645,0,119.896,23407,1.22867,46.5836,3.9048
2,1100,250,400,solar_min,0,0,0,1,1,0,1,0.65835,0,10000,24264.4,18.6943,10000,8.61863
2,1100,250,400,nominal,0,0,0,1,1,0,1,0.65975,0,10000,24347.7,18.8243,10000,8.61863
2,1100,250,400,solar_max,0,0,0,1,1,0,1,0.6576,0,119.896,24508.7,18.6573,34.7529,8.61863
2,1100,250,500,solar_min,0,0,0,0.9994,1,0,0.9994,0.66165,0,10000,23536.6,9.91965,10000,6.99863
2,1100,250,500,nominal,0,0,0,0.99955,1,0,0.99955,0.65285,0,10000,24792.5,9.88843,10000,6.99863
2,1100,250,500,solar_max,0,0,0,0.99925,1,0,0.99925,0.65595,0,119.896,24851.3,9.91847,34.7529,6.99863
2,1100,250,619,solar_min,0,0,0,0.9643,1,0,0.9643,0.66245,0,10000,23431,5.40936,10000,5.77491
2,1100,250,619,nominal,0,0,0,0.9617,1,0,0.9617,0.6605,0,10000,23927.4,5.44394,10000,5.77491
2,1100,250,619,solar_max,0,0,0,0.96335,1,0,0.96335,0.65695,0,119.896,23896.8,5.44207,34.7529,5.77491
2,1100,250,800,solar_min,0,0,0,0.81595,1,0,0.81595,0.6594,0,10000,23935.2,2.71298,10000,4.64462
2,1100,250,800,nominal,0,0,0,0.81835,1,0,0.81835,0.65635,0,10000,24329.6,2.71663,10000,4.64462
2,1100,250,800,solar_max,0,0,0,0.81285,1,0,0.81285,0.66745,0,119.896,23067.1,2.72931,34.7529,4.64462
2,1100,250,1000,solar_min,0,0,0,0.6035,1,0,0.6035,0.663,0,10000,23608,1.53977,10000,3.9048
2,1100,250,1000,nominal,0,0,0,0.60615,1,0,0.60615,0.65545,0,10000,24022.5,1.53331,10000,3.9048
2,1100,250,1000,solar_max,0,0,0,0.6028,1,0,0.6028,0.66465,0,119.896,23448.3,1.54331,34.7529,3.9048
2,1200,150,400,solar_min,0,0,0,1,1,0,1,0.6666,0,10000,23922.2,10.8847,10000,8.61863
2,1200,150,400,nominal,0,0,0,1,1,0,1,0.65465,0,10000,24710.8,10.9537,10000,8.61863
2,1200,150,400,solar_max,0,0,0,1,1,0,1,0.6567,0,10000,24381.4,10.9114,138.401,8.61863
2,1200,150,500,solar_min,0,0,0,1,1,0,1,0.6631,0,10000,23650,5.80393,10000,6.99863
2,1200,150,500,nominal,0,0,0,1,1,0,1,0.6621,0,10000,24023.5,5.7527,10000,6.99863
2,1200,150,500,solar_max,0,0,0,1,1,0,1,0.66275,0,10000,23408.7,5.77836,138.401,6.99863
2,1200,150,619,solar_min,0,0,0,1,1,0,1,0.66175,0,10000,23205.7,3.19268,10000,5.77491
2,1200,150,619,nominal,0,0,0,1,1,0,1,0.65945,0,10000,24047.9,3.16468,10000,5.77491
2,1200,150,619,solar_max,0,0,0,1,1,0,1,0.6578,0,10000,23718,3.17508,138.401,5.77491
2,1200,150,800,solar_min,0,0,0,1,1,0,1,0.65885,0,10000,23910.5,1.58293,10000,4.64462
2,1200,150,800,nominal,0,0,0,1,1,0,1,0.6653,0,10000,23311.6,1.58493,10000,4.64462
2,1200,150,800,solar_max,0,0,0,1,1,0,1,0.6618,0,10000,24122.1,1.59732,138.401,4.64462
2,1200,150,1000,solar_min,0,0,0,0.9776,1,0,0.9776,0.65885,0,10000,24408.2,0.898469,10000,3.9048
2,1200,150,1000,nominal,0,0,0,0.97945,1,0,0.97945,0.66155,0,10000,23629.8,0.900293,10000,3.9048
2,1200,150,1000,solar_max,0,0,0,0.97855,1,0,0.97855,0.66005,0,10000,23860.6,0.900564,138.401,3.9048
2,1200,200,400,solar_min,0,0,0,1,1,0,1,0.6559,0,10000,24275.8,14.5781,10000,8.61863
2,1200,200,400,nominal,0,0,0,1,1,0,1,0.66,0,10000,24131.3,14.6104,10000,8.61863
2,1200,200,400,solar_max,0,0,0,1,1,0,1,0.6603,0,10000,24137.7,14.6408,109.353,8.61863
2,1200,200,500,solar_min,0,0,0,1,1,0,1,0.66455,0,10000,24001.4,7.73943,10000,6.99863
2,1200,200,500,nominal,0,0,0,1,1,0,1,0.6635,0,10000,23245,7.73538,10000,6.99863
2,1200,200,500,solar_max,0,0,0,1,1,0,1,0.66035,0,10000,23789.5,7.70887,109.353,6.99863
2,1200,200,619,solar_min,0,0,0,1,1,0,1,0.6534,0,10000,24965.5,4.25765,10000,5.77491
2,1200,200,619,nominal,0,0,0,1,1,0,1,0.65775,0,10000,23948.3,4.23346,10000,5.77491
2,1200,200,619,solar_max,0,0,0,0.99995,1,0,0.99995,0.6632,0,10000,23214.8,4.24686,109.353,5.77491
2,1200,200,800,solar_min,0,0,0,0.9578,1,0,0.9578,0.65545,0,10000,24649.7,2.12375,10000,4.64462
2,1200,200,800,nominal,0,0,0,0.9599,1,0,0.9599,0.6633,0,10000,23738.5,2.13432,10000,4.64462
2,1200,200,800,solar_max,0,0,0,0.95885,1,0,0.95885,0.6608,0,10000,23978.2,2.13781,109.353,4.64462
2,1200,200,1000,solar_min,0,0,0,0.8399,1,0,0.8399,0.65415,0,10000,24447,1.19982,10000,3.9048
2,1200,200,1000,nominal,0,0,0,0.83585,1,0,0.83585,0.6598,0,10000,24627.8,1.20325,10000,3.9048
2,1200,200,1000,solar_max,0,0,0,0.83515,1,0,0.83515,0.6623,0,10000,24002.2,1.20225,109.353,3.9048
2,1200,250,400,solar_min,0,0,0,1,1,0,1,0.6616,0,10000,23858.8,18.4107,10000,8.61863
2,1200,250,400,nominal,0,0,0,1,1,0,1,0.65615,0,10000,23991.4,18.454,10000,8.61863
2,1200,250,400,solar_max,0,0,0,1,1,0,1,0.6617,0,10000,24043.6,18.3529,84.4698,8.61863
2,1200,250,500,solar_min,0,0,0,0.99975,1,0,0.99975,0.6644,0,10000,24060.1,9.70631,10000,6.99863
2,1200,250,500,nominal,0,0,0,0.99995,1,0,0.99995,0.66545,0,10000,23210.5,9.68477,10000,6.99863
2,1200,250,500,solar_max,0,0,0,0.99985,1,0,0.99985,0.6624,0,10000,24108.3,9.73243,84.4698,6.99863
2,1200,250,619,solar_min,0,0,0,0.9682,1,0,0.9682,0.6588,0,10000,23711.8,5.35472,10000,5.77491
2,1200,250,619,nominal,0,0,0,0.9684,1,0,0.9684,0.6592,0,10000,23858.4,5.31388,10000,5.77491
2,1200,250,619,solar_max,0,0,0,0.96985,1,0,0.96985,0.6598,0,10000,23876.2,5.30643,84.4698,5.77491
2,1200,250,800,solar_min,0,0,0,0.83315,1,0,0.83315,0.66125,0,10000,23668,2.67359,10000,4.64462
2,1200,250,800,nominal,0,0,0,0.8322,1,0,0.8322,0.6621,0,10000,23787,2.66072,10000,4.64462
2,1200,250,800,solar_max,0,0,0,0.8344,1,0,0.8344,0.66125,0,10000,23755,2.6696,84.4698,4.64462
2,1200,250,1000,solar_min,0,0,0,0.62575,1,0,0.62575,0.65475,0,10000,24214.1,1.51204,10000,3.9048
2,1200,250,1000,nominal,0,0,0,0.6303,1,0,0.6303,0.65935,0,10000,24389.5,1.50474,10000,3.9048
2,1200,250,1000,solar_max,0,0,0,0.62435,1,0,0.62435,0.6668,0,10000,23749.7,1.50753,84.4698,3.9048
5,400,150,400,solar_min,0,0.6582,0.43265,1,1,1,1,0.6582,0,1.45287,23923.5,32.5163,0.125893,8.61863
5,400,150,400,nominal,0,0.6599,0.432,1,1,1,1,0.6599,0,0.312242,23959.2,32.3635,0.0492752,8.61863
5,400,150,400,solar_max,0,0.6564,0.428,1,1,1,1,0.6564,0,0.122591,24514.9,32.432,0.025931,8.61863
5,400,150,500,solar_min,0,0.65385,0.43145,1,1,1,1,0.65385,0,1.45287,24418.7,17.4323,0.125893,6.99863
